rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,COST,Costco,Consumer Staples,90.06,优先Call候选,971.400024,59.58,1.02,0.02352831,0.01874088,0.03860840,98.2,81.52,100.0,83.76,68.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA9/26 新多头交叉；MACD 新金叉
2,LEN,Lennar,Consumer Discretionary,88.74,优先Call候选,88.169998,56.62,1.92,0.00627705,0.01871745,0.04152146,82.9,76.51,100.0,83.08,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
3,FIZZ,NATIONAL BEVERAGE,Consumer Staples,88.04,优先Call候选,33.07,66.65,1.59,0.02273082,0.06505640,0.07719866,87.7,73.12,100.0,81.84,100.0,100.0,early_transition,bullish_above_signal,质量动量：日线质量与1月趋势优先；EMA 早期转强；MACD 保持多头
4,VRSN,Verisign,Information Technology,87.23,优先Call候选,290.785004,59.28,0.99,0.03848075,0.06612284,0.03766546,92.8,67.99,91.6,83.76,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,质量动量：日线质量与1月趋势优先；EMA9/26 新多头交叉；MACD 新金叉
5,IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",,87.14,优先Call候选,62.040001,69.47,1.16,0.04015426,0.05816135,0.09747041,79.7,73.65,91.6,65.76,100.0,100.0,early_transition,bullish_above_signal,质量动量：日线质量与1月趋势优先；EMA 早期转强；MACD 保持多头
6,NDAQ,"Nasdaq, Inc.",Financials,86.41,优先Call候选,98.790001,60.49,2.05,0.00488255,0.02193031,0.07322105,82.9,68.28,100.0,83.76,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
7,ALCO,ALICO INC,Consumer Staples,85.94,优先Call候选,41.220001,62.05,0.83,0.02793025,0.05341170,0.06677024,82.9,74.39,100.0,81.84,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
8,HCKT,HACKETT GROUP,Information Technology,85.5,优先Call候选,11.09,54.02,2.1,0.01093892,0.06634615,0.14329897,82.9,70.28,100.0,81.84,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
9,CRK,COMSTOCK RESOURCES,Energy,85.31,优先Call候选,14.27,60.55,0.94,0.00210674,0.05235988,0.05430366,82.9,76.03,100.0,81.84,68.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
10,GEN,Gen Digital,Information Technology,85.28,优先Call候选,29.110001,59.98,1.3,0.01129064,0.06221492,0.12567672,82.9,67.02,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,质量动量：日线质量与1月趋势优先；EMA 多头延续；MACD 新金叉
