early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,81.96,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,74.61,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1560,WVE,WAVE LIFE SCIENCES LTD,NASDAQ+RUSSELL2000,Health Care,33.87,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.25,42.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1561,RDNW,RIDENOW GROUP INC CLASS B,NASDAQ+RUSSELL2000,Consumer Discretionary,33.83,15.0,bearish_transition,25.0,bearish_proxy,54.38,45.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1562,CBIO,CRESCENT BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,33.8,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.03,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1563,ASYS,AMTECH SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,33.79,35.0,mixed_sideways,25.0,bearish_proxy,36.07,41.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1564,PURR,HYPERLIQUID STRATEGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,33.77,35.0,mixed_sideways,25.0,bearish_proxy,35.54,42.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1565,MATV,MATIV HOLDINGS INC,RUSSELL2000,Materials,33.76,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.36,41.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1566,LNSR,LENSAR INC,NASDAQ+RUSSELL2000,Health Care,33.74,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,57.44,46.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1567,OVLY,OAK VALLEY BANCORP,NASDAQ+RUSSELL2000,Financials,33.67,15.0,bearish_transition,25.0,bearish_proxy,53.89,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1568,VSTM,VERASTEM INC,NASDAQ+RUSSELL2000,Health Care,33.67,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.63,42.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1569,GTM,ZOOMINFO TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Communication,33.62,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.93,41.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1570,TTGT,TECHTARGET INC,NASDAQ+RUSSELL2000,Communication,33.6,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.88,41.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1571,NAGE,NIAGEN BIOSCIENCE INC,NASDAQ+RUSSELL2000,Consumer Staples,33.58,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.38,42.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1572,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,NASDAQ+RUSSELL2000,Industrials,33.57,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.8,41.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1573,CCRN,CROSS COUNTRY HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,33.49,72.0,confirmed_bullish_trend,22.75,bearish_proxy,47.97,44.84,14.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1574,CIFR,CIPHER DIGITAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,33.48,35.0,mixed_sideways,25.0,bearish_proxy,35.14,41.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1575,PLAB,PHOTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,33.44,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.4,41.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1576,SHAK,SHAKE SHACK INC CLASS A,RUSSELL2000,Consumer Discretionary,33.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.25,41.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1577,IVR,INVESCO MORTGAGE CAPITAL REIT INC,RUSSELL2000,Financials,33.36,15.0,bearish_transition,25.0,bearish_proxy,52.94,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1578,BNAI,BRAND ENGAGEMENT NETWORK INC,NASDAQ+RUSSELL2000,Information Technology,33.35,18.0,bearish_transition,51.15,bullish_below_zero_proxy,30.37,40.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1579,OM,OUTSET MEDICAL INC,NASDAQ+RUSSELL2000,Health Care,33.29,35.0,mixed_sideways,25.0,bearish_proxy,34.11,42.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1580,CMPX,COMPASS THERAPEUTICS,NASDAQ+RUSSELL2000,Health Care,33.22,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.29,41.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1581,LEE,LEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Communication,33.22,35.0,mixed_sideways,25.0,bearish_proxy,34.33,41.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1582,CMCL,CALEDONIA MINING PLC,RUSSELL2000,Materials,33.2,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.68,40.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1583,CSR,CENTERSPACE,RUSSELL2000,Real Estate,33.16,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.56,40.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1584,AURA,AURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,33.15,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.07,41.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1585,LYEL,LYELL IMMUNOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,33.12,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.98,41.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1586,JXN,JACKSON FINANCIAL INC CLASS A,RUSSELL2000,Financials,33.12,15.0,bearish_transition,25.0,bearish_proxy,52.21,44.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1587,MYPS,PLAYSTUDIOS INC CLASS A,NASDAQ+RUSSELL2000,Communication,33.08,15.0,bearish_transition,25.0,bearish_proxy,52.09,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1588,PDEX,PRO DEX INC,NASDAQ+RUSSELL2000,Health Care,33.06,35.0,mixed_sideways,25.0,bearish_proxy,33.39,41.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1589,FMC,FMC CORP,RUSSELL2000,Materials,33.03,15.0,bearish_transition,49.8,bullish_below_zero_proxy,33.16,40.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1590,APPN,APPIAN CORP CLASS A,NASDAQ+RUSSELL2000,Information Technology,33.02,15.0,bearish_transition,25.0,bearish_proxy,51.93,44.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1591,GEVO,GEVO INC,NASDAQ+RUSSELL2000,Energy,32.92,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,16.16,37.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1592,RUN,SUNRUN INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,32.88,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.69,40.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1593,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,32.84,35.0,mixed_sideways,25.0,bearish_proxy,33.18,40.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1594,VTOL,BRISTOW GROUP INC,RUSSELL2000,Energy,32.81,15.0,bearish_transition,25.0,bearish_proxy,51.29,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1595,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,32.78,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.41,40.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1596,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,32.77,18.0,bearish_transition,51.15,bullish_below_zero_proxy,28.15,40.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1597,FCFS,FIRSTCASH HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,32.76,15.0,bearish_transition,25.0,bearish_proxy,51.12,44.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1598,BKE,BUCKLE INC,RUSSELL2000,Consumer Discretionary,32.75,15.0,bearish_transition,49.8,bullish_below_zero_proxy,32.32,40.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1599,AKR,ACADIA REALTY TRUST REIT,RUSSELL2000,Real Estate,32.72,15.0,bearish_transition,25.0,bearish_proxy,51.0,44.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1600,UPB,UPSTREAM BIO INC,NASDAQ+RUSSELL2000,Health Care,32.7,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.7,41.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1601,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,32.69,35.0,mixed_sideways,25.0,bearish_proxy,32.75,40.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1602,LRMR,LARIMAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,32.64,18.0,bearish_transition,49.8,bullish_below_zero_proxy,37.87,42.82,3.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1603,TRC,TEJON RANCH,RUSSELL2000,Real Estate,32.62,15.0,bearish_transition,25.0,bearish_proxy,50.69,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1604,IMKTA,INGLES MARKETS INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,32.59,15.0,bearish_transition,25.0,bearish_proxy,50.14,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1605,MNTK,MONTAUK RENEWABLES INC,NASDAQ+RUSSELL2000,Utilities,32.56,35.0,mixed_sideways,25.0,bearish_proxy,31.88,41.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1606,INBX,INHIBRX BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,32.48,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.04,41.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1607,RWT,REDWOOD TRUST REIT INC,RUSSELL2000,Financials,32.48,18.0,bearish_transition,26.35,bearish_proxy,46.53,43.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1608,CMCO,COLUMBUS MCKINNON CORP,NASDAQ+RUSSELL2000,Industrials,32.47,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.46,40.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1609,VREX,VAREX IMAGING CORP,NASDAQ+RUSSELL2000,Health Care,32.41,18.0,bearish_transition,21.35,fresh_bearish_cross_proxy,49.64,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1610,NMRA,NEUMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,32.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.78,41.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1611,III,INFORMATION SERVICES GROUP INC,NASDAQ+RUSSELL2000,Information Technology,32.38,18.0,bearish_transition,26.35,bearish_proxy,46.23,43.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1612,DNUT,KRISPY KREME INC,NASDAQ+RUSSELL2000,Consumer Discretionary,32.36,18.0,bearish_transition,26.35,bearish_proxy,46.17,43.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1613,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,32.29,35.0,mixed_sideways,25.0,bearish_proxy,31.53,40.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1614,NVAX,NOVAVAX INC,NASDAQ+RUSSELL2000,Health Care,32.29,35.0,mixed_sideways,25.0,bearish_proxy,31.06,41.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1615,CRNC,CERENCE INC,NASDAQ+RUSSELL2000,Information Technology,32.27,35.0,mixed_sideways,25.0,bearish_proxy,31.45,40.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1616,SPRY,ARS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,32.25,35.0,mixed_sideways,25.0,bearish_proxy,30.96,41.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1617,FIGS,FIGS INC CLASS A,RUSSELL2000,Consumer Discretionary,32.19,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.61,40.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1618,POWI,POWER INTEGRATIONS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,32.18,35.0,mixed_sideways,25.0,bearish_proxy,31.18,40.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1619,URBN,URBAN OUTFITTERS INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,32.14,18.0,bearish_transition,26.35,bearish_proxy,45.49,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1620,BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,RUSSELL2000,Financials,32.14,15.0,bearish_transition,25.0,bearish_proxy,49.26,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1621,AVXL,ANAVEX LIFE SCIENCES CORP,NASDAQ+RUSSELL2000,Health Care,32.12,15.0,bearish_transition,49.8,bullish_below_zero_proxy,29.95,41.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1622,SSTK,SHUTTERSTOCK INC,RUSSELL2000,Communication,32.12,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.4,40.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
