early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,KHC,Kraft Heinz,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,73.47,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,48.42,44.93,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,CDW,CDW Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,72.72,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,72.07,48.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,HOOD,Robinhood Markets,NASDAQ+NASDAQ500+SPX,Financials,70.69,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,65.92,47.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,VRSK,Verisk Analytics,NASDAQ+NASDAQ500+SPX,Industrials,70.36,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,55.81,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,UNP,Union Pacific Corporation,SPX,Industrials,70.2,100.0,fresh_bullish_cross,71.8,fresh_below_zero_cross_proxy,51.86,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,BXP,"BXP, Inc.",SPX,Real Estate,69.06,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,60.99,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,AIZ,Assurant,SPX,Financials,68.27,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,58.59,45.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,IR,Ingersoll Rand,SPX,Industrials,67.26,82.0,early_transition,61.8,bullish_above_signal_proxy,66.89,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,CSX,CSX Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,67.24,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.45,45.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,TER,Teradyne,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,67.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.23,55.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
