current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,WY,Weyerhaeuser,Real Estate,1,24.525,,,,,,,,,,,,,,,,,,,,,,
2,TYRA,TYRA BIOSCIENCES INC,Health Care,2,32.049999,,6,33.060001,-0.03055057,,,,,,,,,,,,,,,,,,
3,BEN,Franklin Resources,Financials,3,33.650002,,,,,,,,,,,,,,,,,,,,,,
4,AVY,Avery Dennison,Materials,4,169.419998,,,,,45,167.380005,,,,,,,,,,,,,,,,
5,MTX,MINERALS TECHNOLOGIES INC,Materials,5,79.022499,,,,,,,,,,,,,,,,,,,,,,
6,MC,MOELIS CLASS A,Financials,6,67.830002,,1,68.349998,-0.00760784,,,,,,,10,67.790001,,,,,,,,,,
7,IRON,DISC MEDICINE INC,Health Care,7,76.459999,,7,79.209999,-0.03471784,,,,,,,,,,,,,,,,,,
8,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,8,45.509998,,,,,,,,,,,,,,29,43.584999,,,,,,,
9,JCI,Johnson Controls,Industrials,9,145.089996,,,,,,,,,,,,,,12,143.449997,,,,,,,
10,AMT,American Tower,Real Estate,10,172.445007,,44,174.460007,-0.01154993,,,,,,,,,,,,,,,,,,
11,ZG,"Zillow Group, Inc. - Class A Common Stock",,11,34.049999,,,,,43,34.32,,,,,,,,,,,,,,,,
12,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,12,108.605003,,,,,,,,,,,,,,,,,,,,,,
13,INVX,INNOVEX INTERNATIONAL INC,Energy,13,27.17,,,,,,,,,,,,,,,,,31,26.684999,,15,27.190001,-0.01857308
14,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,14,19.780001,,,,,,,,,,,,,,,,,,,,,,
15,CVI,CVR ENERGY INC,Energy,15,36.52,,,,,,,,,,,,,,,,,,,,,,
16,FBK,FB FINANCIAL CORP,Financials,16,59.855,,26,60.099998,-0.00407651,,,,,,,,,,,,,,,,,,
17,MBX,MBX BIOSCIENCES INC,Health Care,17,66.120003,,,,,,,,,,,,,,,,,,,,,,
18,STNE,STONECO LTD CLASS A,Financials,18,11.15,,15,11.43,-0.02449694,,,,,,,,,,,,,,,,,,
19,XMAX,XMAX INC,Consumer Discretionary,19,8.81,,,,,,,,,,,,,,,,,,,,,,
20,BMY,Bristol Myers Squibb,Health Care,20,64.455002,,,,,,,,,,,,,,,,,,,,,,
21,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,21,17.915001,,,,,,,,,,,,,,,,,,,,,,
22,ZM,"Zoom Communications, Inc. - Class A Common Stock",,22,93.675003,,,,,,,,,,,,,,,,,,,,,,
23,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,23,26.290001,,,,,,,,,,,,,,,,,,,,,,
24,BBT,BEACON FINANCIAL CORP,Financials,24,31.120001,,,,,,,,,,,,,,,,,,,,,,
25,RRBI,RED RIVER BANCSHARES INC,Financials,25,101.300003,,,,,,,,,,,,,,,,,,,,,,
26,EXPO,EXPONENT INC,Industrials,26,66.279999,,,,,,,,,,,,,,,,,,,,,,
27,CTS,CTS CORP,Information Technology,27,63.41,,,,,,,,,,,,,,,,,,,,,,
28,OSIS,OSI SYSTEMS INC,Information Technology,28,221.690002,,,,,,,,,,,,,,,,,,,,,,
29,AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,29,84.019997,,,,,,,,,,,,,,,,,,,,,,
30,ARES,Ares Management,Financials,30,127.474998,,,,,,,,,,,,,,,,,,,,,,
31,PKOH,PARK OHIO HOLDINGS CORP,Industrials,31,40.255001,,,,,,,,,,,,,,,,,,,,,,
32,CBOE,Cboe Global Markets,Financials,32,302.390015,,,,,,,,,,,,,,,,,,,,11,282.024994,
33,FIS,Fidelity National Information Services,Financials,33,44.900002,,,,,,,,,,,5,43.150002,,,,,,,,,,
34,FCX,Freeport-McMoRan,Materials,34,62.290001,,,,,,,,,,,,,,,,,,,,,,
35,KWR,QUAKER HOUGHTON CORP,Materials,35,163.360001,,,,,,,,,,,,,,,,,,,,,,
36,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,36,6.63,,,,,,,,,,,,,,,,,,,,,,
37,MA,Mastercard,Financials,37,571.219971,,,,,,,,,,,,,,,,,,,,,,
38,PVLA,PALVELLA THERAPEUTICS INC,Health Care,38,142.574997,,,,,,,,,,,,,,,,,,,,,,
39,MCHB,MECHANICS BANCORP CLASS A,Financials,39,16.639999,,20,16.6,0.00240958,12,16.49,0.00667071,,,,,,,,,,,,,,,
40,APO,Apollo Global Management,Financials,40,123.595001,,,,,,,,,,,,,,,,,,,,,,
41,HLNE,Hamilton Lane Incorporated - Class A Common Stock,,41,89.014999,,,,,,,,,,,,,,,,,,,,,,
42,DGICA,DONEGAL GROUP INC CLASS A,Financials,42,19.41,,,,,,,,,,,20,18.91,,,,,,,,,,
43,SGP,SPYGLASS PHARMA INC SHS,Health Care,43,22.059999,,,,,,,,,,,,,,,,,,,,,,
44,MNPR,MONOPAR THERAPEUTICS INC,Health Care,44,115.139999,,,,,,,,,,,,,,,,,,,,,,
45,TSBK,TIMBERLAND BANCORP INC,Financials,45,45.200001,,,,,,,,,,,,,,,,,,,,,,
46,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,46,8.78,,,,,,,,,,,,,,,,,,,,,,
47,ZUMZ,ZUMIEZ INC,Consumer Discretionary,47,19.719999,,,,,,,,,,,,,,,,,,,,,,
48,CCL,Carnival Corporation,Consumer Discretionary,48,27.68,,,,,,,,,,,,,,,,,,,,,,
49,FUTU,Futu Holdings Limited - American Depositary Shares,,49,104.279999,,,,,,,,,,,,,,,,,,,,,,
