current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,WY,Weyerhaeuser,Real Estate,1,24.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MTX,MINERALS TECHNOLOGIES INC,Materials,2,79.022499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,TYRA,TYRA BIOSCIENCES INC,Health Care,3,32.049999,,4,33.060001,-0.03055057,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ZG,"Zillow Group, Inc. - Class A Common Stock",,4,34.049999,,,,,30,34.32,,,,,,,,,,,,,,,,,,,,,,,,,
5,STNE,STONECO LTD CLASS A,Financials,5,11.15,,8,11.43,-0.02449694,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,XMAX,XMAX INC,Consumer Discretionary,6,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AVY,Avery Dennison,Materials,7,169.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,8,45.509998,,,,,,,,,,,,,,18,43.584999,,,,,,,,,,,,,,,,
9,RRBI,RED RIVER BANCSHARES INC,Financials,9,101.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ZM,"Zoom Communications, Inc. - Class A Common Stock",,10,93.675003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,INVX,INNOVEX INTERNATIONAL INC,Energy,11,27.17,,,,,,,,,,,,,,,,,16,26.684999,,38,27.190001,-0.01857308,,,,,,,,,
12,BEN,Franklin Resources,Financials,12,33.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,13,17.915001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BMY,Bristol Myers Squibb,Health Care,14,64.455002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CBOE,Cboe Global Markets,Financials,15,302.390015,,,,,,,,,,,,,,,,,,,,5,282.024994,,,,,,,,,,
16,BBT,BEACON FINANCIAL CORP,Financials,16,31.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,KWR,QUAKER HOUGHTON CORP,Materials,17,163.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,DGICA,DONEGAL GROUP INC CLASS A,Financials,18,19.41,,,,,,,,,,,20,18.91,,,,,,,,,,,,,,,,,,,
19,CVI,CVR ENERGY INC,Energy,19,36.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,20,108.605003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,21,19.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,22,26.290001,,,,,,,,,,,,,,,,,,,,,,,38,24.41,,,,,,,
23,IRON,DISC MEDICINE INC,Health Care,23,76.459999,,6,79.209999,-0.03471784,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MCHB,MECHANICS BANCORP CLASS A,Financials,24,16.639999,,19,16.6,0.00240958,2,16.49,0.00667071,,,,,,,,,,,,,,,,,,,,,,,,
25,APO,Apollo Global Management,Financials,25,123.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CTS,CTS CORP,Information Technology,26,63.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MA,Mastercard,Financials,27,571.219971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EXPO,EXPONENT INC,Industrials,28,66.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MBX,MBX BIOSCIENCES INC,Health Care,29,66.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,JCI,Johnson Controls,Industrials,30,145.089996,,,,,,,,,,,,,,40,143.449997,,,,,,,,,,,,,,,,
31,ARES,Ares Management,Financials,31,127.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,125.68,
32,CBFV,CB FINANCIAL SERVICES INC,Financials,32,37.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FIVE,"Five Below, Inc. - Common Stock",,33,214.029999,,,,,10,209.490005,,,,,,,,,,,,,,,,,,,,3,204.139999,,,,
34,AMT,American Tower,Real Estate,34,172.445007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
