current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
35,FBK,FB FINANCIAL CORP,Financials,35,59.855,,20,60.099998,-0.00407651,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BPRN,PRINCETON BANCORP INC,Financials,36,41.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,HLNE,Hamilton Lane Incorporated - Class A Common Stock,,37,89.014999,,,,,,,,22,89.519997,,26,87.709999,0.02063616,,,,,,,,,,,,,,,,,,
38,TSBK,TIMBERLAND BANCORP INC,Financials,38,45.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,39,84.019997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MC,MOELIS CLASS A,Financials,40,67.830002,,1,68.349998,-0.00760784,,,,,,,15,67.790001,,,,,,,,,,,,,,,,,,,
41,SGP,SPYGLASS PHARMA INC SHS,Health Care,41,22.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MNPR,MONOPAR THERAPEUTICS INC,Health Care,42,115.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TK,TEEKAY CORPORATION CORP LTD,Energy,43,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ZUMZ,ZUMIEZ INC,Consumer Discretionary,44,19.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PKOH,PARK OHIO HOLDINGS CORP,Industrials,45,40.255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,DDOG,Datadog,Information Technology,46,266.25,,,,,7,264.200012,,,,,,,,,,,,,,,,,,,,,,,,,
47,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,47,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,OSIS,OSI SYSTEMS INC,Information Technology,48,221.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FUTU,Futu Holdings Limited - American Depositary Shares,,49,104.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PVLA,PALVELLA THERAPEUTICS INC,Health Care,50,142.574997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
