current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
34,ZUMZ,ZUMIEZ INC,Consumer Discretionary,34,19.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FUTU,Futu Holdings Limited - American Depositary Shares,,35,104.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,36,19.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BMY,Bristol Myers Squibb,Health Care,37,64.455002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PKOH,PARK OHIO HOLDINGS CORP,Industrials,38,40.255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,TSBK,TIMBERLAND BANCORP INC,Financials,39,45.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,EXPO,EXPONENT INC,Industrials,40,66.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,KWR,QUAKER HOUGHTON CORP,Materials,41,163.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,IRON,DISC MEDICINE INC,Health Care,42,76.459999,,12,79.209999,-0.03471784,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PTC,PTC Inc.,Information Technology,43,133.695007,,,,,23,132.460007,,35,127.510002,0.03882052,,,,,,,,,,,,,,,,,,,,,
44,CMCSA,Comcast,Communication Services,44,23.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Z,"Zillow Group, Inc. - Class C Capital Stock",,45,33.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ARES,Ares Management,Financials,46,127.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,125.68,
47,SDRL,SEADRILL LTD,Energy,47,44.290001,,,,,,,,,,,,,,33,44.93,,,,,,,,20,43.959999,,28,42.456001,0.03542486,,,
48,UHS,Universal Health Services,Health Care,48,163.279999,,14,163.289993,-0.00006120,,,,,,,28,159.25,,1,155.839996,0.02188144,,,,,,,,,,,,,,,
49,MBX,MBX BIOSCIENCES INC,Health Care,49,66.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MAT,"Mattel, Inc. - Common Stock",,50,15.08,,50,15.21,-0.00854701,,,,,,,,,,,,,,,,,,,,,,,,,,,
