current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
32,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,32,40.0,,14,40.119999,-0.00299100,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,NTAP,NetApp,Information Technology,33,176.414993,,37,173.979996,0.01399584,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FUTU,Futu Holdings Limited - American Depositary Shares,,34,104.279999,,,,,,,,,,,34,104.269997,,,,,,,,,,,,,,,,,,,
35,VRSN,Verisign,Information Technology,35,289.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,APA,APA Corporation,Energy,36,36.5,,,,,,,,,,,,,,,,,,,,27,36.18,,22,35.77,0.01146212,,,,,,
37,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,37,9.615,,36,9.84,-0.02286585,,,,,,,,,,,,,,,,,,,1,9.575,,,,,,,
38,ZBH,Zimmer Biomet,Health Care,38,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,39,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,40,19.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,41,47.919998,,,,,,,,45,50.419998,,,,,,,,,,,,,,,,,,,,,,
42,IRON,DISC MEDICINE INC,Health Care,42,76.459999,,16,79.209999,-0.03471784,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TCOM,Trip.com Group Limited - American Depositary Shares,,43,46.737999,,,,,,,,37,45.310001,,,,,,,,,,,,,,,,,,,,,,
44,EXPO,EXPONENT INC,Industrials,44,66.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HAE,HAEMONETICS CORP,Health Care,45,82.970001,,,,,,,,,,,38,79.910004,,,,,,,,,,,,,,,,,,,
46,FXNC,FIRST NATIONAL CORP,Financials,46,31.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ARES,Ares Management,Financials,47,127.474998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,FBK,FB FINANCIAL CORP,Financials,48,59.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FSLY,FASTLY INC CLASS A,Information Technology,49,21.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MA,Mastercard,Financials,50,571.219971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
