current_rank,ticker,name,sector,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,WY,Weyerhaeuser,Real Estate,1,24.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MTX,MINERALS TECHNOLOGIES INC,Materials,2,79.022499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,TYRA,TYRA BIOSCIENCES INC,Health Care,3,32.049999,,1,33.060001,-0.03055057,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ZG,"Zillow Group, Inc. - Class A Common Stock",,4,34.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,BMY,Bristol Myers Squibb,Health Care,5,64.455002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ZM,"Zoom Communications, Inc. - Class A Common Stock",,6,93.675003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AMT,American Tower,Real Estate,7,172.445007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MCHB,MECHANICS BANCORP CLASS A,Financials,8,16.639999,,19,16.6,0.00240958,2,16.49,0.00667071,,,,,,,,,,,,,,,,,,,,,,,,
9,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,9,8.78,,41,8.96,-0.02008929,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,10,26.290001,,,,,,,,,,,,,,,,,,,,,,,38,24.41,,,,,,,
11,UHS,Universal Health Services,Health Care,11,163.279999,,6,163.289993,-0.00006120,,,,,,,22,159.25,,2,155.839996,0.02188144,,,,,,,,,,,,,,,
12,HLNE,Hamilton Lane Incorporated - Class A Common Stock,,12,89.014999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,INVX,INNOVEX INTERNATIONAL INC,Energy,13,27.17,,,,,,,,,,,,,,,,,7,26.684999,,7,27.190001,-0.01857308,,,,,,,,,
14,RMD,ResMed,Health Care,14,207.8125,,38,208.559998,-0.00358409,,,,3,209.020004,,,,,,,,,,,,,,,,,,,,,,
15,MAT,"Mattel, Inc. - Common Stock",,15,15.08,,20,15.21,-0.00854701,,,,,,,,,,,,,,,,,,,,,,6,14.14,,,,
16,SGP,SPYGLASS PHARMA INC SHS,Health Care,16,22.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AVY,Avery Dennison,Materials,17,169.419998,,,,,17,167.380005,,,,,,,,,,,,,,,,,,,,,,,,,
18,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,18,17.915001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,19,84.019997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,20,45.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PDD,PDD Holdings Inc. - American Depositary Shares,,21,87.730003,,18,87.440002,0.00331657,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,COST,Costco,Consumer Staples,22,947.719971,,21,954.169983,-0.00675981,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,USLM,UNITED STATES LIME AND MINERALS IN,Materials,23,111.360001,,7,112.93,-0.01390241,42,113.0,-0.00061947,,,,,,,,,,,,,,,,,,,,,,,,
24,RRBI,RED RIVER BANCSHARES INC,Financials,24,101.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ZUMZ,ZUMIEZ INC,Consumer Discretionary,25,19.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,FOXA,Fox Corporation (Class A),Communication Services,26,58.235001,,,,,,,,,,,,,,,,,,,,,,,,,,29,57.48,,,,
27,PKOH,PARK OHIO HOLDINGS CORP,Industrials,27,40.255001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,FOX,Fox Corporation (Class B),Communication Services,28,51.825001,,28,52.34,-0.00983949,,,,,,,,,,,,,,,,,,,,,,30,51.549999,,,,
29,FIS,Fidelity National Information Services,Financials,29,44.900002,,,,,,,,,,,2,43.150002,,,,,,,,,,,,,,,,,,,
30,ULTA,Ulta Beauty,Consumer Discretionary,30,508.959991,,,,,,,,,,,,,,,,,,,,,,,,,,4,488.079987,,,,
31,MATV,MATIV HOLDINGS INC,Materials,31,8.53,,,,,48,8.695,,,,,,,,,,,,,,44,8.125,,,,,,,,,,
