early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MDLN,Medline Inc. - Class A common stock,NASDAQ+NASDAQ200+NASDAQ500,,69.14,82.0,early_transition,61.8,bullish_above_signal_proxy,72.57,48.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
2,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,79.58,50.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
3,GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAQ+NASDAQ200+NASDAQ500,,67.52,82.0,early_transition,61.8,bullish_above_signal_proxy,67.69,47.79,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,65.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.19,48.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,65.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.11,48.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
6,DOCU,"DocuSign, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,65.36,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,53.86,45.02,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
7,MELI,"MercadoLibre, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,65.15,82.0,early_transition,61.8,bullish_above_signal_proxy,60.49,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
8,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ+NASDAQ200+NASDAQ500,,65.04,85.0,early_transition,61.8,bullish_above_signal_proxy,66.51,47.55,3.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
9,NTAP,NetApp,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,65.04,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,48.8,44.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,BNTX,BioNTech SE - American Depositary Shares,NASDAQ+NASDAQ200,,64.93,82.0,early_transition,61.8,bullish_above_signal_proxy,59.83,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
