early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,78.34,82.0,early_transition,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
769,VYX,NCR VOYIX CORP,RUSSELL2000,Information Technology,50.84,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.85,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
770,SGMT,SAGIMET BIOSCIENCES INC SERIES A,NASDAQ+RUSSELL2000,Health Care,50.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.3,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
771,AAT,AMERICAN ASSETS TRUST REIT INC,RUSSELL2000,Real Estate,50.81,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.0,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
772,EIG,EMPLOYERS HOLDINGS INC,RUSSELL2000,Financials,50.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.78,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
773,GCMG,GCM GROSVENOR INC CLASS A,NASDAQ+RUSSELL2000,Financials,50.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.97,50.04,16.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
774,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,NASDAQ+RUSSELL2000,Health Care,50.76,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.39,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
775,ACIC,AMERICAN COASTAL INSURANCE CORP,NASDAQ+RUSSELL2000,Financials,50.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.56,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
776,PINE,ALPINE INCOME PROPERTY TRUST INC,RUSSELL2000,Real Estate,50.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.58,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
777,EOLS,EVOLUS INC,NASDAQ+RUSSELL2000,Health Care,50.59,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.89,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
778,COLL,COLLEGIUM PHARMACEUTICAL INC,NASDAQ+RUSSELL2000,Health Care,50.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.41,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
779,ABCB,AMERIS BANCORP,RUSSELL2000,Financials,50.51,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.1,44.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
780,MBI,MBIA INC,RUSSELL2000,Financials,50.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.86,46.02,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
781,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,RUSSELL2000,Consumer Discretionary,50.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.18,47.69,13.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
782,LMNR,LIMONEIRA,NASDAQ+RUSSELL2000,Consumer Staples,50.42,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,58.13,46.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
783,BNL,BROADSTONE NET LEASE INC,RUSSELL2000,Real Estate,50.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.03,45.66,10.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
784,ARKO,ARKO,NASDAQ+RUSSELL2000,Consumer Discretionary,50.38,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.71,44.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
785,ACU,ACME UNITED CORP,RUSSELL2000,Health Care,50.35,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,55.94,46.44,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
786,ALRM,ALARM.COM HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,50.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.21,47.09,12.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
787,CBNK,CAPITAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,50.3,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.47,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
788,DK,DELEK US HOLDINGS INC,RUSSELL2000,Energy,50.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.33,47.52,13.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
789,WTTR,SELECT WATER SOLUTIONS INC CLASS A,RUSSELL2000,Energy,50.27,72.0,confirmed_bullish_trend,25.0,bearish_proxy,52.36,44.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
790,OFG,OFG BANCORP,RUSSELL2000,Financials,50.26,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,56.12,45.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
791,NSIT,INSIGHT ENTERPRISES INC,NASDAQ+RUSSELL2000,Information Technology,50.11,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.89,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
792,PECO,PHILLIPS EDISON AND COMPANY INC,NASDAQ+RUSSELL2000,Real Estate,50.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.85,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
793,DBD,DIEBOLD NIXDORF INC,RUSSELL2000,Information Technology,50.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.67,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
794,AOMR,ANGEL OAK MORTGAGE REIT INC,RUSSELL2000,Financials,50.03,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,57.4,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
795,DXPE,DXP ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,50.02,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.6,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
796,IVT,INVENTRUST PROPERTIES CORP,RUSSELL2000,Real Estate,49.94,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.36,44.52,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
797,DBRG,DIGITALBRIDGE GROUP INC CLASS A,RUSSELL2000,Financials,49.9,72.0,confirmed_bullish_trend,25.0,bearish_proxy,51.24,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
798,CLMT,CALUMET INC,NASDAQ+RUSSELL2000,Energy,49.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.12,45.87,10.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
799,NODK,NI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,49.78,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.89,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
800,FNRN,FIRST NORTHERN COMMUNITY BANCORP,NASDAQ+RUSSELL2000,Financials,49.77,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.87,44.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
801,KREF,KKR REAL ESTATE FINANCE INC TRUST,RUSSELL2000,Financials,49.77,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.85,44.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
802,NUVL,NUVALENT INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,49.7,72.0,confirmed_bullish_trend,22.75,bearish_proxy,94.29,54.11,13.99,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
803,KVHI,KVH INDUSTRIES INC,NASDAQ+RUSSELL2000,Information Technology,49.68,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,65.44,47.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
804,PBI,PITNEY BOWES INC,RUSSELL2000,Industrials,49.68,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.58,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
805,SKYH,SKY HARBOUR GROUP CORP CLASS A,RUSSELL2000,Industrials,49.65,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.26,45.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
806,PARR,PAR PACIFIC HOLDINGS INC,RUSSELL2000,Energy,49.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.3,48.31,15.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
807,RLGT,RADIANT LOGISTIC INC,RUSSELL2000,Industrials,49.57,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,54.04,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
808,PDM,PIEDMONT REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,49.55,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,53.98,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
809,TARS,TARSUS PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,49.54,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.45,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
810,ENVA,ENOVA INTERNATIONAL INC,RUSSELL2000,Financials,49.52,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,92.5,52.75,12.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
811,TDAY,USA TODAY INC,RUSSELL2000,Communication,49.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.81,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
812,CURV,TORRID HOLDINGS INC,RUSSELL2000,Consumer Discretionary,49.46,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.92,44.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
813,HIW,HIGHWOODS PROPERTIES REIT INC,RUSSELL2000,Real Estate,49.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.68,46.59,12.54,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
814,BVFL,BV FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,49.41,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,53.54,44.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
815,AMBQ,AMBIQ MICRO INC,RUSSELL2000,Information Technology,49.41,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.77,44.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
816,TRST,TRUSTCO BANK CORP,NASDAQ+RUSSELL2000,Financials,49.38,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.67,44.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
817,XMAX,XMAX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,49.37,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.63,44.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
818,CYRX,CRYOPORT INC,NASDAQ+RUSSELL2000,Health Care,49.35,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.13,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
819,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,49.28,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.12,45.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
820,HOG,HARLEY DAVIDSON INC,RUSSELL2000,Consumer Discretionary,49.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.26,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
821,ALX,ALEXANDERS REIT INC,RUSSELL2000,Real Estate,49.2,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.13,44.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
822,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,49.15,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.75,45.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
823,CRSR,CORSAIR GAMING INC,NASDAQ+RUSSELL2000,Information Technology,49.14,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.94,44.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
824,IPSC,CENTURY THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,49.13,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.22,46.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
825,EFC,ELLINGTON FINANCIAL INC,RUSSELL2000,Financials,49.11,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.85,44.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
826,AHRT,AH REALTY INC,RUSSELL2000,Real Estate,49.07,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,52.53,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
827,HAE,HAEMONETICS CORP,RUSSELL2000,Health Care,49.05,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.23,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
828,PGNY,PROGYNY INC,NASDAQ+RUSSELL2000,Health Care,48.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.32,49.51,16.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
829,JMSB,JOHN MARSHALL BANCORP INC,NASDAQ+RUSSELL2000,Financials,48.94,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.33,43.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
830,MYE,MYERS INDUSTRIES INC,RUSSELL2000,Materials,48.82,35.0,mixed_sideways,25.0,bearish_proxy,81.61,50.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
831,LPRO,OPEN LENDING CORP,NASDAQ+RUSSELL2000,Financials,48.81,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,54.25,16.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
832,WSR,WHITESTONE REIT,RUSSELL2000,Real Estate,48.78,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.85,43.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
833,NTB,BANK OF NT BUTTERFIELD & SON LTD,RUSSELL2000,Financials,48.77,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,51.62,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
834,CXW,CORECIVIC REIT INC,RUSSELL2000,Industrials,48.73,72.0,confirmed_bullish_trend,22.75,bearish_proxy,83.06,50.86,11.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
835,CRVL,CORVEL CORP,NASDAQ+RUSSELL2000,Health Care,48.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.74,45.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
836,SLAB,SILICON LABORATORIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,48.64,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.45,43.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
837,VSEC,VSE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,48.6,35.0,mixed_sideways,25.0,bearish_proxy,80.93,50.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
838,IRMD,IRADIMED CORP,NASDAQ+RUSSELL2000,Health Care,48.52,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.38,45.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
839,LODE,COMSTOCK INC,RUSSELL2000,Energy,48.47,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.93,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
840,BJRI,BJS RESTAURANTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,48.46,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,89.37,52.12,12.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
841,SPSC,SPS COMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,48.41,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.5,44.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
842,ADCT,ADC THERAPEUTICS SA,RUSSELL2000,Health Care,48.41,15.0,bearish_transition,49.8,bullish_below_zero_proxy,79.32,51.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
843,WERN,WERNER ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,48.39,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.66,43.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
844,SAH,SONIC AUTOMOTIVE INC CLASS A,RUSSELL2000,Consumer Discretionary,48.37,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.09,46.47,13.42,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
845,MEI,METHODE ELECTRONICS INC,RUSSELL2000,Information Technology,48.26,35.0,mixed_sideways,25.0,bearish_proxy,79.93,50.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
846,VCYT,VERACYTE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,48.18,72.0,confirmed_bullish_trend,22.75,bearish_proxy,78.82,51.01,10.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
847,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,48.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.15,44.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
848,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,48.03,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.59,43.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
849,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,48.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.5,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
850,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,47.95,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,48.67,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
851,GIII,G III APPAREL GROUP LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,47.88,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.13,43.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
852,NNI,NELNET INC CLASS A,RUSSELL2000,Financials,47.82,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.71,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
853,UIS,UNISYS CORP,RUSSELL2000,Information Technology,47.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.75,43.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
854,FCPT,FOUR CORNERS PROPERTY INC TRUST,RUSSELL2000,Real Estate,47.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.45,44.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
855,ODC,OIL DRI CORPORATION OF AMERICA,RUSSELL2000,Consumer Staples,47.7,72.0,confirmed_bullish_trend,22.75,bearish_proxy,76.49,50.55,10.12,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
