early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,IVZ,Invesco,SPX,Financials,70.43,100.0,fresh_bullish_cross,71.8,fresh_below_zero_cross_proxy,52.54,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,PANW,Palo Alto Networks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,69.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,82.81,50.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
3,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.58,50.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,EXPD,Expeditors International,SPX,Industrials,67.86,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,53.6,44.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,PFG,Principal Financial Group,NASDAQ+NASDAQ500+SPX,Financials,67.52,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.31,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,ANET,Arista Networks,SPX,Information Technology,66.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.45,52.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,RMD,ResMed,SPX,Health Care,66.17,82.0,early_transition,61.8,bullish_above_signal_proxy,61.54,51.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
8,COR,Cencora,SPX,Health Care,65.83,82.0,early_transition,61.8,bullish_above_signal_proxy,62.08,47.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,NRG,NRG Energy,SPX,Utilities,65.61,82.0,early_transition,61.8,bullish_above_signal_proxy,60.29,49.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,EXPE,Expedia Group,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,65.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.65,48.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
11,BAX,Baxter International,SPX,Health Care,65.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.18,52.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
12,CMG,Chipotle Mexican Grill,SPX,Consumer Discretionary,65.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.23,48.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
13,SYK,Stryker Corporation,SPX,Health Care,65.28,82.0,early_transition,61.8,bullish_above_signal_proxy,58.83,50.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
14,GIS,General Mills,SPX,Consumer Staples,65.14,82.0,early_transition,61.8,bullish_above_signal_proxy,60.01,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
15,ZBRA,Zebra Technologies,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,64.87,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.15,51.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
16,WELL,Welltower,SPX,Real Estate,64.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.13,47.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
17,IDXX,Idexx Laboratories,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,64.6,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,49.51,48.65,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
18,XYL,Xylem Inc.,SPX,Industrials,64.56,82.0,early_transition,61.8,bullish_above_signal_proxy,58.71,45.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
19,YUM,Yum! Brands,SPX,Consumer Discretionary,64.52,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,63.93,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,MKC,McCormick & Company,SPX,Consumer Staples,64.44,82.0,early_transition,61.8,bullish_above_signal_proxy,57.88,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,GDDY,GoDaddy,SPX,Information Technology,64.32,82.0,early_transition,61.8,bullish_above_signal_proxy,57.98,45.85,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
22,GPN,Global Payments,SPX,Financials,64.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.04,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
23,ALLE,Allegion,SPX,Industrials,64.27,82.0,early_transition,61.8,bullish_above_signal_proxy,57.82,45.81,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
24,HCA,HCA Healthcare,SPX,Health Care,63.86,82.0,early_transition,49.8,bullish_below_zero_proxy,65.23,48.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
25,CBRE,CBRE Group,SPX,Real Estate,63.83,82.0,early_transition,61.8,bullish_above_signal_proxy,56.48,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
26,LYV,Live Nation Entertainment,SPX,Communication Services,63.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.18,47.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
27,RVTY,Revvity,SPX,Health Care,63.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.05,51.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
28,ABT,Abbott Laboratories,SPX,Health Care,63.45,82.0,early_transition,61.8,bullish_above_signal_proxy,53.28,49.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
29,BX,Blackstone Inc.,SPX,Financials,63.37,82.0,early_transition,61.8,bullish_above_signal_proxy,55.1,45.27,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
30,MTD,Mettler Toledo,SPX,Health Care,63.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.66,47.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
31,SBUX,Starbucks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,63.26,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.86,47.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
32,UBER,Uber,SPX,Industrials,63.25,82.0,early_transition,61.8,bullish_above_signal_proxy,54.75,45.2,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
33,ADM,Archer Daniels Midland,SPX,Consumer Staples,63.23,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,46.95,44.64,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
34,MRNA,Moderna,NASDAQ+NASDAQ500+SPX,Health Care,63.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.6,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
35,VEEV,Veeva Systems,SPX,Health Care,63.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.13,47.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
36,JNJ,Johnson & Johnson,SPX,Health Care,63.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.86,47.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
37,WST,West Pharmaceutical Services,SPX,Health Care,62.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.18,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
38,BMY,Bristol Myers Squibb,SPX,Health Care,62.85,82.0,early_transition,61.8,bullish_above_signal_proxy,53.06,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
39,MCK,McKesson Corporation,SPX,Health Care,62.85,82.0,early_transition,61.8,bullish_above_signal_proxy,53.06,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
40,TMO,Thermo Fisher Scientific,SPX,Health Care,62.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.86,47.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
41,CTAS,Cintas,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,62.68,82.0,early_transition,61.8,bullish_above_signal_proxy,53.01,44.85,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
42,USB,U.S. Bancorp,SPX,Financials,62.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.88,46.63,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
43,MDT,Medtronic,SPX,Health Care,62.54,82.0,early_transition,61.8,bullish_above_signal_proxy,50.55,48.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
44,MSI,Motorola Solutions,SPX,Information Technology,62.49,82.0,early_transition,61.8,bullish_above_signal_proxy,50.84,47.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
45,V,Visa Inc.,SPX,Financials,62.37,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.15,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
46,XYZ,"Block, Inc.",SPX,Financials,62.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.76,46.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
47,META,Meta Platforms,NASDAQ+NASDAQ200+NASDAQ500+SPX,Communication Services,62.07,82.0,early_transition,49.8,bullish_below_zero_proxy,60.25,46.3,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
48,REGN,Regeneron Pharmaceuticals,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,62.0,82.0,early_transition,49.8,bullish_below_zero_proxy,59.57,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
49,UHS,Universal Health Services,SPX,Health Care,61.92,82.0,early_transition,49.8,bullish_below_zero_proxy,59.35,47.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
50,L,Loews Corporation,SPX,Financials,61.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.66,46.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
51,RTX,RTX Corporation,SPX,Industrials,61.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.67,46.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
52,HIG,Hartford (The),SPX,Financials,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.58,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
53,PYPL,PayPal,NASDAQ+NASDAQ200+NASDAQ500+SPX,Financials,61.84,82.0,early_transition,49.8,bullish_below_zero_proxy,59.56,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
54,GEHC,GE HealthCare,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,61.74,82.0,early_transition,61.8,bullish_above_signal_proxy,48.12,48.37,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
55,MCO,Moody's Corporation,SPX,Financials,61.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.06,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
