rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
11,GMAB,Genmab A/S - American Depositary Shares,,54.82,Deep v3 Daily CNN 确认层 未确认,34.400002,62.37,1.36,0.00879777,0.04116226,0.04782211,82.9,48.08,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 54.8,Deep v3 Daily CNN 确认层,no,54.82,2026-09-16
12,WMK,WEIS MARKETS,Consumer Staples,54.71,Deep v3 Daily CNN 确认层 未确认,73.050003,58.69,1.47,0.01656001,0.04626186,0.03956178,87.7,48.47,100.0,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 54.7,Deep v3 Daily CNN 确认层,no,54.71,2026-09-16
13,QLYS,QUALYS,Information Technology,53.89,Deep v3 Daily CNN 确认层 未确认,183.059998,57.99,1.17,-0.00618892,0.07574778,-0.00098236,90.4,66.86,64.9,81.08,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 53.9,Deep v3 Daily CNN 确认层,no,53.89,2026-09-16
14,FFIV,"F5, Inc.",Information Technology,53.79,Deep v3 Daily CNN 确认层 未确认,423.589996,63.46,1.35,-0.00214371,0.04631459,0.07096988,75.1,72.24,100.0,80.0,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 53.8,Deep v3 Daily CNN 确认层,no,53.79,2026-09-16
15,AIZ,Assurant,Financials,53.38,Deep v3 Daily CNN 确认层 未确认,283.714996,50.01,1.94,-0.00347725,0.01185841,0.00858517,90.4,53.79,77.6,67.24,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 53.4,Deep v3 Daily CNN 确认层,no,53.38,2026-09-16
16,CHRW,C.H. Robinson,Industrials,53.07,Deep v3 Daily CNN 确认层 未确认,153.470001,54.43,1.2,-0.02195451,0.01980195,0.06009530,87.7,57.14,83.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 53.1,Deep v3 Daily CNN 确认层,no,53.07,2026-09-16
17,LYB,LyondellBasell,Materials,50.31,Deep v3 Daily CNN 确认层 未确认,64.93,52.76,0.9,-0.00291774,0.00627661,0.00293485,98.2,53.61,77.6,80.44,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.3,Deep v3 Daily CNN 确认层,no,50.31,2026-09-16
18,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,50.1,Deep v3 Daily CNN 确认层 未确认,48.91,52.63,1.37,-0.00244746,0.01789804,0.02044648,87.7,43.15,88.8,80.69,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.1,Deep v3 Daily CNN 确认层,no,50.1,2026-09-16
19,NTNX,"Nutanix, Inc. - Class A Common Stock",,44.77,Deep v3 Daily CNN 确认层 未确认,68.699997,57.98,1.53,0.00674090,0.02598563,0.04598047,82.9,56.95,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 44.8,Deep v3 Daily CNN 确认层,no,44.77,2026-09-16
20,TGTX,TG THERAPEUTICS,Health Care,44.06,Deep v3 Daily CNN 确认层 未确认,55.849998,56.48,1.07,0.04588007,0.02214493,0.13308981,79.6,64.97,91.6,80.0,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 44.1,Deep v3 Daily CNN 确认层,no,44.06,2026-09-16
21,UVSP,UNIVEST FINANCIAL CORP,Financials,41.91,Deep v3 Daily CNN 确认层 未确认,42.68,55.62,2.04,0.00305525,0.01041662,-0.00813384,87.7,71.67,69.9,80.69,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.9,Deep v3 Daily CNN 确认层,no,41.91,2026-09-16
22,ANET,Arista Networks,Information Technology,32.99,Deep v3 Daily CNN 确认层 未确认,197.669998,55.46,0.96,0.03101866,0.02467469,-0.02056292,98.2,57.66,81.1,80.0,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 33.0,Deep v3 Daily CNN 确认层,no,32.99,2026-09-16
23,PRDO,PERDOCEO EDUCATION,Consumer Discretionary,30.33,Deep v3 Daily CNN 确认层 未确认,33.27,55.17,1.78,0.01124614,0.00271248,0.03806556,79.6,68.72,88.8,80.69,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 30.3,Deep v3 Daily CNN 确认层,no,30.33,2026-09-16
24,ISRG,Intuitive Surgical,Health Care,25.51,Deep v3 Daily CNN 确认层 未确认,382.290009,62.25,0.87,0.01618819,0.08190180,-0.02022140,87.7,64.97,81.1,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 25.5,Deep v3 Daily CNN 确认层,no,25.51,2026-09-16
25,TDC,TERADATA,Information Technology,21.93,Deep v3 Daily CNN 确认层 未确认,29.18,58.15,0.88,-0.01849983,0.04700391,0.05954971,87.7,71.78,83.8,80.69,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 21.9,Deep v3 Daily CNN 确认层,no,21.93,2026-09-16
26,ENSG,"The Ensign Group, Inc. - Common Stock",,21.0,Deep v3 Daily CNN 确认层 未确认,177.850006,63.68,1.82,0.02791586,0.03533594,-0.02027209,90.4,46.63,81.1,81.08,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 21.0,Deep v3 Daily CNN 确认层,no,21.0,2026-09-16
27,WRB,W. R. Berkley Corporation,Financials,20.7,Deep v3 Daily CNN 确认层 未确认,69.93,50.97,1.57,-0.01033122,0.00014305,0.00243690,87.7,73.14,61.4,67.24,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 20.7,Deep v3 Daily CNN 确认层,no,20.7,2026-09-16
28,MO,Altria,Consumer Staples,19.98,Deep v3 Daily CNN 确认层 未确认,70.120003,58.1,1.06,0.00057220,0.03246708,0.09605323,75.1,76.32,100.0,80.44,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 20.0,Deep v3 Daily CNN 确认层,no,19.98,2026-09-16
29,DVA,DaVita,Health Care,18.65,Deep v3 Daily CNN 确认层 未确认,193.899994,69.6,1.18,0.01923880,0.05944700,0.09734011,79.7,64.65,100.0,62.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 18.6,Deep v3 Daily CNN 确认层,no,18.65,2026-09-16
30,AMN,AMN HEALTHCARE,Health Care,17.73,Deep v3 Daily CNN 确认层 未确认,34.950001,59.51,1.3,0.02058701,0.01717113,0.01128472,90.4,78.94,88.8,80.69,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 17.7,Deep v3 Daily CNN 确认层,no,17.73,2026-09-16
31,DHR,Danaher Corporation,Health Care,15.98,Deep v3 Daily CNN 确认层 未确认,208.404999,53.27,1.15,0.00344262,0.01683295,0.02844947,67.6,66.91,100.0,80.44,100.0,100.0,mixed_sideways,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 16.0,Deep v3 Daily CNN 确认层,no,15.98,2026-09-16
32,PFBC,PREFERRED BANK,Financials,11.89,Deep v3 Daily CNN 确认层 未确认,106.18,63.14,2.38,0.00511171,0.04312800,-0.01080675,87.7,71.86,81.1,80.69,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 11.9,Deep v3 Daily CNN 确认层,no,11.89,2026-09-16
33,HCI,HCI GROUP INC,Financials,9.12,Deep v3 Daily CNN 确认层 未确认,188.195007,56.29,1.13,0.01297200,0.01556856,0.03171429,98.2,54.1,100.0,80.69,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 9.1,Deep v3 Daily CNN 确认层,no,9.12,2026-09-16
34,OPCH,OPTION CARE HEALTH INC,Health Care,8.81,Deep v3 Daily CNN 确认层 未确认,24.469999,60.74,3.26,0.03686436,0.03467226,0.04706880,98.2,54.97,91.6,80.69,66.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 8.8,Deep v3 Daily CNN 确认层,no,8.81,2026-09-16
35,A,Agilent Technologies,Health Care,7.79,Deep v3 Daily CNN 确认层 未确认,153.720001,61.55,1.21,0.02278854,0.06174887,0.03556992,90.4,57.29,100.0,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 7.8,Deep v3 Daily CNN 确认层,no,7.79,2026-09-16
36,PSTL,POSTAL REALTY TRUST CLASS A,Real Estate,6.35,Deep v3 Daily CNN 确认层 未确认,24.01,57.94,1.75,0.02279020,0.01608130,0.05584872,82.9,62.41,100.0,80.69,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 6.3,Deep v3 Daily CNN 确认层,no,6.35,2026-09-16
37,RAMP,LIVERAMP HOLDINGS INC,Information Technology,2.66,Deep v3 Daily CNN 确认层 未确认,37.869999,62.34,1.54,0.00691300,0.00317878,0.00504244,92.8,67.19,77.6,80.69,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 2.7,Deep v3 Daily CNN 确认层,no,2.66,2026-09-16
38,PAYO,PAYONEER GLOBAL INC,Financials,0.51,Deep v3 Daily CNN 确认层 未确认,7.15,56.81,0.87,0.00421348,0.00562588,0.00350877,98.2,53.6,77.6,80.69,68.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 0.5,Deep v3 Daily CNN 确认层,no,0.51,2026-09-16
39,TRMD,TORM plc - Class A Common Stock,,0.0,Deep v3 Daily CNN 确认层 数据不足,36.599998,66.13,0.92,0.07189919,0.03243997,0.19607837,82.9,73.54,81.8,80.0,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
40,AUPH,AURINIA PHARMACEUTICALS,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,16.959999,65.91,1.88,0.05801609,0.04369225,0.10994031,73.0,67.38,91.6,80.69,100.0,100.0,mixed_sideways,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
41,REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,11.01,59.74,1.46,0.00639854,0.02323420,0.07049101,82.9,62.1,100.0,80.69,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
42,PARR,PAR PACIFIC HOLDINGS,Energy,0.0,Deep v3 Daily CNN 确认层 数据不足,84.93,58.32,1.35,0.00035333,0.02165287,0.03459623,82.9,61.55,100.0,80.69,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
43,PGEN,PRECIGEN,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,7.435,66.06,2.18,0.07209805,0.09499264,0.13598167,92.8,58.16,81.8,80.0,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
44,INFU,INFUSYSTEM HOLDINGS INC,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,12.495,63.72,1.36,0.02839506,0.02754934,0.02839506,82.9,54.46,100.0,80.69,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
45,GIC,GLOBAL INDUSTRIAL,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,39.810001,57.22,1.28,0.00835869,0.00708328,0.03201555,82.9,53.82,88.8,80.69,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
46,CLW,CLEARWATER PAPER CORP,Materials,0.0,Deep v3 Daily CNN 确认层 数据不足,21.105,54.72,1.13,-0.00307038,0.05842522,0.02055126,90.4,53.7,88.8,80.69,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
47,AVBC,AVIDIA BANCORP INC,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,22.299999,57.53,1.39,0.02552302,0.02623097,-0.00446433,92.8,53.68,81.1,80.69,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
48,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,0.0,Deep v3 Daily CNN 确认层 数据不足,16.344999,55.78,8.55,0.05519684,0.01521733,0.11952048,95.5,48.46,91.6,80.0,36.0,100.0,early_transition,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
49,TBCH,TURTLE BEACH,Information Technology,0.0,Deep v3 Daily CNN 确认层 数据不足,12.58,52.74,1.8,0.01084773,0.04052936,0.02861815,90.4,41.21,100.0,80.0,100.0,72.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
50,BATRA,ATLANTA BRAVES HOLDINGS SERIES A,Communication,0.0,Deep v3 Daily CNN 确认层 数据不足,55.959999,52.59,1.12,-0.00359321,0.01782465,-0.00035729,90.4,40.86,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
