rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,BXP,"BXP, Inc.",Real Estate,85.44,优先Call候选,71.154999,64.78,1.4,0.02847440,0.07452428,0.02795432,90.4,79.69,100.0,82.68,100.0,100.0,fresh_bullish_cross,bullish_above_signal,风险调整：不过热、价格可交易、风险分较稳；EMA9/26 新多头交叉；MACD 保持多头
2,NNE,NANO NUCLEAR ENERGY,Industrials,80.33,优先Call候选,19.415001,55.65,1.23,0.06969702,0.06412715,0.15599887,79.6,73.97,91.6,81.77,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,风险调整：不过热、价格可交易、风险分较稳；EMA9/26 新多头交叉
3,WRLD,WORLD ACCEPTANCE CORP,Financials,79.25,优先Call候选,194.080002,58.16,0.13,0.03443134,0.02552181,-0.00863259,92.8,75.44,81.1,81.77,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,风险调整：不过热、价格可交易、风险分较稳；EMA9/26 新多头交叉；MACD 新金叉
4,IFF,International Flavors & Fragrances,Materials,79.06,优先Call候选,86.519997,66.51,1.44,0.01596986,0.06788448,0.13260896,75.1,67.78,100.0,82.68,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,风险调整：不过热、价格可交易、风险分较稳；EMA 多头延续；MACD 保持多头
5,HNRG,HALLADOR ENERGY,Utilities,78.92,优先Call候选,16.48,60.17,0.19,0.08030154,0.04336815,0.08421053,95.5,74.27,78.4,81.77,30.0,100.0,early_transition,fresh_above_zero_cross,风险调整：不过热、价格可交易、风险分较稳；EMA 早期转强；MACD 新金叉
6,EQT,EQT Corporation,Energy,78.8,优先Call候选,54.09,55.12,0.28,0.00222344,0.01787732,0.03999235,82.9,76.33,100.0,82.68,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,风险调整：不过热、价格可交易、风险分较稳；EMA 多头延续；MACD 新金叉
7,HIMS,HIMS HERS HEALTH CLASS A,Health Care,78.6,优先Call候选,31.65,53.54,1.05,0.03111256,0.15553126,0.04662698,87.7,58.81,90.2,81.77,100.0,100.0,early_transition,bullish_above_signal,风险调整：不过热、价格可交易、风险分较稳；EMA 早期转强；MACD 保持多头
8,TSLA,"Tesla, Inc.",Consumer Discretionary,78.14,优先Call候选,352.149994,56.91,0.1,-0.01242356,0.04531215,0.13875956,87.7,73.61,83.8,83.52,30.0,100.0,early_transition,bullish_above_signal,风险调整：不过热、价格可交易、风险分较稳；EMA 早期转强；MACD 保持多头
9,EXEL,"Exelixis, Inc. - Common Stock",,78.08,优先Call候选,56.110001,65.23,0.17,0.02840909,0.05589014,0.00537538,87.7,71.49,88.8,83.52,30.0,100.0,early_transition,bullish_above_signal,风险调整：不过热、价格可交易、风险分较稳；EMA 早期转强；MACD 保持多头
10,MZTI,MARZETTI,Consumer Staples,78.0,优先Call候选,120.230003,65.39,0.53,0.05390954,0.03951235,0.11873083,82.9,78.13,91.6,81.77,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,风险调整：不过热、价格可交易、风险分较稳；EMA 多头延续；MACD 新金叉
