current_rank,ticker,name,sector,2026-09-21__predicted_rank,2026-09-21__close,2026-09-21__next_snapshot_return,2026-09-18__predicted_rank,2026-09-18__close,2026-09-18__next_snapshot_return,2026-09-17__predicted_rank,2026-09-17__close,2026-09-17__next_snapshot_return,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return
1,DNA,GINKGO BIOWORKS HOLDINGS CLASS A,Health Care,1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NBIS,Nebius Group N.V. - Class A Ordinary Shares,,2,226.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NVDA,Nvidia,Information Technology,3,223.734406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,217.550003,,48,227.979996,-0.04574960,,,,,,,,,
4,VSAT,VIASAT INC,Information Technology,4,77.699997,,46,76.379997,0.01728201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,5,270.850006,,13,272.109985,-0.00463040,,,,,,,,,,,,,,,,,,,37,277.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SLNH,SOLUNA HOLDINGS INC,Information Technology,6,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PLPC,PREFORMED LINE PRODUCTS,Industrials,7,423.109985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PRAA,PRA GROUP INC,Financials,8,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MANE,VERADERMICS,Health Care,9,108.910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,GRPN,GROUPON,Consumer Discretionary,10,20.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GOOG,Alphabet Inc. (Class C),Communication Services,11,351.630005,,,,,,,,,,,,,,33,345.709991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AVAV,"AeroVironment, Inc. - Common Stock",,12,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,OCTV,Octave Intelligence plc - Class B Ordinary Shares,,13,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CRSP,CRISPR THERAPEUTICS AG,Health Care,14,58.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MG,MISTRAS GROUP INC,Industrials,15,20.6,,,,,,,,,,,,,,,,,,,,,,,8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ZBIO,ZENAS BIOPHARMA,Health Care,16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FLR,FLUOR CORP,Industrials,17,54.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,56.259998,,50,54.509998,0.03210420,,,,18,54.080002,,,,,,,,,,
18,BAND,BANDWIDTH CLASS A,Communication,18,51.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,TXN,Texas Instruments,Information Technology,19,267.470001,,9,266.640015,0.00311276,,,,,,,,,,,,,37,268.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CGON,CG ONCOLOGY,Health Care,20,76.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,DC,DAKOTA GOLD CORP,Materials,21,6.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CRWD,CrowdStrike,Information Technology,22,245.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,WMK,WEIS MARKETS,Consumer Staples,23,73.165001,,,,,,,,23,73.050003,,,,,,,,47,72.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ADI,Analog Devices,Information Technology,24,375.829987,,14,375.720001,0.00029273,,,,,,,,,,,,,36,378.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,TEL,TE Connectivity,Information Technology,25,207.544998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,RKLB,Rocket Lab Corporation - Common Stock,,26,69.294998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,TEAM,Atlassian Corporation  - Class A Common Stock,,27,197.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,QUBT,QUANTUM COMPUTING,Information Technology,28,9.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AVT,"Avnet, Inc. - Common Stock",,29,95.989998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MTRN,MATERION,Materials,30,255.085007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BKKT,BAKKT INC CLASS A,Financials,31,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,KN,KNOWLES,Information Technology,32,35.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TER,Teradyne,Information Technology,33,376.045013,,,,,,,,,,,,,,,,,,,,42,370.190002,,11,383.690002,-0.03518465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TSLA,"Tesla, Inc.",Consumer Discretionary,34,377.375,,,,,,,,,,,,,,,,,,,,,,,39,367.809998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,GOOGL,Alphabet Inc. (Class A),Communication Services,35,355.975006,,25,349.540009,0.01840990,,,,,,,,,,32,349.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BLLN,"BillionToOne, Inc. - Class A common stock",,36,105.110001,,6,105.919998,-0.00764725,,,,40,103.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DDOG,Datadog,Information Technology,37,237.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,IREN,IREN Limited - Ordinary Shares,,38,47.18,,20,46.68,0.01071123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SMCI,Supermicro,Information Technology,39,41.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FFIV,"F5, Inc.",Information Technology,40,438.390015,,42,432.029999,0.01472124,,,,13,423.589996,,,,,,,,9,411.709991,,,,,10,404.630005,,,,,,,,,,,,,,13,407.130005,,,,,7,410.220001,,,,,,,,,,
41,RGTI,RIGETTI COMPUTING,Information Technology,41,16.315001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,HTFL,HEARTFLOW,Health Care,42,50.59,,15,50.75,-0.00315271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,VRSN,Verisign,Information Technology,43,305.475006,,30,303.119995,0.00776924,,,,28,298.459991,,,,,12,298.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,290.785004,
44,BORR,BORR DRILLING,Energy,44,4.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,KE,KIMBALL ELECTRONICS INC,Information Technology,45,25.08,,,,,,,,,,,,,,,,,,,,28,24.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CVEO,CIVEO CORP,Industrials,46,34.189999,,,,,,,,,,,,,,,,,,,,,,,36,33.994999,,,,,10,34.09,,,,,,,,,,,,,,,,,,,,,,,,,
47,ARQT,ARCUTIS BIOTHERAPEUTICS,Health Care,47,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,JNJ,Johnson & Johnson,Health Care,48,271.859985,,17,269.98999,0.00692616,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,275.339996,,,,,,,,,,,,,,,,,,,,,,
49,TBCH,TURTLE BEACH,Information Technology,49,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MU,Micron Technology,Information Technology,50,1036.557495,,16,1015.799988,0.02043464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
