current_rank,ticker,name,sector,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
11,ALMU,AELUMA INC,Information Technology,11,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,12,38.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AMR,ALPHA METALLURGICAL RESOURCE,Materials,13,159.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ISBA,ISABELLA BANK CORP,Financials,14,42.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FRST,PRIMIS FINANCIAL CORP,Financials,15,16.795,,29,16.59,0.01235684,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,16.040001,,,,,,,,,,,,,,,,
16,JBSS,JOHN B SANFILIPPO AND SON,Consumer Staples,16,85.839996,,25,84.599998,0.01465719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,FCAP,FIRST CAPITAL INC,Financials,17,66.0,,45,65.800003,0.00303947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,FRBA,FIRST BANK,Financials,18,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,17.98,,,,,,,
19,COLB,"Columbia Banking System, Inc. - Common Stock",,19,32.43,,41,32.25,0.00558140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PSKY,Paramount Skydance Corporation,Communication Services,20,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,KRUS,KURA SUSHI USA,Consumer Discretionary,21,52.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MRVL,Marvell Technology,Information Technology,22,228.039993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,KYTX,KYVERNA THERAPEUTICS,Health Care,23,8.1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,24,189.789993,,,,,,,,,,,,,,46,188.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PNRG,PRIMEENERGY RESOURCES CORP,Energy,25,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,193.395004,
26,SPRB,SPRUCE BIOSCIENCES,Health Care,26,49.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,VAL,VALARIS LTD,Energy,27,85.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,POET,POET Technologies Inc. - Common Shares,,28,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,SNY,Sanofi - American Depositary Shares,,29,43.974998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,44.849998,,,,,,,,,,,,,,,,
30,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,30,26.68,,15,26.6,0.00300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,31,18.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CBIO,CRESCENT BIOPHARMA,Health Care,32,16.73,,42,16.43,0.01825928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,33,34.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,34,64.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,WFRD,Weatherford International plc - Ordinary shares,,35,92.629997,,40,92.699997,-0.00075512,,,,,,,,,,41,88.959999,,25,87.529999,0.01633726,26,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,RILY,BRC GROUP HOLDINGS INC,Financials,36,7.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CMTV,COMMUNITY BANCORP VT,Financials,37,40.490002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,NAT,NORDIC AMERICAN TANKERS LTD,Energy,38,6.6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AAOI,"Applied Optoelectronics, Inc. - Common Stock",,39,138.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FOR,FORESTAR GROUP INC,Real Estate,40,29.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,EIKN,EIKON THERAPEUTICS INC,Health Care,41,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Z,"Zillow Group, Inc. - Class C Capital Stock",,42,34.224998,,,,,,,,,,,,,,,,,17,36.099998,,,,,,,,7,34.060001,,,,,25,34.0,,,,,,,,,,,,,,,,
43,DHT,DHT HOLDINGS,Energy,43,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,INTC,Intel,Information Technology,44,105.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,WMT,Walmart,Consumer Staples,45,115.257401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PKBK,PARKE BANCORP INC,Financials,46,35.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,NFLX,Netflix,Communication Services,47,76.714996,,,,,,,,43,76.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,DK,DELEK US HOLDINGS INC,Energy,48,67.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,TRNS,TRANSCAT,Industrials,49,95.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,50,49.400002,,,,,2,49.560001,,7,49.889999,-0.00661451,,,,,,,,,,,,,,,,,,,,,,,,,46,50.419998,,41,49.900002,0.01042076,,,,,,,,,
