current_rank,ticker,name,sector,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
16,VAL,VALARIS LTD,Energy,16,85.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CNNE,CANNAE HOLDINGS INC,Financials,17,15.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MRVL,Marvell Technology,Information Technology,18,228.039993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,JBSS,JOHN B SANFILIPPO AND SON,Consumer Staples,19,85.839996,,19,84.599998,0.01465719,,,,,,,,,,,,,,,,,,,44,84.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AVBH,AVIDBANK HOLDINGS INC,Financials,20,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PNRG,PRIMEENERGY RESOURCES CORP,Energy,21,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,193.395004,,8,189.860001,0.01861900,,,,,,
22,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,22,26.68,,5,26.6,0.00300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,23,18.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CBIO,CRESCENT BIOPHARMA,Health Care,24,16.73,,30,16.43,0.01825928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SMTC,Semtech Corporation - Common Stock,,25,136.570007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SPRB,SPRUCE BIOSCIENCES,Health Care,26,49.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AAOI,"Applied Optoelectronics, Inc. - Common Stock",,27,138.320007,,,,,39,134.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,DHT,DHT HOLDINGS,Energy,28,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,FRBA,FIRST BANK,Financials,29,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17.98,,,,,,,,,,,,,,,,
30,WMT,Walmart,Consumer Staples,30,115.257401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NFLX,Netflix,Communication Services,31,76.714996,,,,,,,,23,76.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,WFRD,Weatherford International plc - Ordinary shares,,32,92.629997,,20,92.699997,-0.00075512,22,94.43,-0.01832048,46,92.900002,0.01646930,,,,23,88.959999,,12,87.529999,0.01633726,12,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SAM,BOSTON BEER CLASS A,Consumer Staples,33,183.880005,,21,183.940002,-0.00032618,,,,,,,,,,,,,,,,,,,,,,,,,37,185.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FCAP,FIRST CAPITAL INC,Financials,34,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,QBTS,D WAVE QUANTUM,Information Technology,35,21.0,,27,20.74,0.01253616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BELFA,BEL FUSE CLASS A,Information Technology,36,243.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TRNS,TRANSCAT,Industrials,37,95.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ZG,"Zillow Group, Inc. - Class A Common Stock",,38,34.439999,,,,,,,,,,,,,,,,,,,,,,,,,,25,34.689999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,39,38.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,40,49.400002,,,,,1,49.560001,,6,49.889999,-0.00661451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LARK,LANDMARK BANCORP INC,Financials,41,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,POET,POET Technologies Inc. - Common Shares,,42,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",,43,316.695007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RYZ,RYERSON HOLDING,Materials,44,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CEG,Constellation Energy,Utilities,45,277.788696,,,,,21,278.359985,,44,270.429993,0.02932364,,,,,,,,,,40,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,BIIB,Biogen,Health Care,46,210.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,209.229996,,,,,,,,,,,,,,,,,,,,,,,,,
47,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,47,34.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,34.59,,,,,,,
48,ELMT,ELMET GROUP,Industrials,48,17.655001,,,,,42,16.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SWKS,Skyworks Solutions,Information Technology,49,69.650002,,26,69.68,-0.00043051,,,,,,,,,,18,66.839996,,45,66.989998,-0.00223917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,DK,DELEK US HOLDINGS INC,Energy,50,67.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
