current_rank,ticker,name,sector,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
40,MTX,MINERALS TECHNOLOGIES,Materials,40,76.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,WFRD,Weatherford International plc - Ordinary shares,,41,88.239998,,40,89.419998,-0.01319615,,,,39,87.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CZR,"Caesars Entertainment, Inc. - Common Stock",,42,30.055,,45,30.120001,-0.00215807,,,,,,,,,,,,,,,,,,,,,,,,,46,29.940001,,,,,,,,,,
43,ALGT,ALLEGIANT TRAVEL,Industrials,43,105.060097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,FLYW,FLYWIRE,Financials,44,18.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LNN,LINDSAY,Industrials,45,116.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TFIN,TRIUMPH FINANCIAL,Financials,46,79.169998,,26,79.940002,-0.00963227,,,,,,,,,,,,,,,,,,,,,,,,,37,81.620003,,,,,,,,,,
47,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,47,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,HUBB,Hubbell Incorporated,Industrials,48,510.76001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,OTTR,OTTER TAIL,Utilities,49,92.150002,,10,92.82,-0.00721825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,RL,Ralph Lauren Corporation,Consumer Discretionary,50,392.230011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
