current_rank,ticker,name,sector,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,RKLB,Rocket Lab Corporation - Common Stock,,1,81.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CIEN,Ciena,Information Technology,2,456.960907,,31,432.0,0.05777988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NNE,NANO NUCLEAR ENERGY,Industrials,3,19.42,,33,19.01,0.02156760,48,19.379999,-0.01909180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,COLB,"Columbia Banking System, Inc. - Common Stock",,4,32.43,,43,32.25,0.00558140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,FLY,FIREFLY AEROSPACE,Industrials,5,26.43,,13,26.540001,-0.00414472,11,26.360001,0.00682853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,6,26.860001,,,,,,,,,,,,,,13,26.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MRVL,Marvell Technology,Information Technology,7,228.039993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,OVLY,OAK VALLEY BANCORP,Financials,8,33.764999,,38,33.689999,0.00222618,,,,,,,,,,,,,,,,,,,46,33.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,9,189.789993,,,,,,,,,,,,,,35,188.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,KRUS,KURA SUSHI USA,Consumer Discretionary,10,52.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FRST,PRIMIS FINANCIAL CORP,Financials,11,16.795,,36,16.59,0.01235684,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16.040001,,,,,,,,,,,,,,,,,,,,,,,,,
12,AMR,ALPHA METALLURGICAL RESOURCE,Materials,12,159.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,13,64.349998,,39,64.160004,0.00296125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CMTV,COMMUNITY BANCORP VT,Financials,14,40.490002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,UNP,Union Pacific Corporation,Industrials,15,297.355011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,IREN,IREN Limited - Ordinary Shares,,16,45.514999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,USAR,USA RARE EARTH CLASS A,Materials,17,18.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,FRBA,FIRST BANK,Financials,18,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17.98,,,,,,,,,,,,,,,,
19,SPRB,SPRUCE BIOSCIENCES,Health Care,19,49.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,20,38.830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,KYTX,KYVERNA THERAPEUTICS,Health Care,21,8.1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ALMU,AELUMA INC,Information Technology,22,17.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,RILY,BRC GROUP HOLDINGS INC,Financials,23,7.525,,29,7.55,-0.00331126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,JBSS,JOHN B SANFILIPPO AND SON,Consumer Staples,24,85.839996,,20,84.599998,0.01465719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,NAT,NORDIC AMERICAN TANKERS LTD,Energy,25,6.6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,POET,POET Technologies Inc. - Common Shares,,26,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,27,26.68,,3,26.6,0.00300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,STX,Seagate Technology,Information Technology,28,916.994995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CBIO,CRESCENT BIOPHARMA,Health Care,29,16.73,,42,16.43,0.01825928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,INTC,Intel,Information Technology,30,105.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PSKY,Paramount Skydance Corporation,Communication Services,31,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,TRST,TRUSTCO BANK CORP,Financials,32,57.189999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,56.450001,,,,,,,,28,55.439999,,,,
33,BIIB,Biogen,Health Care,33,210.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,209.229996,,,,,,,,,,,,,,,,,,,,,,,,,
34,Z,"Zillow Group, Inc. - Class C Capital Stock",,34,34.224998,,,,,,,,,,,,,,,,,,,,,,,,,,22,34.060001,,,,,38,34.0,,,,,,,,,,,,,,,,,,,,48,33.029999,,,,
35,CNNE,CANNAE HOLDINGS INC,Financials,35,15.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,INDB,INDEPENDENT BANK CORP,Financials,36,85.663498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,37,18.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,GSIT,GSI TECHNOLOGY INC,Information Technology,38,6.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SNY,Sanofi - American Depositary Shares,,39,43.974998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,40,24.84,,,,,,,,,,,,,,,,,46,25.18,,41,25.09,0.00358709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,41,27.049999,,2,26.959999,0.00333828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CNOB,CONNECTONE BANCORP,Financials,42,33.494999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,43,66.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
