rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,GILD,Gilead Sciences,Health Care,92.95,优先Call候选,150.559998,62.71,1.64,0.01922554,0.04730108,0.02084956,82.9,63.92,88.8,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,缠论K线：杯柄/上升三角突破: 近0日放量突破整理高点；箱体宽 14.5%；量能 0.5x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 63.5；extension 1.7ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 新金叉
2,FTNT,Fortinet,Information Technology,92.46,优先Call候选,167.270004,54.78,0.92,-0.02597096,0.07565672,0.09020408,65.2,64.26,83.8,80.0,68.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近1日放量突破整理高点；箱体宽 13.2%；量能 1.3x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 55.2；extension 0.7ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
3,XMTR,XOMETRY CLASS A,Industrials,92.13,优先Call候选,96.410004,62.41,0.39,0.03388744,0.11482424,0.15641119,90.4,60.39,90.2,81.12,30.0,100.0,fresh_bullish_cross,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -15.4%；低点后抬升 19.4%；10日反转 3.5%；处于60日中上修复区；近期量能抬升 1.4x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 60.0；extension 1.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA9/26 新多头交叉；MACD 保持多头
4,QCOM,Qualcomm,Information Technology,91.96,优先Call候选,182.815002,55.66,0.77,-0.01095539,-0.01218461,0.12605479,65.2,73.87,64.9,80.0,68.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -34.7%；低点后抬升 23.3%；10日反转 7.9%；处于60日中上修复区；近期量能抬升 1.1x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 58.6；extension 0.9ATR；4H确认：EMA26 贴近 EMA50 且斜率向上；4H突破/第三买点确认；MACD 保持多头
5,ARQT,ARCUTIS BIOTHERAPEUTICS,Health Care,91.95,优先Call候选,25.965,59.01,0.4,-0.00745413,0.08913591,-0.02111216,87.7,72.06,55.1,81.12,30.0,100.0,early_transition,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -13.5%；低点后抬升 22.7%；10日反转 10.1%；处于60日中上修复区；近期量能抬升 1.9x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 56.9；extension 1.0ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 早期转强；MACD 保持多头
6,TENB,TENABLE HOLDINGS,Information Technology,91.62,优先Call候选,35.18,50.42,0.13,-0.03325087,0.14443722,0.01033889,65.2,47.3,62.8,66.8,30.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -14.8%；低点后抬升 33.7%；10日反转 2.1%；处于60日中上修复区；近期量能抬升 1.6x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 50.5；extension 0.1ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
7,EWTX,EDGEWISE THERAPEUTICS,Health Care,90.71,优先Call候选,46.049999,59.6,0.32,0.01297844,0.04350777,-0.00313889,75.1,61.07,81.1,81.12,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -18.2%；低点后抬升 39.7%；10日反转 9.7%；处于60日中上修复区；近期量能抬升 1.3x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 59.0；extension 1.1ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
8,FFIV,"F5, Inc.",Information Technology,89.82,优先Call候选,426.980011,61.23,0.38,0.00762244,0.03552985,0.09882141,75.1,72.62,100.0,80.0,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近1日放量突破整理高点；箱体宽 12.2%；量能 1.1x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 59.1；extension 1.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
9,ISRG,Intuitive Surgical,Health Care,89.81,优先Call候选,391.695007,67.36,1.07,0.02444096,0.06561925,-0.02097050,65.2,72.9,81.1,81.12,100.0,100.0,mixed_sideways,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -23.3%；低点后抬升 17.2%；10日反转 5.2%；处于60日中上修复区；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 59.1；extension 1.1ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；MACD 保持多头
10,GOOG,Alphabet Inc. (Class C),Communication Services,89.41,优先Call候选,346.429993,60.14,1.79,0.02092360,0.02591211,0.01589391,87.7,56.75,88.8,80.0,100.0,100.0,early_transition,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -14.2%；低点后抬升 9.6%；10日反转 2.9%；处于60日中上修复区；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 56.9；extension 1.0ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 早期转强；MACD 保持多头
11,GOOGL,Alphabet Inc. (Class A),Communication Services,89.29,优先Call候选,350.390015,60.61,1.71,0.02199215,0.02835090,0.01838319,87.7,71.42,88.8,81.12,100.0,100.0,early_transition,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -14.9%；低点后抬升 11.1%；10日反转 3.0%；处于60日中上修复区；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 57.2；extension 1.1ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 早期转强；MACD 保持多头
12,VRSN,Verisign,Information Technology,89.03,优先Call候选,301.309998,61.17,0.42,0.00941373,0.03283854,0.08923632,75.1,64.25,100.0,80.0,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：杯柄/上升三角突破: 近0日放量突破整理高点；箱体宽 13.4%；量能 0.1x；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 61.8；extension 1.4ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
13,EBAY,eBay Inc.,Consumer Discretionary,89.0,优先Call候选,112.440002,66.37,0.53,0.02910489,0.04951696,0.08334137,75.1,73.99,100.0,81.12,30.0,100.0,confirmed_bullish_trend,bullish_above_signal,缠论K线：W底/圆弧底/头肩底修复: 前期回撤 -14.0%；低点后抬升 11.7%；10日反转 6.5%；处于60日中上修复区；趋势确认：日线EMA9/26/50转顺；MACD水上/柱体改善；RSI可交易区 62.0；extension 1.5ATR；4H确认：4H三线翻转确认；4H突破/第三买点确认；EMA 多头延续；MACD 保持多头
