current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,RL,Ralph Lauren Corporation,Consumer Discretionary,1,400.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MUX,MCEWEN INC,Materials,2,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,OFLX,OMEGA FLEX INC,Industrials,3,30.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MOS,Mosaic Company (The),Materials,4,23.4,,2,23.42,-0.00085397,,,,,,,,,,22,22.77,,,,,31,23.07,,,,,,,,,,,,,,,,,,,,,,
5,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,5,237.259995,,23,241.490005,-0.01751629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,FPI,FARMLAND PARTNERS INC,Real Estate,6,10.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,7,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,8,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CXW,CORECIVIC REIT,Industrials,9,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MMI,MARCUS & MILLICHAP INC,Real Estate,10,31.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,11,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PNRG,PRIMEENERGY RESOURCES CORP,Energy,12,188.149994,,32,186.690002,0.00782041,,,,,,,,,,,,,,,,,,,,,,,,,28,190.240005,,5,193.395004,-0.01631376,4,189.860001,0.01861900,,,,,,
13,WFRD,Weatherford International plc - Ordinary shares,,13,90.559998,,6,87.529999,0.03461669,17,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,14,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,OLED,Universal Display Corporation - Common Stock,,15,85.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AMGN,Amgen,Health Care,16,403.109985,,22,407.829987,-0.01157345,,,,,,,,,,40,387.640015,,,,,,,,,,,,,,,,,41,366.049988,,,,,34,364.170013,,,,
17,LEU,CENTRUS ENERGY CLASS A,Energy,17,182.960007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,18,62.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CSIQ,CANADIAN SOLAR,Information Technology,19,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PFE,Pfizer,Health Care,20,25.93,,18,25.795,0.00523357,,,,,,,,,,,,,,,,5,25.26,,,,,,,,,,,,,,,,,,,,,,
21,PWR,Quanta Services,Industrials,21,682.252991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,OIS,OIL STATES INTERNATIONAL,Energy,22,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8.72,,20,8.58,0.01631702,,,,31,8.43,
23,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,23,261.570007,,49,261.570007,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LTBR,LIGHTBRIDGE CORP,Energy,24,9.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SYM,Symbotic Inc. - Class A Common Stock,,25,46.52,,48,46.52,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TRMB,Trimble Inc.,Information Technology,26,58.595001,,44,58.580002,0.00025604,,,,,,,,,,,,,,,,,,,4,55.77,,,,,,,,,,,,,,14,53.209999,,,,
27,PAL,PROFICIENT AUTO LOGISTICS INC,Industrials,27,7.08,,33,7.04,0.00568182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,OPCH,OPTION CARE HEALTH INC,Health Care,28,23.405001,,,,,29,23.690001,,,,,21,23.030001,,26,22.459999,0.02537854,,,,7,22.48,,,,,,,,,,,,,,,,,,,,,,
29,PDYN,PALLADYNE AI CORP,Industrials,29,5.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ORLY,O’Reilly Automotive,Consumer Discretionary,30,93.309998,,,,,,,,,,,,,,,,,,,,35,91.169998,,,,,,,,,,,,,,,,,,,,,,
31,VGNT,VERSIGENT PLC,Consumer Discretionary,31,45.029999,,,,,,,,,,,,,,,,,16,42.990002,,,,,,,,,,,,,,,,,,,,,,,,,
32,CMCSA,Comcast,Communication Services,32,25.023199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LULU,Lululemon Athletica,Consumer Discretionary,33,124.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,HWM,Howmet Aerospace,Industrials,34,290.380005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FENC,FENNEC PHARMACEUTICALS,Health Care,35,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BKE,BUCKLE,Consumer Discretionary,36,45.82,,,,,,,,,,,8,43.73,,9,44.009998,-0.00636215,4,45.009998,-0.02221729,,,,,,,,,,,,,,,,,,,,,,,,
37,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,37,53.540001,,7,52.970001,0.01076081,,,,24,51.91,,,,,,,,38,52.18,,,,,,,,,,,,,,,,,,,,7,50.439999,,15,49.919998,0.01041669
38,TAP,Molson Coors Beverage Company,Consumer Staples,38,43.029999,,,,,,,,,,,,,,,,,9,42.759998,,10,42.5,0.00611760,,,,,,,,,,,,,,,,,,,,,
39,LCII,LCI INDUSTRIES,Consumer Discretionary,39,106.605003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MOV,MOVADO GROUP INC,Consumer Discretionary,40,38.924999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,41,7.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CENT,CENTRAL GARDEN AND PET,Consumer Staples,42,44.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
