current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,1,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CXW,CORECIVIC REIT,Industrials,2,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MUX,MCEWEN INC,Materials,3,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OFLX,OMEGA FLEX INC,Industrials,4,30.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,RL,Ralph Lauren Corporation,Consumer Discretionary,5,400.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,6,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,7,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,EXEL,"Exelixis, Inc. - Common Stock",,8,56.700001,,6,56.700001,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MMI,MARCUS & MILLICHAP INC,Real Estate,9,31.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MOS,Mosaic Company (The),Materials,10,23.4,,12,23.42,-0.00085397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FA,FIRST ADVANTAGE,Industrials,11,22.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WTTR,SELECT WATER SOLUTIONS CLASS A,Energy,12,20.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,13,7.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,OXY,Occidental Petroleum,Energy,14,56.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,55.205002,,,,
15,YORW,YORK WATER,Utilities,15,31.620001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,,16,144.240005,,39,144.240005,0.00000000,,,,,,,,,,,,,,,,25,130.279999,,,,,,,,,,,,,,,,,,,,,,
17,FPI,FARMLAND PARTNERS INC,Real Estate,17,10.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PNRG,PRIMEENERGY RESOURCES CORP,Energy,18,188.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,193.395004,,23,189.860001,0.01861900,44,187.240005,0.01399271,,,
19,WFRD,Weatherford International plc - Ordinary shares,,19,90.559998,,33,87.529999,0.03461669,40,89.419998,-0.02113620,,,,39,87.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,20,15.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,OLED,Universal Display Corporation - Common Stock,,21,85.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,OEC,ORION SA,Materials,22,7.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,KEYS,Keysight Technologies,Information Technology,23,340.38501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,24,9.95,,,,,32,9.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LYTS,LSI INDUSTRIES INC,Industrials,25,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AVTX,AVALO THERAPEUTICS INC,Health Care,26,19.125,,,,,,,,,,,,,,,,,,,,,,,16,19.5,,,,,,,,,,,,,,,,,,,
27,TAP,Molson Coors Beverage Company,Consumer Staples,27,43.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
