current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,1,579.570007,,2,587.72998,-0.01388388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MOS,Mosaic Company (The),Materials,2,23.4,,3,23.42,-0.00085397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,CAI,"Caris Life Sciences, Inc. - Common Stock",,3,16.450001,,4,16.450001,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,4,41.759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PRM,PERIMETER SOLUTIONS,Materials,5,36.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CXW,CORECIVIC REIT,Industrials,6,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,HMH,HMH HOLDING INC CLASS A,Energy,7,19.379999,,13,20.620001,-0.06013588,,,,,,,32,20.790001,,12,20.120001,0.03330020,,,,,,,,,,,,,,,,44,21.049999,
8,GRBK,GREEN BRICK PARTNERS,Consumer Discretionary,8,71.974998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RBKB,RHINEBECK BANCORP INC,Financials,9,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,GILD,Gilead Sciences,Health Care,10,130.0,,1,131.759995,-0.01335758,1,135.25,-0.02580410,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RL,Ralph Lauren Corporation,Consumer Discretionary,11,400.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,386.859985,
12,DD,DuPont,Materials,12,146.220001,,16,147.229996,-0.00685998,2,142.880005,0.03044506,10,141.309998,0.01111037,,,,,,,,,,,,,,,,,,,,,,,,
