current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,NHP,NATIONAL HEALTHCARE PROPERTIES CLA,Real Estate,1,16.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MCY,MERCURY GENERAL,Financials,2,107.540001,,2,109.455002,-0.01749578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,EXEL,"Exelixis, Inc. - Common Stock",,3,56.700001,,10,56.700001,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AVTX,AVALO THERAPEUTICS INC,Health Care,4,19.125,,,,,,,,,,,,,,,,,,,,,,,24,19.5,,,,,,,,,,,,,,,,,,,
5,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,5,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,6,39.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CXW,CORECIVIC REIT,Industrials,7,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,32.174999,,,,,,,,,,
8,MMI,MARCUS & MILLICHAP INC,Real Estate,8,31.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MOS,Mosaic Company (The),Materials,9,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,VTS,VITESSE ENERGY INC,Energy,10,15.91,,46,15.795,0.00728079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
