current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,,11,261.570007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AVIR,ATEA PHARMACEUTICALS,Health Care,12,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,13,9.95,,,,,9,9.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,GDOT,GREEN DOT CLASS A,Financials,14,13.528,,13,13.475,0.00393321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CAI,"Caris Life Sciences, Inc. - Common Stock",,15,16.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,OIS,OIL STATES INTERNATIONAL,Energy,16,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,8.72,,,,,,,,,,
17,NL,NLI HOLDINGS INC,Industrials,17,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,APD,Air Products,Materials,18,298.665009,,,,,,,,,,,,,,7,300.200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ACLS,AXCELIS TECHNOLOGIES,Information Technology,19,139.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,VECO,VEECO INSTRUMENTS INC,Information Technology,20,54.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,21,579.570007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,22,7.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MCD,McDonald's,Consumer Discretionary,23,274.140015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CGEM,CULLINAN THERAPEUTICS,Health Care,24,17.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AZO,AutoZone,Consumer Discretionary,25,3062.709961,,34,3064.129883,-0.00046340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,GHM,GRAHAM CORP,Industrials,26,105.535004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,TRS,TRIMAS,Materials,27,41.380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ENTG,"Entegris, Inc. - Common Stock",,28,145.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MUX,MCEWEN INC,Materials,29,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,HSY,Hershey Company (The),Consumer Staples,30,180.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,RL,Ralph Lauren Corporation,Consumer Discretionary,31,400.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,OFLX,OMEGA FLEX INC,Industrials,32,30.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CL,Colgate-Palmolive,Consumer Staples,33,93.18,,8,93.25,-0.00075067,,,,,,,,,,,,,,,,39,92.709999,,,,,,,,,,,,,,,,,,,,,,
34,USGO,US GOLDMINING INC,Materials,34,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FPI,FARMLAND PARTNERS INC,Real Estate,35,10.015,,42,9.885,0.01315124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,OVLY,OAK VALLEY BANCORP,Financials,36,33.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IKT,INHIBIKASE THERAPEUTICS,Health Care,37,2.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2.23,,,,
38,AMBP,ARDAGH METAL PACKAGING SA,Materials,38,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4.705,,,,,,,,46,4.69,
39,TJX,TJX Companies,Consumer Discretionary,39,160.024994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,155.669998,,,,
40,VLTO,Veralto,Industrials,40,96.885002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,BNY,BNY Mellon,Financials,41,158.910004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,42,63.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,LQDA,LIQUIDIA,Health Care,43,89.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,OMC,Omnicom Group,Communication Services,44,82.400002,,12,81.705002,0.00850621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,FUNC,FIRST UNITED CORP,Financials,45,45.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PTGX,PROTAGONIST THERAPEUTICS,Health Care,46,145.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,DMRA,DAMORA THERAPEUTICS INC,Health Care,47,30.5,,30,30.83,-0.01070386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,48,4.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SANA,SANA BIOTECHNOLOGY INC,Health Care,49,3.5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CGON,CG ONCOLOGY,Health Care,50,74.550003,,5,72.419998,0.02941183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
