early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_prism_rank,signal,risk
1484,GWRS,GLOBAL WATER RESOURCES INC,NASDAQ+RUSSELL2000,Utilities,34.83,18.0,bearish_transition,26.35,bearish_proxy,53.2,45.89,0.0,2,442,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1485,STAA,STAAR SURGICAL,NASDAQ+RUSSELL2000,Health Care,34.62,38.0,mixed_sideways,26.35,bearish_proxy,34.39,42.13,0.0,2,1718,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1486,PSIX,POWER SOLUTIONS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,34.62,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.98,41.85,0.0,2,1734,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1487,LAKE,LAKELAND INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,34.51,35.0,mixed_sideways,25.0,bearish_proxy,38.25,41.9,0.0,2,1733,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1488,ARVN,ARVINAS INC,NASDAQ+RUSSELL2000,Health Care,34.47,18.0,bearish_transition,51.15,bullish_below_zero_proxy,33.33,41.92,0.0,2,1732,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1489,STEP,STEPSTONE GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,34.44,18.0,bearish_transition,49.8,bullish_below_zero_proxy,34.7,41.19,0.0,2,1767,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1490,BYRN,BYRNA TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,34.41,18.0,bearish_transition,21.35,fresh_bearish_cross_proxy,56.17,45.48,0.0,2,533,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1491,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,34.3,18.0,bearish_transition,26.35,bearish_proxy,52.03,44.66,0.0,2,790,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1492,RAMP,LIVERAMP HOLDINGS INC,RUSSELL2000,Information Technology,34.3,75.0,confirmed_bullish_trend,24.1,bearish_proxy,50.0,44.25,15.86,2,1356,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1493,OPRT,OPORTUN FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,34.25,18.0,bearish_transition,49.8,bullish_below_zero_proxy,43.21,42.89,3.0,2,1666,EMA: bearish_transition; MACD: bullish_below_zero_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
1494,CDXS,CODEXIS INC,NASDAQ+RUSSELL2000,Health Care,34.2,38.0,mixed_sideways,25.0,bearish_proxy,34.13,42.08,0.0,2,1721,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1495,QUBT,QUANTUM COMPUTING INC,NASDAQ+RUSSELL2000,Information Technology,33.98,38.0,mixed_sideways,26.35,bearish_proxy,32.91,40.83,0.0,2,1782,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1496,WALD,WALDENCAST PLC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,33.97,35.0,mixed_sideways,25.0,bearish_proxy,36.15,42.48,0.0,2,1698,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1497,TUSK,MAMMOTH ENERGY SERVICES INC,NASDAQ+RUSSELL2000,Energy,33.93,38.0,mixed_sideways,26.35,bearish_proxy,32.74,40.8,0.0,2,1783,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1498,BAND,BANDWIDTH INC CLASS A,NASDAQ+RUSSELL2000,Communication,33.88,38.0,mixed_sideways,25.0,bearish_proxy,33.62,40.97,0.0,2,1777,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1499,HUMA,HUMACYTE INC,NASDAQ+RUSSELL2000,Health Care,33.84,18.0,bearish_transition,26.35,bearish_proxy,50.2,45.29,0.0,2,573,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1500,CLMT,CALUMET INC,NASDAQ+RUSSELL2000,Energy,33.78,18.0,bearish_transition,26.35,bearish_proxy,50.46,44.34,0.0,2,831,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1501,AVA,AVISTA CORP,RUSSELL2000,Utilities,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,591,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1502,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,RUSSELL2000,Utilities,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,597,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1503,ENOV,ENOVIS CORP,RUSSELL2000,Health Care,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,612,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1504,OKLO,OKLO INC CLASS A,RUSSELL2000,Utilities,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,639,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1505,PHR,PHREESIA INC,RUSSELL2000,Health Care,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,644,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1506,SR,SPIRE INC,RUSSELL2000,Utilities,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,652,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1507,TPB,TURNING POINT BRANDS INC,RUSSELL2000,Consumer Staples,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,657,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1508,TXNM,TXNM ENERGY INC,RUSSELL2000,Utilities,33.77,18.0,bearish_transition,26.35,bearish_proxy,50.0,45.25,0.0,2,659,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1509,RRBI,RED RIVER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,33.68,18.0,bearish_transition,25.0,bearish_proxy,51.19,44.49,0.0,2,816,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1510,TBRG,TRUBRIDGE INC,NASDAQ+RUSSELL2000,Health Care,33.63,72.0,confirmed_bullish_trend,22.75,bearish_proxy,48.63,44.98,14.99,2,733,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1511,ACRE,ARES COMMERCIAL REAL ESTATE REIT C,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,854,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1512,ADNT,ADIENT PLC,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,856,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1513,AESI,ATLAS ENERGY SOLUTIONS INC,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,858,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1514,ALIT,ALIGHT INC CLASS A,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,870,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1515,AMPX,AMPRIUS TECHNOLOGIES INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,876,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1516,AMR,ALPHA METALLURGICAL RESOURCE INC,RUSSELL2000,Materials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,877,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1517,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,878,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1518,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,882,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1519,ARR,ARMOUR RESIDENTIAL REIT INC,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,889,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1520,ASIX,ADVANSIX INC,RUSSELL2000,Materials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,894,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1521,BBW,BUILD A BEAR WORKSHOP INC,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,912,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1522,BETA,BETA TECHNOLOGIES INC CLASS A,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,918,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1523,BKKT,BAKKT INC CLASS A,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,926,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1524,BTU,PEABODY ENERGY CORP,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,946,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1525,CMRE,COSTAMARE INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,981,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1526,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1000,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1527,CSR,CENTERSPACE,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1003,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1528,CVSA,COVISTA INC,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1018,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1529,DBI,DESIGNER BRANDS INC CLASS A,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1026,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1530,DOUG,DOUGLAS ELLIMAN INC,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1044,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1531,EVEX,EVE HOLDING INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1069,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1532,EVI,EVI INDUSTRIES INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1070,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1533,FN,FABRINET,RUSSELL2000,Information Technology,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1086,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1534,FUBO,FUBOTV INC CLASS A,RUSSELL2000,Communication,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1093,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1535,GETY,GETTY IMAGES HOLDINGS INC CLASS A,RUSSELL2000,Communication,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1109,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1536,GNL,GLOBAL NET LEASE INC,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1115,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1537,GRNT,GRANITE RIDGE RESOURCES INC,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1125,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1538,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1130,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1539,HSHP,HIMALAYA SHIPPING LTD,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1149,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1540,IBTA,IBOTTA INC CLASS A,RUSSELL2000,Communication,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1157,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1541,IRT,INDEPENDENCE REALTY INC,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1170,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1542,JOBY,JOBY AVIATION INC CLASS A,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1178,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1543,KAI,KADANT INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1181,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1544,KOS,KOSMOS ENERGY LTD,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1193,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1545,LAW,CS DISCO INC,RUSSELL2000,Information Technology,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1203,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1546,LBRT,LIBERTY ENERGY INC CLASS A,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1204,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1547,LCII,LCI INDUSTRIES,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1206,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1548,LRN,STRIDE INC,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1217,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1549,LUMN,LUMEN TECHNOLOGIES INC,RUSSELL2000,Communication,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1220,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1550,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1224,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1551,MGY,MAGNOLIA OIL GAS CORP CLASS A,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1243,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1552,MH,MCGRAW HILL INC,RUSSELL2000,Consumer Discretionary,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1244,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1553,MIAX,MIAMI INTERNATIONAL HOLDINGS INC,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1246,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1554,MUR,MURPHY OIL CORP,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1263,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1555,NBR,NABORS INDUSTRIES LTD,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1270,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1556,NL,NLI HOLDINGS INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1278,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1557,NOG,NORTHERN OIL AND GAS INC,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1282,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1558,NPWR,NET POWER INC CLASS A,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1287,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1559,NTST,NETSTREIT CORP,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1292,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1560,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1297,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1561,PBF,PBF ENERGY INC CLASS A,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1323,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1562,PSFE,PAYSAFE LTD,RUSSELL2000,Financials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1349,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1563,QTWO,Q2 HOLDINGS INC,RUSSELL2000,Information Technology,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1354,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1564,RNGR,RANGER ENERGY SERVICES INC CLASS A,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1372,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1565,SDRL,SEADRILL LTD,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1391,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1566,SFL,SFL LTD,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1395,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1567,SLND,SOUTHLAND HOLDINGS INC,RUSSELL2000,Industrials,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1408,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1568,SM,SM ENERGY,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1411,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1569,SMC,SUMMIT MIDSTREAM CORP,RUSSELL2000,Energy,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1414,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1570,TRC,TEJON RANCH,RUSSELL2000,Real Estate,33.62,18.0,bearish_transition,26.35,bearish_proxy,50.0,44.25,0.0,2,1453,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
