ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
CLPT,CLEARPOINT NEURO INC,NASDAQ+RUSSELL2000,Health Care,,0.0,16.809999465942383,0.0,0.0,0.0,0.0,0.0,1.0,51.03323713475796,1.5584867526073718,8.026684792125494,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
OSUR,ORASURE TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,,0.0,4.46999979019165,0.0,0.0,0.0,0.0,0.0,1.0,48.50497688884347,0.060147205925713765,4.969637403955749,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
REPL,REPLIMUNE GROUP INC,NASDAQ+RUSSELL2000,Health Care,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,99.60078928443212,-0.6954193479422768,11.9835707119533,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TNGX,TANGO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,32.290000915527344,0.0,0.0,0.0,0.0,0.0,1.0,56.51964240956111,0.4152009093251068,8.918506015198368,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TWST,TWIST BIOSCIENCE CORP,NASDAQ+RUSSELL2000,Health Care,,0.0,82.87000274658203,0.0,0.0,0.0,0.0,0.0,1.0,66.43904644062472,0.5983605226321276,6.4748563854547445,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TXG,10X GENOMICS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,,0.0,32.130001068115234,0.0,0.0,0.0,0.0,0.0,1.0,49.79020944198895,0.22564270421386445,7.493664771959691,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
SLP,SIMULATIONS PLUS INC,NASDAQ+RUSSELL2000,Health Care,,0.0,18.25,0.0,0.0,0.0,0.0,0.0,1.0,32.43831896697,1.1493285960604003,5.021526015667999,,54.87,35.0,30.0,70,98.12,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,,0.0,16.280000686645508,0.0,0.0,0.0,0.0,0.0,1.0,36.57718609434046,0.3169245079076677,3.4187436126376607,,54.54,35.0,30.0,70,96.43,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
ALNT,ALLIENT INC,NASDAQ+RUSSELL2000,Industrials,,0.0,93.69000244140625,0.0,0.0,0.0,0.0,0.0,1.0,53.766620666580934,0.2743672328627902,6.086943988242475,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
APPS,DIGITAL TURBINE INC,NASDAQ+RUSSELL2000,Information Technology,,0.0,8.619999885559082,0.0,0.0,0.0,0.0,0.0,1.0,112.83949332345595,0.22337970709733668,11.683790736920466,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
ATEX,ANTERIX INC,NASDAQ+RUSSELL2000,Communication,,0.0,79.16000366210938,0.0,0.0,0.0,0.0,0.0,1.0,43.97963681556174,1.1557576099847515,7.414277742331572,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
BBCP,CONCRETE PUMPING HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,,0.0,10.979999542236328,0.0,0.0,0.0,0.0,0.0,1.0,50.41094870342755,0.3580990296093556,6.96396099846603,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
CBRL,CRACKER BARREL OLD COUNTRY STORE I,NASDAQ+RUSSELL2000,Consumer Discretionary,,0.0,43.880001068115234,0.0,0.0,0.0,0.0,0.0,1.0,49.65894108062099,0.29025238990440383,6.464056892688716,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
COHU,COHU INC,NASDAQ+RUSSELL2000,Information Technology,,0.0,65.44999694824219,0.0,0.0,0.0,0.0,0.0,1.0,48.07691361652713,0.06796393489392472,6.875476951667155,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,NASDAQ+RUSSELL2000,Information Technology,,0.0,249.3300018310547,0.0,0.0,0.0,0.0,0.0,1.0,59.550774310046826,0.16605242317920776,11.086569661261809,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
FRD,FRIEDMAN INDUSTRIES INC,NASDAQ+RUSSELL2000,Materials,,0.0,36.06999969482422,0.0,0.0,0.0,0.0,0.0,1.0,76.55408299571178,2.81675255480828,5.368529235290753,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
