current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AVGO,Broadcom,Information Technology,1,396.809998,,,,,,,,,,
2,AMD,Advanced Micro Devices,Information Technology,2,552.330017,,,,,,,,,,
3,STLD,Steel Dynamics,Materials,3,238.639999,,,,,,,,,,
4,MPWR,Monolithic Power Systems,Information Technology,4,1398.449951,,,,,,,,,,
5,LITE,Lumentum,Information Technology,5,829.700012,,35,837.559998,-0.00938439,,,,,,
6,STX,Seagate Technology,Information Technology,6,908.099976,,,,,,,,,,
7,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,7,249.529999,,36,250.910004,-0.00550000,,,,,,
8,VSAT,VIASAT INC,Information Technology,8,74.370003,,,,,,,,,,
9,ICHR,ICHOR HOLDINGS LTD,Information Technology,9,95.330002,,,,,,,,,,
10,ONDS,ONDAS INC,Information Technology,10,8.0,,,,,,,,,,
11,BELFB,BEL FUSE INC CLASS B,Information Technology,11,282.059998,,,,,,,,,,
12,HUT,HUT CORP,Information Technology,12,109.860001,,,,,,,,,,
13,CIFR,CIPHER DIGITAL INC,Information Technology,13,24.459999,,,,,,,,,,
14,GM,General Motors,Consumer Discretionary,14,82.129997,,11,79.510002,0.03295177,,,,,,
15,DUK,Duke Energy,Utilities,15,127.919998,,,,,,,,,,
16,DGX,Quest Diagnostics,Health Care,16,209.990005,,,,,22,207.690002,,,,
17,SWK,Stanley Black & Decker,Industrials,17,89.269997,,,,,,,,,,
18,HPE,Hewlett Packard Enterprise,Information Technology,18,48.149899,,,,,,,,,,
19,FDX,FedEx,Industrials,19,320.980011,,,,,,,,,,
20,TPR,"Tapestry, Inc.",Consumer Discretionary,20,143.667007,,,,,,,,,,
21,DD,DuPont,Materials,21,139.649994,,10,138.820007,0.00597887,,,,,,
22,FCX,Freeport-McMoRan,Materials,22,64.989998,,,,,,,,,,
23,ESLT,Elbit Systems Ltd. - Ordinary Shares,,23,792.690002,,,,,,,,,,
24,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,24,184.360001,,,,,,,,,,
25,CZR,"Caesars Entertainment, Inc. - Common Stock",,25,29.940001,,46,30.030001,-0.00299700,,,,,,
26,GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",,26,53.240002,,,,,,,,,,
27,BRKR,Bruker Corporation - Common Stock,,27,59.740002,,,,,,,,,,
28,AUR,"Aurora Innovation, Inc.  - Class A Common Stock",,28,6.61,,,,,,,,,,
29,QRVO,"Qorvo, Inc. - Common Stock",,29,89.480003,,,,,,,,,,
30,CAR,"Avis Budget Group, Inc. - Common Stock",,30,164.360001,,,,,,,,,,
31,CAMT,Camtek Ltd. - Ordinary Shares,,31,156.789993,,37,156.149994,0.00409862,,,,,,
32,IESC,"IES Holdings, Inc. - Common Stock",,32,674.200012,,,,,,,,,,
33,CBRS,Cerebras Systems Inc. - Class A Common Stock,,33,209.800003,,,,,,,,,,
34,GWRS,GLOBAL WATER RESOURCES INC,Utilities,34,7.16,,,,,,,,,,
35,IPI,INTREPID POTASH INC,Materials,35,34.82,,,,,,,,,,
36,BKV,BKV CORP,Energy,36,26.530001,,,,,,,,,,
37,SRI,STONERIDGE INC,Consumer Discretionary,37,7.39,,26,7.37,0.00271370,,,,,,
38,RELL,RICHARDSON ELECTRONICS LTD,Information Technology,38,18.01,,,,,,,,,,
39,AURA,AURA BIOSCIENCES INC,Health Care,39,7.01,,,,,,,,,,
40,FLR,FLUOR CORP,Industrials,40,51.580002,,,,,,,,,,
41,GNE,GENIE ENERGY LTD CLASS B,Utilities,41,14.53,,,,,,,,,,
42,MLAB,MESA LABORATORIES INC,Health Care,42,98.57,,,,,,,,,,
43,CODI,COMPASS DIVERSIFIED,Financials,43,10.34,,,,,,,,,,
44,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,44,26.184999,,,,,,,,,,
45,BTU,PEABODY ENERGY CORP,Energy,45,23.870001,,,,,,,,,,
46,CRC,CALIFORNIA RESOURCES CORP,Energy,46,53.84,,,,,,,,,,
47,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,47,9.13,,40,9.2,-0.00760870,,,,,,
48,MRX,MAREX GROUP LTD,Financials,48,65.849998,,,,,,,,,,
49,MGEE,MGE ENERGY INC,Utilities,49,82.989998,,,,,,,,,,
50,ARKO,ARKO,Consumer Discretionary,50,8.18,,,,,,,,,,
