current_rank,ticker,name,sector,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,GWRS,GLOBAL WATER RESOURCES INC,Utilities,1,7.16,,,,,,,,,,
2,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,2,9.13,,2,9.2,-0.00760870,,,,,,
3,MGEE,MGE ENERGY INC,Utilities,3,82.989998,,,,,,,,,,
4,SWK,Stanley Black & Decker,Industrials,4,89.269997,,,,,,,,47,90.169998,
5,CZR,"Caesars Entertainment, Inc. - Common Stock",,5,29.940001,,,,,,,,,,
6,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,6,23.08,,,,,,,,,,
7,RCUS,ARCUS BIOSCIENCES INC,Health Care,7,29.98,,,,,,,,,,
8,FDX,FedEx,Industrials,8,320.980011,,,,,,,,,,
9,CME,CME Group,Financials,9,249.240005,,,,,47,245.110001,,,,
10,DGX,Quest Diagnostics,Health Care,10,209.990005,,,,,,,,,,
11,HPE,Hewlett Packard Enterprise,Information Technology,11,48.149899,,,,,,,,,,
12,BRKR,Bruker Corporation - Common Stock,,12,59.740002,,,,,,,,,,
13,ARKO,ARKO,Consumer Discretionary,13,8.18,,,,,,,,,,
14,GATX,GATX CORP,Industrials,14,180.330002,,,,,,,,,,
15,BRBR,BELLRING BRANDS INC,Consumer Staples,15,12.74,,,,,,,,,,
16,AURA,AURA BIOSCIENCES INC,Health Care,16,7.01,,,,,,,,,,
17,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,17,22.844999,,,,,,,,,,
18,CSTL,CASTLE BIOSCIENCES INC,Health Care,18,24.809999,,,,,,,,,,
19,ARTV,ARTIVA BIOTHERAPEUTICS INC,Health Care,19,10.02,,,,,,,,,,
20,IPI,INTREPID POTASH INC,Materials,20,34.82,,,,,,,,,,
21,DUK,Duke Energy,Utilities,21,127.919998,,,,,,,,,,
22,TFIN,TRIUMPH FINANCIAL INC,Financials,22,81.620003,,,,,,,,,,
23,NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,23,28.93,,,,,,,,,,
24,TWIN,TWIN DISC INC,Industrials,24,23.299999,,,,,,,,,,
25,TWST,TWIST BIOSCIENCE CORP,Health Care,25,94.209999,,24,95.860001,-0.01721262,,,,,,
26,CBOE,Cboe Global Markets,Financials,26,282.024994,,,,,,,,,,
27,GM,General Motors,Consumer Discretionary,27,82.129997,,23,79.510002,0.03295177,,,,,,
28,PEBO,PEOPLES BANCORP INC,Financials,28,40.07,,,,,,,,,,
29,FLR,FLUOR CORP,Industrials,29,51.580002,,,,,,,,,,
30,GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",,30,53.240002,,,,,,,,,,
31,BKV,BKV CORP,Energy,31,26.530001,,,,,,,,,,
32,ONC,BeOne Medicines Ltd. - American Depositary Shares,,32,319.929993,,,,,,,,,,
33,CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,33,30.115,,,,,,,,,,
34,NPKI,NPK INTERNATIONAL INC,Industrials,34,14.81,,,,,,,,,,
35,STLD,Steel Dynamics,Materials,35,238.639999,,,,,,,,,,
36,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,36,16.290001,,,,,,,,,,
37,CXW,CORECIVIC REIT INC,Industrials,37,32.174999,,,,,,,,,,
38,OIS,OIL STATES INTERNATIONAL INC,Energy,38,8.72,,,,,,,,,,
39,BTU,PEABODY ENERGY CORP,Energy,39,23.870001,,,,,,,,,,
40,AZTA,AZENTA INC,Health Care,40,27.16,,,,,,,,,,
41,AVGO,Broadcom,Information Technology,41,396.809998,,,,,,,,,,
42,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,42,25.422001,,,,,,,,,,
43,VOR,VOR BIOPHARMA INC,Health Care,43,19.51,,,,,,,,,,
44,CMRE,COSTAMARE INC,Industrials,44,15.22,,29,15.3,-0.00522876,,,,,,
45,FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary,45,74.959999,,,,,,,,,,
46,AMBP,ARDAGH METAL PACKAGING SA,Materials,46,4.705,,,,,,,,46,4.69,
47,MEI,METHODE ELECTRONICS INC,Information Technology,47,16.4,,5,16.504999,-0.00636165,,,,,,
48,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,48,11.7,,,,,,,,,,
49,KVHI,KVH INDUSTRIES INC,Information Technology,49,9.26,,38,9.31,-0.00537057,,,,,,
50,AMD,Advanced Micro Devices,Information Technology,50,552.330017,,,,,,,,,,
