current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
27,JCAP,JEFFERSON CAPITAL INC,Financials,27,20.945,,29,20.91,0.00167384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,TJX,TJX Companies,Consumer Discretionary,28,161.539993,,28,162.059998,-0.00320872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,155.669998,,,,
29,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,29,187.641006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,GWRS,GLOBAL WATER RESOURCES INC,Utilities,30,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.16,,,,,,,,,,
31,ENSG,"The Ensign Group, Inc. - Common Stock",,31,181.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,32,41.955002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SLDE,SLIDE INSURANCE HOLDINGS,Financials,33,21.4,,32,21.33,0.00328176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,YORW,YORK WATER,Utilities,34,31.51,,2,31.610001,-0.00316359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,UMH,UMH PROPERTIES INC,Real Estate,35,15.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,36,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SRBK,SR BANCORP INC,Financials,37,19.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,HPQ,HP Inc.,Information Technology,38,29.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,39,5.36,,,,,,,,1,5.32,,,,,,,,,,,13,5.275,,,,,,,,,,,,,,,,,,,,,,,,,
40,DOW,Dow Inc.,Materials,40,29.725,,6,30.305,-0.01913876,,,,,,,,,,12,30.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,41,101.955002,,,,,,,,,,,,,,,,,,,,22,101.889999,,17,101.199997,0.00681820,,,,,,,,,,,,,,,,,,,16,102.199997,
42,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,42,93.480003,,,,,,,,,,,,,,,,,,,,27,93.5,,4,92.900002,0.00645854,,,,,,,,,,,,,,,,,,,32,93.879997,
43,VRTX,Vertex Pharmaceuticals,Health Care,43,487.179993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SLG,SL GREEN REALTY REIT CORP,Real Estate,44,55.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BWB,BRIDGEWATER BANCSHARES INC,Financials,45,21.23,,41,21.24,-0.00047081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MET,MetLife,Financials,46,98.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RCUS,ARCUS BIOSCIENCES,Health Care,47,28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29.98,,,,,,,,,,
48,IMVT,IMMUNOVANT,Health Care,48,40.195,,26,39.740002,0.01144937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ACT,ENACT HOLDINGS INC,Financials,49,48.509998,,10,48.669998,-0.00328745,,,,,,,,,,,,,,,,,,,,,,,,,35,46.759998,,,,,,,,,,,,,,14,46.52,
50,CGEM,CULLINAN THERAPEUTICS,Health Care,50,17.805,,27,17.950001,-0.00807805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
