rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,94.97,优先Call候选,16.155001,61.15,1.92,0.01988643,0.01539918,0.01539918,98.2,54.1,88.8,80.91,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,4H EMA 刚转强；4H MACD 新金叉
2,ANET,Arista Networks,Information Technology,92.74,优先Call候选,199.085007,59.89,1.01,0.03993421,0.02047779,0.03736036,92.8,65.07,91.6,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
3,TRDA,ENTRADA THERAPEUTICS,Health Care,92.33,优先Call候选,7.55,58.76,1.85,0.05446927,0.11029412,0.11603843,92.8,69.3,81.8,80.91,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
4,BEN,Franklin Resources,Financials,92.09,优先Call候选,34.700001,58.78,0.96,0.03443145,0.01580799,0.02769146,92.8,53.88,100.0,80.6,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
5,BSRR,SIERRA BANCORP,Financials,91.22,优先Call候选,40.900002,59.75,1.58,0.00454383,0.03833468,0.00639771,87.7,71.09,88.8,80.91,100.0,100.0,early_transition,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
6,UNTY,UNITY BANCORP INC,Financials,91.06,优先Call候选,59.290001,52.17,1.69,0.00304517,0.01541363,0.00084401,90.4,66.24,88.8,80.91,100.0,100.0,fresh_bullish_cross,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
7,HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,90.92,优先Call候选,308.80899,60.85,0.81,0.03969093,0.06145464,0.02546648,90.4,79.02,91.6,80.91,68.0,100.0,fresh_bullish_cross,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
8,AMD,Advanced Micro Devices,Information Technology,90.6,优先Call候选,508.7995,67.05,2.14,0.11520145,0.08775949,0.05681882,92.8,73.07,68.6,80.0,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
9,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,90.33,优先Call候选,285.390015,59.06,0.87,0.00376339,0.05970821,0.07074122,87.7,72.55,100.0,80.91,68.0,100.0,early_transition,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
10,NX,QUANEX BUILDING PRODUCTS CORP,Industrials,90.2,优先Call候选,22.139999,65.4,1.41,0.17765958,0.16281501,0.02405171,92.8,66.62,57.4,80.91,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
11,TWIN,TWIN DISC INC,Industrials,89.29,优先Call候选,24.32,61.42,0.63,0.06619908,0.07278341,0.03182011,92.8,66.27,91.6,80.91,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
12,WRLD,WORLD ACCEPTANCE CORP,Financials,89.12,优先Call候选,190.5,52.76,1.18,-0.00610423,0.03560752,0.01570210,90.4,71.11,72.6,80.91,100.0,100.0,fresh_bullish_cross,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
13,AVLN,AVALYN PHARMA INC,Health Care,89.1,优先Call候选,38.099998,62.27,0.83,0.07535981,0.09380601,0.13935404,92.8,55.12,81.8,80.91,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
14,INFQ,INFLEQTION INC,Information Technology,88.75,优先Call候选,14.37,64.26,2.1,0.13417522,0.08411920,0.23772610,98.2,55.18,68.6,80.91,100.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,4H EMA 刚转强；4H MACD 新金叉
15,GOLD,GOLD INC,Consumer Discretionary,88.63,优先Call候选,46.93,58.42,0.95,0.13138862,0.04965334,0.07391302,92.8,55.86,78.4,80.91,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
16,FDBC,FIDELITY D AND D BANCORP INC,Financials,88.62,优先Call候选,55.055,61.09,0.0,0.02142853,0.02408858,0.01897096,92.8,65.43,88.8,80.91,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
17,IDCC,INTERDIGITAL INC,Information Technology,88.6,优先Call候选,341.040009,57.56,0.77,0.01481882,0.01806030,-0.00632261,92.8,53.16,81.1,81.08,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
18,TYRA,TYRA BIOSCIENCES,Health Care,88.58,优先Call候选,28.690001,67.68,1.86,0.15499199,0.16106848,0.09253621,92.8,48.96,68.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
19,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,88.39,优先Call候选,269.665009,62.12,1.52,0.14352049,0.12649086,0.04021378,92.8,48.02,68.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,4H EMA 刚转强；4H MACD 新金叉
20,NWBI,NORTHWEST BANCSHARES INC,Financials,88.28,优先Call候选,15.56,56.33,0.82,0.00290042,0.01732592,-0.00352225,90.4,75.29,81.1,80.91,68.0,100.0,fresh_bullish_cross,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
21,AVBP,ARRIVENT BIOPHARMA,Health Care,88.17,优先Call候选,30.879999,54.85,2.85,-0.00419223,0.04624767,0.01113287,87.7,72.85,88.8,80.91,66.0,100.0,early_transition,bullish_above_signal,4H EMA 刚转强；4H MACD 多头
