current_rank,ticker,name,sector,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,JNJ,Johnson & Johnson,Health Care,1,258.654999,,,,,,,,,,,,,
2,AVGO,Broadcom,Information Technology,2,389.279999,,,,,,,,,,,,,
3,DUK,Duke Energy,Utilities,3,128.770004,,13,127.919998,0.00664482,,,,,,,,,
4,ETN,Eaton Corporation,Industrials,4,413.160004,,,,,,,,,,,,,
5,T,AT&T,Communication Services,5,22.834999,,,,,,,,,,,,,
6,PCG,PG&E Corporation,Utilities,6,17.785,,,,,,,,,,,,,
7,CME,CME Group,Financials,7,254.014008,,7,249.240005,0.01915424,,,,,,,,,
8,XP,XP Inc. - Class A Common Stock,,8,17.139999,,,,,,,,,,,,,
9,NE,NOBLE CORPORATION PLC,Energy,9,43.404999,,,,,,,,,,,,,
10,PTEN,PATTERSON UTI ENERGY INC,Energy,10,10.57,,,,,,,,,,,,,
11,EXE,Expand Energy,Energy,11,93.160004,,36,93.169998,-0.00010727,,,,,,,,,
12,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,12,11.55,,23,11.7,-0.01282051,,,,,,,,,
13,DE,Deere & Company,Industrials,13,613.48999,,,,,,,,,,,,,
14,COGT,COGENT BIOSCIENCES INC,Health Care,14,39.810001,,,,,,,,,,,,,
15,CNR,CORE NATURAL RESOURCES INC,Energy,15,87.5,,8,87.525002,-0.00028566,,,,,,,,,
16,ACU,ACME UNITED CORP,Health Care,16,51.050701,,,,,,,,,,,,,
17,CHCO,CITY HOLDING,Financials,17,138.100006,,,,,,,,,,,,,
18,NEE,NextEra Energy,Utilities,18,89.985001,,,,,,,,,,,,,
19,BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,19,40.900002,,,,,,,,,,,,,
20,SR,SPIRE INC,Utilities,20,82.459999,,,,,,,,,,,,,
21,ALG,ALAMO GROUP INC,Industrials,21,165.710007,,,,,,,,,,,,,
22,TEX,TEREX CORP,Industrials,22,69.18,,,,,,,,,,,,,
23,WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,23,20.745001,,,,,,,,29,20.43,,,,
24,HWM,Howmet Aerospace,Industrials,24,286.144989,,,,,,,,,,,,,
25,A,Agilent Technologies,Health Care,25,138.845001,,,,,,,,,,,,,
26,MTUS,METALLUS INC,Materials,26,20.389999,,,,,,,,,,,,,
27,FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",,27,2183.790039,,,,,,,,,,,,,
28,PAMT,PAMT CORP,Industrials,28,15.2,,,,,,,,,,,,,
29,GOGO,GOGO INC,Communication,29,3.67,,,,,,,,,,,,,
30,CBOE,Cboe Global Markets,Financials,30,287.049988,,5,282.024994,0.01781755,,,,,,,,,
31,WHD,CACTUS INC CLASS A,Energy,31,55.860001,,,,,,,,,,,,,
32,INVX,INNOVEX INTERNATIONAL INC,Energy,32,27.01,,38,27.190001,-0.00662012,,,,,,,,,
33,DOW,Dow Inc.,Materials,33,31.27,,,,,,,,,,,,,
34,LYB,LyondellBasell,Materials,34,62.32,,,,,,,,,,,,,
35,MOS,Mosaic Company (The),Materials,35,22.469999,,,,,,,,,,,,,
36,IR,Ingersoll Rand,Industrials,36,84.510002,,,,,,,,,,,,,
37,PNRG,PRIMEENERGY RESOURCES CORP,Energy,37,192.199997,,12,193.395004,-0.00617910,25,189.860001,0.01861900,,,,,,
38,LH,Labcorp,Health Care,38,289.529999,,,,,,,,16,281.531006,,41,283.359985,-0.00645461
39,IQV,IQVIA,Health Care,39,205.110001,,,,,,,,,,,,,
40,AMGN,Amgen,Health Care,40,367.024994,,,,,,,,,,,,,
41,RVTY,Revvity,Health Care,41,112.209999,,,,,,,,,,,,,
42,NVDA,Nvidia,Information Technology,42,209.119995,,,,,,,,,,,,,
43,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,43,13.6,,,,,,,,,,,,,
44,BRKR,Bruker Corporation - Common Stock,,44,62.0,,45,59.740002,0.03783056,,,,,,,,,
45,NDSN,Nordson Corporation,Industrials,45,293.540009,,,,,,,,,,,,,
46,BKV,BKV CORP,Energy,46,26.709999,,,,,,,,,,,,,
47,MRK,Merck & Co.,Health Care,47,130.554993,,,,,,,,,,,33,127.5,
48,EMR,Emerson Electric,Industrials,48,143.479996,,,,,,,,,,,,,
49,CMCO,COLUMBUS MCKINNON CORP,Industrials,49,15.555,,,,,44,14.79,,,,,,,
50,CRC,CALIFORNIA RESOURCES CORP,Energy,50,55.564999,,,,,,,,,,,,,
