current_rank,ticker,name,sector,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,1,58.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CEG,Constellation Energy,Utilities,2,279.269989,,19,278.359985,0.00326916,44,270.429993,0.02932364,,,,,,,,,,47,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MGPI,MGP INGREDIENTS INC,Consumer Staples,3,18.030001,,3,18.370001,-0.01850844,,,,,,,,,,,,,,,,,,,,,,,,,35,18.879999,,47,18.709999,0.00908605,,,,,,,,,,,,
4,ASB,ASSOCIATED BANCORP,Financials,4,32.095001,,21,31.879999,0.00674410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ORCL,Oracle Corporation,Information Technology,5,149.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MRK,Merck & Co.,Health Care,6,133.679993,,,,,32,130.895004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WMT,Walmart,Consumer Staples,7,115.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,USAR,USA RARE EARTH CLASS A,Materials,8,18.7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ISRG,Intuitive Surgical,Health Care,9,401.980011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,GENB,GENERATE BIOMEDICINES INC,Health Care,10,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
