current_rank,ticker,name,sector,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,GENB,GENERATE BIOMEDICINES INC,Health Care,1,14.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MLYS,MINERALYS THERAPEUTICS,Health Care,2,27.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,27.209999,,,,,,,,,,
3,RPRX,Royalty Pharma plc - Class A Ordinary Shares,,3,58.970001,,,,,7,57.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OTIS,Otis Worldwide,Industrials,4,73.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,73.199997,,,,,,,,,,
5,MCD,McDonald's,Consumer Discretionary,5,275.01001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MCRI,MONARCH CASINO AND RESORT,Consumer Discretionary,6,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,OFRM,ONCE UPON A FARM PBC,Consumer Staples,7,17.389999,,,,,47,17.93,,22,17.879999,0.00279648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,8,4.645,,,,,,,,,,,,,,24,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,STZ,Constellation Brands,Consumer Staples,9,133.585007,,8,133.985001,-0.00298536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,VALU,VALUE LINE INC,Financials,10,37.8106,,2,39.990002,-0.05449867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,JBSS,JOHN B SANFILIPPO AND SON,Consumer Staples,11,84.622498,,6,83.690002,0.01114226,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,84.620003,,,,,,,,,,,,,
12,GDOT,GREEN DOT CLASS A,Financials,12,13.485,,1,13.42,0.00484352,,,,,,,,,,5,13.475,,,,,,,,,,,,,,,,,21,13.375,,,,,,,,,,,,,
13,BHVN,BIOHAVEN,Health Care,13,14.57,,5,14.51,0.00413508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HTO,H2O AMERICA,Utilities,14,62.580002,,3,62.279999,0.00481700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,XZO,EXZEO GROUP INC,Financials,15,15.87,,4,16.375,-0.03083969,,,,,,,,,,,,,16,16.254999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",,16,542.799988,,7,535.27002,0.01406761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MGPI,MGP INGREDIENTS INC,Consumer Staples,17,18.030001,,9,18.370001,-0.01850844,2,17.790001,0.03260258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,EFC,ELLINGTON FINANCIAL,Financials,18,13.625,,26,13.595,0.00220669,9,13.48,0.00853116,,,,,,,,,,,,,,,,,,,,,,35,13.46,,13,13.545,-0.00627538,,,,,,,,,,,,
19,SR,SPIRE INC,Utilities,19,82.269997,,,,,41,81.040001,,35,81.949997,-0.01110428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,20,37.205002,,12,36.950001,0.00690124,6,36.98,-0.00081122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AVBP,ARRIVENT BIOPHARMA,Health Care,21,31.309999,,13,31.389999,-0.00254858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,EYPT,EYEPOINT INC,Health Care,22,13.365,,11,13.05,0.02413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,ACVA,ACV AUCTIONS CLASS A,Industrials,23,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,24,11.5187,,17,11.47,0.00424586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ARR,ARMOUR RESIDENTIAL REIT,Financials,25,16.709999,,15,16.68,0.00179850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,26,3.195,,16,3.2,-0.00156250,,,,,,,,,,,,,,,,36,3.16,,,,,,,,,,,,,,,,,,,,,,,,,
27,ERAS,ERASCA,Health Care,27,18.940001,,18,18.309999,0.03440754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BCRX,BIOCRYST PHARMACEUTICALS,Health Care,28,10.355,,14,10.34,0.00145068,12,9.84,0.05081301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RRR,RED ROCK RESORTS ORS CLASS A,Consumer Discretionary,29,63.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,NHC,NATIONAL HEALTHCARE CORP,Health Care,30,220.735001,,,,,,,,,,,,,,14,222.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,WLTH,WEALTHFRONT,Financials,31,9.315,,19,9.6,-0.02968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AKAM,Akamai Technologies,Information Technology,32,123.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SBAC,SBA Communications,Real Estate,33,183.270004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,186.289993,,,,,,,,,,,,,,,,
34,BNTX,BioNTech SE - American Depositary Shares,,34,93.440002,,32,92.800003,0.00689654,14,92.800003,0.00000000,1,93.669998,-0.00928787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,LIVN,LIVANOVA PLC,Health Care,35,81.239998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,,36,107.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ARGX,argenx SE - American Depositary Shares,,37,877.109985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,918.219971,,20,924.599976,-0.00690029,,,
38,ELV,Elevance Health,Health Care,38,395.76001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,HUM,Humana,Health Care,39,383.769989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AJG,Arthur J. Gallagher & Co.,Financials,40,254.932495,,22,253.460007,0.00580955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,JNJ,Johnson & Johnson,Health Care,41,261.257599,,,,,,,,,,,,,,35,257.595001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CL,Colgate-Palmolive,Consumer Staples,42,92.900002,,,,,,,,,,,,,,,,,13,92.540001,,,,,43,91.290001,,21,91.599998,-0.00338425,7,93.480003,-0.02011131,,,,,,,,,,,,,,,
43,RSG,Republic Services,Industrials,43,216.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CNC,Centene Corporation,Health Care,44,67.014999,,,,,,,,,,,,,,43,66.989998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MATX,MATSON INC,Industrials,45,213.490005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TK,TEEKAY CORPORATION CORP LTD,Energy,46,11.67,,50,11.31,0.03183024,,,,9,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BOC,BOSTON OMAHA CORP CLASS A,Communication,47,14.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SWX,SOUTHWEST GAS HOLDINGS,Utilities,48,92.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,49,50.4561,,,,,,,,50,50.464001,,36,50.775002,-0.00612508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,NODK,NI HOLDINGS INC,Financials,50,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
