rank,ticker,first_seen_date,buy_date,latest_date,close,entry_return,exit_score,action,sell_signal,consecutive_signal_days,sell_reasons,drawdown_63d,change_5d,change_20d,rsi14,chart_href
1,ALAB,2026-07-02,2026-07-02,2026-07-27,275.959991,-0.3209980262463108,100.0,WATCH,True,16,硬止损: 持仓相对成本约 -32.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -10.7%; 动能转弱: 20日跌幅 -29.6%; 动能转弱: RSI 36.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -42.9%,-0.4286779071579996,-0.10718562693306966,-0.2955531780148357,36.05169385377667,exit-risk-trends.html#ticker-alab
2,AMKR,2026-07-02,2026-07-02,2026-07-27,59.929901,-0.13955636354468448,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -14.0%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.2%; 动能转弱: 20日跌幅 -23.9%; 动能转弱: RSI 37.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -35.9%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.3593810894907187,-0.042041239737192426,-0.23869537298405263,37.56356411414242,exit-risk-trends.html#ticker-amkr
3,ESP,2026-07-06,2026-07-06,2026-07-27,57.25,-0.12071879710153899,100.0,TRIM,True,15,硬止损: 持仓相对成本约 -12.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -14.7%; 动能转弱: RSI 43.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -20.7%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.20728331200106187,0.01202050556832246,-0.14705009771826139,43.06129652512925,exit-risk-trends.html#ticker-esp
4,GLW,2026-07-06,2026-07-06,2026-07-27,139.5,-0.28388091451928776,100.0,TRIM,True,16,硬止损: 持仓相对成本约 -28.4%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -8.9%; 动能转弱: 20日跌幅 -36.9%; 动能转弱: RSI 34.3 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -45.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.45441746290885476,-0.08883086523197137,-0.3689210671487754,34.33645925192978,exit-risk-trends.html#ticker-glw
5,GOOG,2026-07-02,2026-07-02,2026-07-27,325.779999,-0.08535008871202954,100.0,TRIM,True,6,硬止损: 持仓相对成本约 -8.5%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -7.3%; 动能转弱: RSI 37.4 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -18.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.18359063840137402,-0.0728292010249767,-0.02662165868940425,37.40452468613294,exit-risk-trends.html#ticker-goog
6,IBM,2026-07-02,2026-07-02,2026-07-27,216.820007,-0.25110522506962374,100.0,SELL_NOW,True,10,硬止损: 持仓相对成本约 -25.1%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -20.2%; 动能转弱: RSI 36.5 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -34.1%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +1.7% 后收阴回落，收盘位于日内区间 35%,-0.34143304147324527,0.017934305164319264,-0.2017818245079368,36.493333348260265,exit-risk-trends.html#ticker-ibm
7,INTC,2026-07-02,2026-07-02,2026-07-27,90.092796,-0.25141007480531896,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -25.1%，超过 -7% 防线; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -7.2%; 动能转弱: 20日跌幅 -29.8%; 动能转弱: RSI 35.9 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -36.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.36077199715095776,-0.07178242472248952,-0.2979053063798539,35.88600440388957,exit-risk-trends.html#ticker-intc
8,ISRG,2026-07-02,2026-07-02,2026-07-27,357.375,-0.16111126121191377,100.0,TRIM,True,15,硬止损: 持仓相对成本约 -16.1%，超过 -7% 防线; 派发聚集: 最近5日出现 2 个放量下跌日; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 20日跌幅 -11.7%; 动能转弱: RSI 40.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -24.1%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.24122591225346424,0.01190641007225035,-0.11693849912710164,40.6334716526311,exit-risk-trends.html#ticker-isrg
9,MCHP,2026-07-02,2026-07-02,2026-07-27,76.760002,-0.09310015469163702,100.0,TRIM,True,17,硬止损: 持仓相对成本约 -9.3%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.7%; 动能转弱: 20日跌幅 -12.7%; 动能转弱: RSI 36.6 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: EMA26 低于 EMA50; 结构弱势: 63日高点回撤 -25.4%; TRIM: Meta Exit 高风险叠加结构/派发/波动弱项，先降低 call 暴露,-0.2541779684061013,-0.04657806367959105,-0.12703284430797235,36.59846443034627,exit-risk-trends.html#ticker-mchp
10,MRVL,2026-06-26,2026-06-30,2026-07-27,186.089996,-0.3753063660089446,100.0,SELL_NOW,True,18,硬止损: 持仓相对成本约 -37.5%，超过 -7% 防线; 新鲜破位确认: 价格低于 EMA50，MACD 偏空且 RSI 弱于52; 动能转弱: 5日跌幅 -4.5%; 动能转弱: 20日跌幅 -30.2%; 动能转弱: RSI 37.1 低于45; 动能转弱: MACD 低于 signal; 结构弱势: 收盘低于 EMA50; 结构弱势: EMA9 低于 EMA26; 结构弱势: 63日高点回撤 -41.2%; SELL_NOW: Gap Fade 叠加 Meta Exit，高开 +2.3% 后收阴回落，收盘位于日内区间 24%,-0.4119078465485413,-0.04539861449267857,-0.30243279351786456,37.057779471032056,exit-risk-trends.html#ticker-mrvl
