early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,SFM,"Sprouts Farmers Market, Inc. - Common Stock",NASDAQ+NASDAQ500,,78.13,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,63.02,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,AMAT,Applied Materials,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,76.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,60.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
3,ESTA,ESTABLISHMENT LABS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
4,CDNL,CARDINAL INFRASTRUCTURE GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,75.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ+NASDAQ500,,72.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,92.77,52.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
6,ILLR,Triller Group Inc. - Common Stock,NASDAQ+NASDAQ500,,72.19,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
7,ELVN,ENLIVEN THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,70.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,86.07,52.46,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
8,PCVX,VAXCYTE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,70.69,82.0,early_transition,61.8,bullish_above_signal_proxy,76.82,50.61,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
9,MKSI,MKS Inc. - Common Stock,NASDAQ+NASDAQ500,,69.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,82.16,50.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
10,ALGN,Align Technology,NASDAQ+NASDAQ500+SPX,Health Care,68.79,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,59.71,47.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
