early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1802,NAUT,NAUTILUS BIOTECHNOLGY INC,NASDAQ+RUSSELL2000,Health Care,26.1,15.0,bearish_transition,25.0,bearish_proxy,30.48,41.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1803,RYAM,RAYONIER ADVANCED MATERIALS INC,RUSSELL2000,Materials,26.09,15.0,bearish_transition,25.0,bearish_proxy,30.9,40.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1804,HMH,HMH HOLDING INC CLASS A,NASDAQ+RUSSELL2000,Energy,26.05,15.0,bearish_transition,25.0,bearish_proxy,30.78,40.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1805,VC,VISTEON CORP,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,26.02,15.0,bearish_transition,25.0,bearish_proxy,30.72,40.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1806,GCO,GENESCO INC,RUSSELL2000,Consumer Discretionary,25.99,15.0,bearish_transition,25.0,bearish_proxy,30.6,40.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1807,NOG,NORTHERN OIL AND GAS INC,RUSSELL2000,Energy,25.97,15.0,bearish_transition,25.0,bearish_proxy,30.55,40.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1808,HNRG,HALLADOR ENERGY,NASDAQ+RUSSELL2000,Utilities,25.95,15.0,bearish_transition,25.0,bearish_proxy,30.05,41.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1809,KGEI,KOLIBRI GLOBAL ENERGY INC,NASDAQ+RUSSELL2000,Energy,25.95,15.0,bearish_transition,25.0,bearish_proxy,30.5,40.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1810,LFMD,LIFEMD INC,NASDAQ+RUSSELL2000,Health Care,25.91,15.0,bearish_transition,25.0,bearish_proxy,29.91,41.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1811,BBW,BUILD A BEAR WORKSHOP INC,RUSSELL2000,Consumer Discretionary,25.86,15.0,bearish_transition,25.0,bearish_proxy,30.21,40.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1812,EGAN,EGAIN CORP,NASDAQ+RUSSELL2000,Information Technology,25.76,15.0,bearish_transition,25.0,bearish_proxy,29.93,40.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1813,WLDN,WILLDAN GROUP INC,NASDAQ+RUSSELL2000,Industrials,25.7,15.0,bearish_transition,25.0,bearish_proxy,29.74,40.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1814,PDEX,PRO DEX INC,NASDAQ+RUSSELL2000,Health Care,25.63,15.0,bearish_transition,25.0,bearish_proxy,29.06,41.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1815,CXDO,CREXENDO INC,NASDAQ+RUSSELL2000,Information Technology,25.62,15.0,bearish_transition,49.8,bullish_below_zero_proxy,10.69,36.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1816,NEXT,NEXTDECADE CORP,NASDAQ+RUSSELL2000,Energy,25.55,15.0,bearish_transition,25.0,bearish_proxy,29.28,40.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1817,ROAD,CONSTRUCTION PARTNERS INC CLASS A,NASDAQ+RUSSELL2000,Industrials,25.54,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,33.03,40.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1818,ADNT,ADIENT PLC,RUSSELL2000,Consumer Discretionary,25.51,15.0,bearish_transition,25.0,bearish_proxy,29.16,40.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1819,NE,NOBLE CORPORATION PLC,RUSSELL2000,Energy,25.48,15.0,bearish_transition,25.0,bearish_proxy,29.07,40.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1820,CNXC,CONCENTRIX CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,25.33,15.0,bearish_transition,25.0,bearish_proxy,28.61,39.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1821,ATOM,ATOMERA INC,NASDAQ+RUSSELL2000,Information Technology,25.32,35.0,mixed_sideways,25.0,bearish_proxy,10.42,36.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1822,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,25.29,15.0,bearish_transition,25.0,bearish_proxy,28.49,39.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1823,LE,LAND END INC,NASDAQ+RUSSELL2000,Consumer Discretionary,25.28,15.0,bearish_transition,25.0,bearish_proxy,28.45,39.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1824,LWLG,LIGHTWAVE LOGIC INC,NASDAQ+RUSSELL2000,Information Technology,25.22,15.0,bearish_transition,49.8,bullish_below_zero_proxy,9.49,36.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1825,UMAC,UNUSUAL MACHINES INC,RUSSELL2000,Information Technology,25.2,35.0,mixed_sideways,25.0,bearish_proxy,10.03,36.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1826,RILY,BRC GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,25.16,15.0,bearish_transition,25.0,bearish_proxy,28.1,39.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1827,MH,MCGRAW HILL INC,RUSSELL2000,Consumer Discretionary,25.1,15.0,bearish_transition,25.0,bearish_proxy,27.92,39.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1828,SENS,SENSEONICS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,25.04,15.0,bearish_transition,25.0,bearish_proxy,27.29,40.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1829,HURN,HURON CONSULTING GROUP INC,NASDAQ+RUSSELL2000,Industrials,24.98,15.0,bearish_transition,25.0,bearish_proxy,27.55,39.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1830,NN,NEXTNAV INC,NASDAQ+RUSSELL2000,Information Technology,24.96,15.0,bearish_transition,25.0,bearish_proxy,27.48,39.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1831,CAL,CALERES INC,RUSSELL2000,Consumer Discretionary,24.94,15.0,bearish_transition,25.0,bearish_proxy,27.42,39.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1832,ASPI,ASP ISOTOPES INC,NASDAQ+RUSSELL2000,Materials,24.89,35.0,mixed_sideways,25.0,bearish_proxy,9.09,36.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1833,PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Consumer Discretionary,24.83,15.0,bearish_transition,25.0,bearish_proxy,27.11,39.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1834,DCH,DAUCH CORPORATION,RUSSELL2000,Consumer Discretionary,24.82,15.0,bearish_transition,25.0,bearish_proxy,27.08,39.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1835,HUT,HUT CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,24.74,35.0,mixed_sideways,25.0,bearish_proxy,8.63,35.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1836,CVI,CVR ENERGY INC,RUSSELL2000,Energy,24.72,15.0,bearish_transition,25.0,bearish_proxy,26.75,39.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1837,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,24.61,15.0,bearish_transition,25.0,bearish_proxy,26.43,39.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1838,EVGO,EVGO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,24.59,15.0,bearish_transition,25.0,bearish_proxy,26.37,39.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1839,CSIQ,CANADIAN SOLAR INC,NASDAQ+RUSSELL2000,Information Technology,24.57,15.0,bearish_transition,25.0,bearish_proxy,26.3,39.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1840,METCB,RAMACO RESOURCES INC CLASS B,NASDAQ+RUSSELL2000,Materials,24.56,15.0,bearish_transition,25.0,bearish_proxy,26.29,39.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1841,ORA,ORMAT TECH INC,RUSSELL2000,Utilities,24.52,15.0,bearish_transition,25.0,bearish_proxy,25.7,40.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1842,AEHR,AEHR TEST SYSTEMS,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,24.48,15.0,bearish_transition,25.0,bearish_proxy,26.03,39.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1843,GPRO,GOPRO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,24.44,15.0,bearish_transition,49.8,bullish_below_zero_proxy,7.13,35.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1844,ARX,ACCELERANT HOLDINGS CLASS A,RUSSELL2000,Financials,24.39,15.0,bearish_transition,25.0,bearish_proxy,25.75,39.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1845,FIGS,FIGS INC CLASS A,RUSSELL2000,Consumer Discretionary,24.36,15.0,bearish_transition,25.0,bearish_proxy,25.67,39.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1846,RIG,TRANSOCEAN LTD,RUSSELL2000,Energy,24.26,15.0,bearish_transition,25.0,bearish_proxy,25.36,39.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1847,TNDM,TANDEM DIABETES CARE INC,NASDAQ+RUSSELL2000,Health Care,24.25,15.0,bearish_transition,25.0,bearish_proxy,24.88,40.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1848,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,24.12,15.0,bearish_transition,25.0,bearish_proxy,24.94,39.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1849,URG,UR ENERGY INC,RUSSELL2000,Energy,24.08,15.0,bearish_transition,25.0,bearish_proxy,24.82,39.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1850,IVVD,INVIVYD INC,NASDAQ+RUSSELL2000,Health Care,24.05,15.0,bearish_transition,49.8,bullish_below_zero_proxy,5.48,36.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1851,SPRY,ARS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,23.99,15.0,bearish_transition,25.0,bearish_proxy,24.1,40.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1852,AEYE,AUDIOEYE INC,NASDAQ+RUSSELL2000,Information Technology,23.96,15.0,bearish_transition,25.0,bearish_proxy,24.45,39.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1853,DOMO,DOMO INC CLASS B,NASDAQ+RUSSELL2000,Information Technology,23.96,15.0,bearish_transition,49.8,bullish_below_zero_proxy,5.66,35.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1854,PTEN,PATTERSON UTI ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Energy,23.96,15.0,bearish_transition,25.0,bearish_proxy,24.47,39.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1855,GEMI,GEMINI SPACE STATION INC CLASS A,RUSSELL2000,Financials,23.91,15.0,bearish_transition,25.0,bearish_proxy,24.32,39.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1856,VAL,VALARIS LTD,RUSSELL2000,Energy,23.89,15.0,bearish_transition,25.0,bearish_proxy,24.26,39.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1857,SBMT,SILVER BOW MINING CORP,RUSSELL2000,Materials,23.85,35.0,mixed_sideways,25.0,bearish_proxy,5.93,35.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1858,BTU,PEABODY ENERGY CORP,RUSSELL2000,Energy,23.84,15.0,bearish_transition,25.0,bearish_proxy,24.09,39.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1859,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,23.78,15.0,bearish_transition,25.0,bearish_proxy,23.91,39.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1860,CDXS,CODEXIS INC,NASDAQ+RUSSELL2000,Health Care,23.74,15.0,bearish_transition,25.0,bearish_proxy,23.33,39.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1861,HCC,WARRIOR MET COAL INC,RUSSELL2000,Materials,23.71,15.0,bearish_transition,25.0,bearish_proxy,23.7,38.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1862,WS,WORTHINGTON STEEL INC,RUSSELL2000,Materials,23.66,15.0,bearish_transition,25.0,bearish_proxy,23.55,38.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1863,SM,SM ENERGY,RUSSELL2000,Energy,23.64,15.0,bearish_transition,25.0,bearish_proxy,23.48,38.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1864,PURR,HYPERLIQUID STRATEGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,23.59,35.0,mixed_sideways,25.0,bearish_proxy,4.71,36.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1865,PRCT,PROCEPT BIOROBOTICS CORP,NASDAQ+RUSSELL2000,Health Care,23.58,15.0,bearish_transition,25.0,bearish_proxy,22.84,39.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1866,EU,ENCORE ENERGY CORP,NASDAQ+RUSSELL2000,Energy,23.54,15.0,bearish_transition,25.0,bearish_proxy,23.19,38.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1867,ACDC,PROFRAC HOLDING CLASS A CORP,NASDAQ+RUSSELL2000,Energy,23.52,15.0,bearish_transition,25.0,bearish_proxy,23.12,38.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
