current_rank,ticker,name,sector,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
15,JOBY,JOBY AVIATION CLASS A,Industrials,15,8.4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,KNTK,KINETIK HOLDINGS CLASS A,Energy,16,52.560001,,17,51.299999,0.02456144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,17,133.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,LYB,LyondellBasell,Materials,18,64.294998,,46,62.639999,0.02642080,,,,,,,,,,,,,,,,15,62.110001,,,,,,,,,,,,,,13,60.334999,,17,61.709999,-0.02228164,,,
19,RGTI,RIGETTI COMPUTING,Information Technology,19,17.870001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DUOL,"Duolingo, Inc. - Class A Common Stock",,20,134.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,140.729996,,,,,,,,,,,,,
21,STOK,STOKE THERAPEUTICS,Health Care,21,32.205002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,FNKO,FUNKO CLASS A,Consumer Discretionary,22,6.185,,28,6.19,-0.00080775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,INFQ,INFLEQTION INC,Information Technology,23,11.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MNSB,MAINSTREET BANCSHARES INC,Financials,24,24.4883,,,,,16,24.1,,28,24.059999,0.00166255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ORCL,Oracle Corporation,Information Technology,25,144.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,26,253.998795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,NE,NOBLE CORPORATION PLC,Energy,27,44.43,,39,43.540001,0.02044095,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,43.150002,,26,43.27,-0.00277324,46,43.110001,0.00371141,,,
28,YORW,YORK WATER,Utilities,28,32.247601,,,,,15,31.700001,,20,31.610001,0.00284720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MITK,MITEK SYSTEMS INC,Information Technology,29,18.575001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,SMCI,Supermicro,Information Technology,30,31.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NFLX,Netflix,Communication Services,31,75.18,,43,76.290001,-0.01454976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,EFC,ELLINGTON FINANCIAL,Financials,32,13.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LQDA,LIQUIDIA,Health Care,33,90.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TNXP,TONIX PHARMACEUTICALS HOLDING,Health Care,34,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,EL,Estée Lauder Companies (The),Consumer Staples,35,87.459999,,,,,,,,,,,,,,39,86.980003,,,,,,,,42,84.879997,,4,84.146004,0.00872285,,,,,,,,,,,,,,,
36,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,36,43.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SR,SPIRE INC,Utilities,37,81.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,82.57,,,,
38,AJG,Arthur J. Gallagher & Co.,Financials,38,254.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,TYL,Tyler Technologies,Information Technology,39,324.25,,4,318.600006,0.01773382,,,,,,,,,,,,,,,,,,,,,,42,333.829987,,21,333.320007,0.00153000,,,,,,,,,,,,
40,WFRD,Weatherford International plc - Ordinary shares,,40,93.665001,,,,,,,,41,88.959999,,25,87.529999,0.01633726,26,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FANG,Diamondback Energy,Energy,41,202.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CAMT,Camtek Ltd. - Ordinary Shares,,42,160.330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CNX,CNX RESOURCES,Energy,43,36.040001,,37,35.970001,0.00194607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,34.450001,,50,34.639999,-0.00548493
44,ENTG,"Entegris, Inc. - Common Stock",,44,149.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,GNL,GLOBAL NET LEASE INC,Real Estate,45,9.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ELMT,ELMET GROUP,Industrials,46,16.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,47,13.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,BTU,PEABODY ENERGY CORP,Energy,48,24.594999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CBIO,CRESCENT BIOPHARMA,Health Care,49,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,VTS,VITESSE ENERGY INC,Energy,50,16.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
