ticker,name,index,sector,industry,market_cap,price,pe,revenue_growth_yoy,earnings_growth_yoy,ai_exposure,supply_chain_score,macro_beta,momentum_1m,volume_signal,atr_percent,risk_flags,total_score,leopold_score,seri_score,daoshi_score,cat_score,social_score,signal_count,risk_count,catalyst_count,thesis,caution
AGEN,AGENUS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,4.745,0.0,0.0,0.0,0.0,0.0,1.0,43.787878787878796,8.66381019330582,14.767424356465453,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
APGE,APOGEE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,134.270004,0.0,0.0,0.0,0.0,0.0,1.0,52.0095108794405,-0.5724609604371121,0.32450546437758016,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,83.925003,0.0,0.0,0.0,0.0,0.0,1.0,143.4725864962986,0.7739097463455258,4.925825348410856,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,45.740002,0.0,0.0,0.0,0.0,0.0,1.0,84.80808888888886,-0.3673206981322471,6.90799082793469,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
PSNL,PERSONALIS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,15.14,0.0,0.0,0.0,0.0,0.0,1.0,57.87278415015642,0.49981840014110257,7.951500283072275,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
SLS,SELLAS LIFE SCIENCES GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,12.9283,0.0,0.0,0.0,0.0,0.0,1.0,65.11238825031928,-0.4126420315989776,13.82349463690398,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
TXG,10X GENOMICS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,45.52,0.0,0.0,0.0,0.0,0.0,1.0,57.83633841886271,-0.15021914301145167,5.83103376851619,,55.25,35.0,30.0,70,100.0,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
ERAS,ERASCA INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,,0.0,20.65,0.0,0.0,0.0,0.0,0.0,1.0,46.975088967971516,-0.32591975257115047,6.243860255966796,,54.4,35.0,30.0,70,95.76,50,0,0,0,macro resilience; constructive momentum,No major Prism warning from provided data
CLRO,"ClearOne, Inc. - Common Stock",NASDAQ+NASDAQ500,,,0.0,7.725,0.0,0.0,0.0,0.0,0.0,1.0,107.66129032258061,-0.5447892967715094,37.23532131299122,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
NTSK,"Netskope, Inc. - Class A Common Stock",NASDAQ+NASDAQ500,,,0.0,13.9469,0.0,0.0,0.0,0.0,0.0,1.0,54.27986725663718,-0.08040053722940843,6.4033686953475595,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
NVVE,Nuvve Holding Corp. - Common Stock,NASDAQ+NASDAQ500,,,0.0,23.77,0.0,0.0,0.0,0.0,0.0,1.0,6710.888252148998,2.6759172276283034,22.121522026564097,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
NXTC,"NextCure, Inc. - Common Stock",NASDAQ+NASDAQ500,,,0.0,6.1252,0.0,0.0,0.0,0.0,0.0,1.0,195.19036144578314,10.42947116902819,15.386086518457704,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
QTTB,Q32 Bio Inc. - Common Stock,NASDAQ+NASDAQ500,,,0.0,17.209999,0.0,0.0,0.0,0.0,0.0,1.0,36.155055379746834,4.585980083898059,14.751390829747951,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
SOBR,"SOBR Safe, Inc. - Common Stock",NASDAQ+NASDAQ500,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,5.007601768500912,15.385714285714286,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
VEEE,Twin Vee PowerCats Co. - Common Stock,NASDAQ+NASDAQ500,,,0.0,36.099998,0.0,0.0,0.0,0.0,0.0,1.0,536.6842680776015,9.729281230293969,16.892758949341612,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
DAVE,DAVE INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Financials,,0.0,434.179993,0.0,0.0,0.0,0.0,0.0,1.0,51.3982824862204,-0.4095672721136363,5.611594623351781,,54.25,35.0,30.0,65,100.0,50,0,0,0,constructive momentum,No major Prism warning from provided data
