early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ABNB,Airbnb,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,70.04,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,63.95,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,COF,Capital One,SPX,Financials,69.85,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,63.38,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
3,CBRE,CBRE Group,SPX,Real Estate,69.41,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,52.94,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,DASH,DoorDash,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,68.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,80.44,50.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
5,VST,Vistra Corp.,SPX,Utilities,68.29,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,58.2,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,JKHY,Jack Henry & Associates,NASDAQ+NASDAQ500+SPX,Financials,67.8,82.0,early_transition,61.8,bullish_above_signal_proxy,68.53,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
7,BDX,Becton Dickinson,SPX,Health Care,67.41,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.93,49.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,IBKR,Interactive Brokers,NASDAQ+NASDAQ500+SPX,Financials,66.81,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.17,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
9,A,Agilent Technologies,SPX,Health Care,66.69,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,53.34,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
10,CVNA,Carvana,SPX,Consumer Discretionary,66.4,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.0,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
11,EXPE,Expedia Group,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,66.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.74,48.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
12,AMZN,Amazon,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,65.81,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.21,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
13,TGT,Target Corporation,SPX,Consumer Staples,65.75,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,50.49,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
14,IDXX,Idexx Laboratories,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,65.0,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.73,48.9,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
15,PODD,Insulet Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,64.99,82.0,early_transition,61.8,bullish_above_signal_proxy,57.97,50.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
16,GDDY,GoDaddy,SPX,Information Technology,64.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.53,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
17,DDOG,Datadog,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,64.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.43,47.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
18,REGN,Regeneron Pharmaceuticals,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,64.04,82.0,early_transition,61.8,bullish_above_signal_proxy,56.67,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
19,TPL,Texas Pacific Land Corporation,SPX,Energy,63.92,82.0,early_transition,61.8,bullish_above_signal_proxy,56.76,45.6,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,UBER,Uber,SPX,Industrials,63.32,82.0,early_transition,61.8,bullish_above_signal_proxy,54.95,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,STE,Steris,SPX,Health Care,63.21,82.0,early_transition,61.8,bullish_above_signal_proxy,52.56,49.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
22,GILD,Gilead Sciences,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,63.05,82.0,early_transition,61.8,bullish_above_signal_proxy,53.66,45.98,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
23,VLO,Valero Energy,SPX,Energy,63.01,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.11,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
24,MOS,Mosaic Company (The),SPX,Materials,62.85,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,46.25,43.5,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
25,BRO,Brown & Brown,SPX,Financials,62.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.5,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
26,EFX,Equifax,SPX,Industrials,62.7,82.0,early_transition,61.8,bullish_above_signal_proxy,53.06,44.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
