rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
31,LITE,Lumentum,Information Technology,57.87,Deep v3 Daily CNN 确认层 一般确认,930.909973,55.19,0.65,0.02292187,0.00420703,0.12489198,98.2,72.28,88.8,80.0,30.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 57.9,Deep v3 Daily CNN 确认层,no,57.87,2026-09-18
32,GOOG,Alphabet Inc. (Class C),Communication Services,56.93,Deep v3 Daily CNN 确认层 一般确认,344.410004,57.34,0.97,0.00905308,0.02677164,0.00772454,87.7,56.75,88.8,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 56.9,Deep v3 Daily CNN 确认层,no,56.93,2026-09-18
33,GOOGL,Alphabet Inc. (Class A),Communication Services,52.69,Deep v3 Daily CNN 确认层 未确认,349.540009,59.76,0.82,0.01336508,0.03285857,0.01380593,87.7,71.71,88.8,81.36,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 52.7,Deep v3 Daily CNN 确认层,no,52.69,2026-09-18
34,MU,Micron Technology,Information Technology,52.21,Deep v3 Daily CNN 确认层 未确认,1015.799988,63.34,0.84,0.04056543,0.04191026,0.08375120,98.2,74.02,91.6,80.0,68.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 52.2,Deep v3 Daily CNN 确认层,no,52.21,2026-09-18
35,KEYS,Keysight Technologies,Information Technology,48.63,Deep v3 Daily CNN 确认层 未确认,335.02301,58.42,0.86,0.00758800,-0.01053482,0.04843761,92.8,72.53,81.1,80.28,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 48.6,Deep v3 Daily CNN 确认层,no,48.63,2026-09-18
36,AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,47.31,Deep v3 Daily CNN 确认层 未确认,18.709999,68.33,1.29,0.02858702,0.09961799,0.03227581,79.7,72.48,90.2,62.75,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 47.3,Deep v3 Daily CNN 确认层,no,47.31,2026-09-18
37,BLLN,"BillionToOne, Inc. - Class A common stock",,41.66,Deep v3 Daily CNN 确认层 未确认,105.919998,58.0,1.06,-0.03251740,0.07184778,0.15557488,87.7,74.66,83.8,81.36,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 41.7,Deep v3 Daily CNN 确认层,no,41.66,2026-09-18
38,EXEL,"Exelixis, Inc. - Common Stock",,37.42,Deep v3 Daily CNN 确认层 未确认,58.360001,58.54,0.97,0.00681447,0.03991451,0.07279410,82.9,61.61,100.0,81.36,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 37.4,Deep v3 Daily CNN 确认层,no,37.42,2026-09-18
39,DXCM,Dexcom,Health Care,20.92,Deep v3 Daily CNN 确认层 未确认,89.349998,61.21,1.4,0.01603361,0.07585785,-0.00578619,90.4,65.3,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 20.9,Deep v3 Daily CNN 确认层,no,20.92,2026-09-18
40,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,17.53,Deep v3 Daily CNN 确认层 未确认,48.93,52.51,1.42,-0.00091880,0.00782700,0.01262417,73.3,71.57,77.6,80.75,100.0,100.0,early_transition,fresh_bearish_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 17.5,Deep v3 Daily CNN 确认层,no,17.53,2026-09-18
41,GEO,GEO GROUP,Industrials,15.08,Deep v3 Daily CNN 确认层 未确认,31.74,52.57,1.42,-0.00157285,0.00857963,0.03488751,90.4,54.13,88.8,80.75,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 15.1,Deep v3 Daily CNN 确认层,no,15.08,2026-09-18
42,KMI,Kinder Morgan,Energy,12.63,Deep v3 Daily CNN 确认层 未确认,31.834999,57.92,1.25,0.01595660,0.03159423,-0.00763725,92.8,47.88,81.1,80.28,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 12.6,Deep v3 Daily CNN 确认层,no,12.63,2026-09-18
43,SPNT,SIRIUSPOINT,Financials,10.56,Deep v3 Daily CNN 确认层 未确认,24.73,58.5,1.81,0.00877018,0.02232323,0.05819422,73.0,61.72,100.0,80.75,100.0,100.0,mixed_sideways,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 10.6,Deep v3 Daily CNN 确认层,no,10.56,2026-09-18
44,JNJ,Johnson & Johnson,Health Care,7.26,Deep v3 Daily CNN 确认层 未确认,269.98999,54.44,1.74,0.00809940,0.01660518,-0.01272538,92.8,53.73,81.1,80.28,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 7.3,Deep v3 Daily CNN 确认层,no,7.26,2026-09-18
45,CZWI,CITIZENS COMMUNITY BANCORP INC,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,21.870001,55.53,1.58,0.01720935,0.00137367,0.04441261,79.6,75.62,88.8,80.75,100.0,100.0,fresh_bullish_cross,mixed_or_bearish,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
46,NATH,NATHANS FAMOUS INC,Consumer Discretionary,0.0,Deep v3 Daily CNN 确认层 数据不足,98.980003,58.99,2.15,0.01000003,0.01030930,0.01726619,98.2,71.56,77.6,80.75,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
47,GRAL,GRAIL INC,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,80.769997,58.75,1.63,0.01559158,0.06080901,0.09133894,98.2,65.62,100.0,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
48,HTFL,HEARTFLOW,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,50.75,61.25,1.31,0.02421798,0.01805420,0.11538462,82.9,58.4,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
49,AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,26.530001,58.2,1.16,0.01666994,0.02333663,0.06546189,82.9,54.93,100.0,80.75,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
50,HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,0.0,Deep v3 Daily CNN 确认层 数据不足,31.715,55.12,1.17,0.01781130,0.05365449,-0.05834323,90.4,53.03,72.7,80.75,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
