rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,MRVL,Marvell Technology,Information Technology,100.0,优先Call候选,237.889999,57.24,0.82,0.03556503,-0.00374816,0.02054909,75.1,72.85,61.5,80.0,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
2,CRWD,CrowdStrike,Information Technology,100.0,优先Call候选,238.550003,61.33,1.15,-0.01184707,0.16031912,0.19588919,75.1,72.25,64.2,80.0,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
3,META,Meta Platforms,Communication Services,100.0,优先Call候选,671.724426,68.98,1.38,-0.00238455,0.03303438,0.21407676,67.1,72.36,90.2,62.0,100.0,72.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
4,EBAY,eBay Inc.,Consumer Discretionary,100.0,优先Call候选,112.974998,68.6,0.89,0.03400143,0.05451063,0.08849597,67.1,74.08,100.0,63.16,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
5,AAPL,Apple Inc.,Information Technology,100.0,优先Call候选,334.619995,61.33,1.23,0.00637592,0.00200624,0.06208340,75.1,61.11,88.8,81.16,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
6,TEAM,Atlassian Corporation  - Class A Common Stock,,100.0,优先Call候选,193.410004,63.63,0.77,0.01725135,0.08195351,0.12076257,82.9,64.24,100.0,80.0,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 新金叉
7,NTNX,"Nutanix, Inc. - Class A Common Stock",,100.0,优先Call候选,69.525002,60.36,0.96,0.01164066,0.04895901,0.05572848,75.1,63.9,100.0,80.0,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
8,NTRA,"Natera, Inc. - Common Stock",,100.0,优先Call候选,360.149994,68.29,1.04,0.04294564,0.10122454,0.11802685,67.1,64.53,81.8,62.0,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
9,TGTX,TG THERAPEUTICS,Health Care,100.0,优先Call候选,57.240002,62.38,1.12,0.02507167,0.06196660,0.11361867,82.9,67.19,100.0,81.16,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 新金叉
10,VTRS,Viatris,Health Care,100.0,优先Call候选,17.014999,58.79,0.75,-0.00029383,0.02778611,0.04162841,75.1,61.23,100.0,81.16,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
11,IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,100.0,优先Call候选,9.96,71.5,1.09,0.00656897,0.18642049,0.28682171,67.1,66.18,65.0,62.0,100.0,72.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
12,WGS,GENEDX HOLDINGS CLASS A,Health Care,100.0,优先Call候选,100.279999,65.27,0.95,0.02861833,0.16442168,0.27275032,75.1,73.04,80.4,80.0,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
13,ANET,Arista Networks,Information Technology,100.0,优先Call候选,198.039993,55.12,0.99,0.00237883,-0.00045431,0.05318018,75.1,67.03,81.1,80.32,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
14,DGX,Quest Diagnostics,Health Care,100.0,优先Call候选,246.529999,63.48,1.15,-0.00242790,0.06460246,0.02296730,75.1,61.14,88.8,80.32,100.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
15,HCA,HCA Healthcare,Health Care,100.0,优先Call候选,430.410004,60.24,0.83,0.00030214,0.00525504,0.03730752,75.1,61.45,88.8,80.32,68.0,100.0,confirmed_bullish_trend,bullish_above_signal,单一趋势：Trend Relay + MACD 再启动 + RSI 冷却；EMA 多头延续；MACD 保持多头
