current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
21,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,21,24.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,SBAC,SBA Communications,Real Estate,22,185.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary,23,46.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ETN,Eaton Corporation,Industrials,24,439.674988,,7,438.279999,0.00318287,,,,,,,,,,,,,,,,,,,44,415.100006,,,,,,,,,,,,,
25,WFC,Wells Fargo,Financials,25,89.120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,WTFC,Wintrust Financial Corporation - Common Stock,,26,163.544998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CLX,Clorox,Consumer Staples,27,102.425003,,,,,,,,,,,22,99.639999,,39,100.309998,-0.00667928,,,,,,,,,,,,,,,,,,,,,
28,FUTU,Futu Holdings Limited - American Depositary Shares,,28,109.540001,,30,107.040001,0.02335575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,29,30.66,,40,30.344999,0.01038066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MGRC,MCGRATH RENT,Industrials,30,122.055,,,,,,,,,,,,,,,,,,,,,,,48,118.959999,,,,,,,,,,,,,
31,CHMG,CHEMUNG FINANCIAL CORP,Financials,31,82.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,DLTR,Dollar Tree,Consumer Staples,32,130.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AVLN,AVALYN PHARMA INC,Health Care,33,30.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ALG,ALAMO GROUP INC,Industrials,34,172.225006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MOV,MOVADO GROUP INC,Consumer Discretionary,35,39.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PIPR,PIPER SANDLER COMPANIES,Financials,36,77.0,,,,,,,,,,,,,,35,77.470001,,,,,,,,,,,,,,,,,,,,,,
37,LYV,Live Nation Entertainment,Communication Services,37,184.080002,,,,,,,,,,,31,184.449997,,,,,,,,,,,,,,,,,,,,,,,,,
38,TGLS,TECNOGLASS HOLDINGS INC,Industrials,38,46.73,,19,46.740002,-0.00021399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,GEN,Gen Digital,Information Technology,39,28.225,,,,,,,,,,,49,27.629999,,,,,,,,,,,,,,,,,,,,,,,,,
40,SMCI,Supermicro,Information Technology,40,30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,APOG,APOGEE ENTERPRISES INC,Industrials,41,42.505001,,2,41.970001,0.01274720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,KOD,KODIAK SCIENCES INC,Health Care,42,42.266701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,AME,Ametek,Industrials,43,248.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,44,128.860001,,,,,,,,,,,,,,34,127.580002,,,,,,,,,,,,,,,,,,,,,,
45,FXNC,FIRST NATIONAL CORP,Financials,45,31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,46,48.060001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,NNI,NELNET INC CLASS A,Financials,47,138.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,134.279999,
48,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,48,25.955,,13,26.23,-0.01048418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,USB,U.S. Bancorp,Financials,49,64.635002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,ECBK,ECB BANCORP INC,Financials,50,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
