current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,1,15.97,,32,16.18,-0.01297899,,,,,,,,,,,,,,,,,,,,,,32,16.290001,,,,,,,,,,
2,KMT,KENNAMETAL INC,Industrials,2,35.869999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,3,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,DRUG,BRIGHT MINDS BIOSCIENCES,Health Care,4,77.75,,22,73.779999,0.05380863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CSCO,Cisco,Information Technology,5,120.574997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,BANR,BANNER CORP,Financials,6,72.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CODI,COMPASS DIVERSIFIED,Financials,7,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,TCOM,Trip.com Group Limited - American Depositary Shares,,8,47.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,EXTR,EXTREME NETWORKS INC,Information Technology,9,31.764999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,10,9.385,,,,,,,,,,,,,,,,,,,,,,,1,9.32,,,,,,,,,,,,,
11,PVLA,PALVELLA THERAPEUTICS INC,Health Care,11,150.960007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NVDA,Nvidia,Information Technology,12,210.559906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DD,DuPont,Materials,13,139.979996,,9,141.309998,-0.00941195,,,,16,138.839996,,,,,44,140.779999,,,,,,,,,,,,,,,,,,,,,,
14,TDW,TIDEWATER INC,Energy,14,79.855003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,15,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,16,52.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50.439999,,,,
17,BNTX,BioNTech SE - American Depositary Shares,,17,93.230003,,,,,,,,,,,9,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
18,PBI,PITNEY BOWES INC,Industrials,18,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,NVRI,ENVIRI CORP,Industrials,19,23.959999,,8,23.153,0.03485505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PFE,Pfizer,Health Care,20,25.635,,,,,,,,,,,,,,9,25.26,,,,,,,,,,,,,,,,,,,,,,
