current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,KMT,KENNAMETAL INC,Industrials,1,35.869999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HRMY,HARMONY BIOSCIENCES HLDG INC,Health Care,2,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DRUG,BRIGHT MINDS BIOSCIENCES,Health Care,3,77.75,,13,73.779999,0.05380863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,4,15.97,,37,16.18,-0.01297899,,,,,,,,,,,,,,,,,,,,,,50,16.290001,,,,,,,,,,
5,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,5,25.9776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RH,RH,Consumer Discretionary,6,189.815002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DD,DuPont,Materials,7,139.979996,,5,141.309998,-0.00941195,,,,15,138.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CODI,COMPASS DIVERSIFIED,Financials,8,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PVLA,PALVELLA THERAPEUTICS INC,Health Care,9,150.960007,,,,,,,,46,150.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,NVDA,Nvidia,Information Technology,10,210.559906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PBI,PITNEY BOWES INC,Industrials,11,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,NVRI,ENVIRI CORP,Industrials,12,23.959999,,6,23.153,0.03485505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BNTX,BioNTech SE - American Depositary Shares,,13,93.230003,,,,,,,,,,,5,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
14,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,14,9.385,,,,,,,,,,,,,,,,,,,,,,,3,9.32,,,,,,,,,,,,,
15,CSCO,Cisco,Information Technology,15,120.574997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WFC,Wells Fargo,Financials,16,89.120003,,30,87.885002,0.01405247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary,17,46.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials,18,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,19,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,20,20.08,,11,19.469999,0.03133030,,,,,,,,,,,,,,,,,,,,,,,,,38,19.219999,,,,,,,
21,MGRC,MCGRATH RENT,Industrials,21,122.055,,,,,,,,,,,,,,,,,,,,,,,24,118.959999,,,,,,,,,,,,,
22,LASR,NLIGHT INC,Information Technology,22,78.209999,,39,70.110001,0.11553270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,69.25,
23,LYV,Live Nation Entertainment,Communication Services,23,184.080002,,,,,,,,,,,42,184.449997,,,,,,,,,,,,,,,,,,,,,,,,,
24,SMCI,Supermicro,Information Technology,24,30.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PIPR,PIPER SANDLER COMPANIES,Financials,25,77.0,,,,,,,,,,,,,,21,77.470001,,,,,,,,,,,,,,,,,,,,,,
26,TBCH,TURTLE BEACH,Information Technology,26,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BANR,BANNER CORP,Financials,27,72.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,APOG,APOGEE ENTERPRISES INC,Industrials,28,42.505001,,2,41.970001,0.01274720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,SWKS,Skyworks Solutions,Information Technology,29,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ALG,ALAMO GROUP INC,Industrials,30,172.225006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TDW,TIDEWATER INC,Energy,31,79.855003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,EXTR,EXTREME NETWORKS INC,Information Technology,32,31.764999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TGLS,TECNOGLASS HOLDINGS INC,Industrials,33,46.73,,10,46.740002,-0.00021399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,34,17.761,,,,,,,,,,,,,,,,,,,,36,15.78,,21,16.5,-0.04363636,,,,44,15.46,,,,,,,
35,SBAC,SBA Communications,Real Estate,35,185.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ARHS,ARHAUS INC CLASS A,Consumer Discretionary,36,8.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,37,24.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CROX,"Crocs, Inc. - Common Stock",,38,140.940002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WTFC,Wintrust Financial Corporation - Common Stock,,39,163.544998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PFE,Pfizer,Health Care,40,25.635,,,,,,,,,,,,,,6,25.26,,,,,,,,,,,,,,,,,,,,,,
41,ETN,Eaton Corporation,Industrials,41,439.674988,,19,438.279999,0.00318287,,,,,,,,,,,,,,,,,,,47,415.100006,,,,,,,,,,,,,
42,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,42,52.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,50.439999,,,,
43,WS,WORTHINGTON STEEL INC,Materials,43,37.490002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PNC,PNC Financial Services,Financials,44,255.335007,,15,251.690002,0.01448212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,45,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
