current_rank,ticker,name,sector,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.230003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,DD,DuPont,Materials,2,139.979996,,10,141.309998,-0.00941195,,,,,,,,,,,,,,,,,,,,,,,,
3,EXPD,Expeditors International,Industrials,3,176.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,4,40.299999,,,,,,,,,,,,,,,,,,,,,,,,,,47,38.700001,
5,EQIX,Equinix,Real Estate,5,1052.189941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,IRM,Iron Mountain,Real Estate,6,125.519997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FITB,Fifth Third Bancorp,Financials,7,58.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CRBP,CORBUS PHARMACEUTICALS HOLDINGS,Health Care,8,9.385,,,,,,,,,,,,,,,,,,,,,,,22,9.32,,,,
9,TDW,TIDEWATER INC,Energy,9,79.855003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,LCII,LCI INDUSTRIES,Consumer Discretionary,10,105.169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,11,38.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,HCI,HCI GROUP INC,Financials,12,180.035004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,13,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BULL,WEBULL CORP CLASS A,Financials,14,7.5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,OIS,OIL STATES INTERNATIONAL INC,Energy,15,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,SBAC,SBA Communications,Real Estate,16,185.389999,,,,,,,,,,,37,186.289993,,,,,,,,,,,,,,,,
17,PFE,Pfizer,Health Care,17,25.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TSN,Tyson Foods,Consumer Staples,18,58.195,,1,59.611,-0.02375401,,,,,,,,,,,,,,,,,,,,,,,,
19,MS,Morgan Stanley,Financials,19,218.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TPL,Texas Pacific Land Corporation,Energy,20,403.48999,,2,406.470001,-0.00733144,44,402.634003,0.00952726,,,,,,,,,,,,,,,,,,,,,
21,ADMA,ADMA BIOLOGICS INC,Health Care,21,8.93,,6,8.74,0.02173913,,,,,,,,,,,,,,,,,,,,,,,,
22,RZLT,REZOLUTE,Health Care,22,5.065,,8,4.91,0.03156823,,,,,,,,,,,,,,,,,,,,,,,,
23,MTX,MINERALS TECHNOLOGIES INC,Materials,23,74.360001,,7,75.080002,-0.00958978,,,,,,,,,,,,,,,,,,,,,,,,
24,CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,24,67.245003,,16,66.529999,0.01074709,,,,,,,,,,,,,,,,,,,,,,,,
25,IRT,INDEPENDENCE REALTY INC,Real Estate,25,16.540001,,41,16.76,-0.01312643,46,16.620001,0.00842353,4,16.690001,-0.00419413,,,,37,16.68,,,,,,,,,,,,,
26,DOLE,DOLE PLC,Consumer Staples,26,14.04,,13,14.3,-0.01818182,,,,6,14.31,,4,14.445,-0.00934579,,,,,,,,,,44,14.035,,45,14.295,-0.01818818
27,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,27,5.125,,3,5.34,-0.04026217,,,,,,,,,,,,,,,,,,,,,,,,
28,ORMP,ORAMED PHARMACEUTICALS INC,Health Care,28,4.28,,5,4.39,-0.02505695,,,,,,,,,,,,,,,,,,,,,,,,
29,OLMA,OLEMA PHARMACEUTICALS INC,Health Care,29,11.95,,,,,,,,,,,,,,,,,,,,,,,16,11.74,,,,
30,OTTR,OTTER TAIL CORP,Utilities,30,91.589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TTD,Trade Desk (The),Communication Services,31,18.853701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CEG,Constellation Energy,Utilities,32,264.600006,,9,273.709991,-0.03328335,,,,,,,,,,,,,,,,,,,,,,,,
33,HUT,HUT CORP,Information Technology,33,106.689903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,DVN,Devon Energy,Energy,34,43.869999,,,,,29,45.130001,,,,,,,,,,,,,,,,,,,,,,
35,EXEL,"Exelixis, Inc. - Common Stock",,35,56.130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CELH,"Celsius Holdings, Inc. - Common Stock",,36,29.271601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CODI,COMPASS DIVERSIFIED,Financials,37,10.89,,17,10.57,0.03027436,,,,,,,,,,,,,,,,,,,,,,,,
38,ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,38,10.93,,21,10.925,0.00045767,,,,,,,,,,,,,,,,,,,,,,,,
39,PVLA,PALVELLA THERAPEUTICS INC,Health Care,39,150.960007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,40,54.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TYRA,TYRA BIOSCIENCES INC,Health Care,41,32.68,,12,32.040001,0.01997500,19,31.879999,0.00501888,3,33.060001,-0.03569274,,,,,,,,,,,,,,,,,,
42,ALT,ALTIMMUNE INC,Health Care,42,2.999,,15,3.0,-0.00033333,,,,32,2.98,,48,2.92,0.02054795,8,2.99,-0.02341137,,,,,,,,,,,,
43,MC,MOELIS CLASS A,Financials,43,69.589996,,19,68.540001,0.01531945,,,,5,68.349998,,,,,,,,,,,,,,,,,,,
44,DAKT,DAKTRONICS INC,Information Technology,44,21.434999,,11,20.709999,0.03500724,,,,,,,,,,,,,,,,,,,,,,,,
45,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,45,39.16,,23,38.575001,0.01516524,,,,,,,27,37.619999,,14,38.775002,-0.02978731,,,,,,,,,,,,
46,BLBD,BLUE BIRD CORP,Industrials,46,76.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,XPEL,XPEL,Consumer Discretionary,47,46.900002,,14,44.900002,0.04454343,,,,,,,,,,,,,,,,,,,,,,,,
48,SAFE,SAFEHOLD INC,Real Estate,48,16.3801,,22,16.43,-0.00303713,,,,,,,,,,,,,,,,,,,,,,,,
49,ENR,ENERGIZER HOLDINGS INC,Consumer Staples,49,21.17,,,,,,,,,,,,,,,,,,,,,,,14,20.65,,,,
50,ERAS,ERASCA INC,Health Care,50,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
