rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note
1,YORW,YORK WATER,Utilities,88.0,优先Call候选,31.629999,58.45,1.11,0.00031619,0.02296245,0.04423896,82.9,66.94,100.0,82.86,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA 多头延续；MACD 新金叉
2,AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,86.69,优先Call候选,10.968,59.48,1.01,0.04556721,0.02408964,0.04159544,98.2,67.22,91.6,82.86,68.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
3,NOG,NORTHERN OIL AND GAS,Energy,86.52,优先Call候选,21.440001,59.25,0.25,0.06507710,0.01467118,0.14133623,98.2,82.72,80.4,82.86,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
4,SDRL,SEADRILL,Energy,86.4,优先Call候选,43.43,54.31,0.08,0.01259037,-0.03101294,0.09312862,98.2,81.58,81.1,82.86,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
5,BNTX,BioNTech SE - American Depositary Shares,,85.62,优先Call候选,93.040001,55.32,0.14,0.03469754,0.02625190,0.00053772,92.8,76.28,88.8,84.32,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
6,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,85.51,优先Call候选,41.740002,56.95,0.01,0.00687492,0.03074461,0.04024927,90.4,76.64,100.0,82.86,30.0,100.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
7,EPSN,EPSILON ENERGY LTD,Energy,85.31,优先Call候选,5.689,56.74,0.08,0.02136445,0.01771020,0.07238454,98.2,81.19,100.0,82.86,30.0,45.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
8,UMH,UMH PROPERTIES INC,Real Estate,85.29,优先Call候选,15.874,62.36,0.21,0.02777598,0.05160649,0.03887435,92.8,67.21,100.0,82.86,30.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
9,OGS,ONE GAS,Utilities,84.24,优先Call候选,80.010002,56.98,0.14,0.00515080,0.03039279,0.01496892,90.4,80.04,88.8,82.86,30.0,100.0,fresh_bullish_cross,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 保持多头
10,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,83.79,优先Call候选,19.889999,58.62,0.0,0.02262200,0.03864225,0.03593739,98.2,54.28,100.0,82.86,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,均衡：4H timing + 日线结构 + 适度动量；EMA9/26 新多头交叉；MACD 新金叉
11,FER,Ferrovial N.V. - Ordinary Shares,,83.44,优先Call候选,66.400002,61.23,0.09,0.01451497,0.02028273,0.02865994,87.7,73.21,100.0,84.32,30.0,100.0,early_transition,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA 早期转强；MACD 保持多头
12,PLAB,PHOTRONICS,Information Technology,83.31,优先Call候选,32.450001,60.9,0.2,0.00557797,0.07131066,0.11149173,87.7,74.24,100.0,82.86,30.0,100.0,early_transition,bullish_above_signal,均衡：4H timing + 日线结构 + 适度动量；EMA 早期转强；MACD 保持多头
