current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,BNTX,BioNTech SE - American Depositary Shares,,1,93.040001,,,,,,,,,,,,,,,,,,,,3,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
2,NL,NLI HOLDINGS INC,Industrials,2,6.285,,4,6.297,-0.00190567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RL,Ralph Lauren Corporation,Consumer Discretionary,3,399.290009,,9,395.700012,0.00907252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ASPN,ASPEN AEROGELS,Materials,4,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,WBD,Warner Bros. Discovery,Communication Services,5,26.655001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SLVM,SYLVAMO CORP,Materials,6,41.09,,,,,41,38.715,,10,39.360001,-0.01638722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FPI,FARMLAND PARTNERS INC,Real Estate,7,9.91,,30,9.941,-0.00311840,8,9.885,0.00566515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,UBER,Uber,Industrials,8,74.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,GRDN,GUARDIAN PHARMACY SERVICES CLASS A,Health Care,9,44.224998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SANA,SANA BIOTECHNOLOGY INC,Health Care,10,3.4847,,50,3.41,0.02190616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,OVID,OVID THERAPEUTICS,Health Care,11,2.62,,33,2.65,-0.01132075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,TEX,TEREX,Industrials,12,67.489998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,68.480003,,,,,,,,,,,,,
13,GNE,GENIE ENERGY LTD CLASS B,Utilities,13,14.625,,1,14.74,-0.00780190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14.53,,,,,,,,,,
14,MNSB,MAINSTREET BANCSHARES INC,Financials,14,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SBGI,SINCLAIR CLASS A,Communication,15,14.31,,2,14.76,-0.03048780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,OFLX,OMEGA FLEX INC,Industrials,16,30.700001,,13,30.950001,-0.00807754,42,30.440001,0.01675427,11,30.780001,-0.01104613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,VHI,VALHI INC,Materials,17,15.275,,,,,3,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CNR,CORE NATURAL RESOURCES,Energy,18,88.735001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,87.525002,,,,,,,,,,
19,SSP,EW SCRIPPS CLASS A,Communication,19,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,FDX,FedEx,Industrials,20,317.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PPG,PPG Industries,Materials,21,119.5,,,,,47,119.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CRVL,CORVEL,Health Care,22,63.32,,46,62.450001,0.01393113,37,62.57,-0.00191784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GYRE,GYRE THERAPEUTICS,Health Care,23,6.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,WVE,WAVE LIFE SCIENCES,Health Care,24,6.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,TRS,TRIMAS,Materials,25,40.630001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,GLNG,GOLAR LNG,Energy,26,50.470001,,6,51.02,-0.01078007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
