current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
30,PDD,PDD Holdings Inc. - American Depositary Shares,,30,91.495003,,,,,,,,29,91.029999,,16,90.150002,0.00976148,,,,25,87.440002,,41,88.32,-0.00996375,,,,,,,,,,,,,,,,,,,,,,,,
31,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,31,282.049988,,,,,,,,,,,19,267.790009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,FER,Ferrovial N.V. - Ordinary Shares,,32,66.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CENX,CENTURY ALUMINUM,Materials,33,51.317501,,,,,25,46.900002,,,,,,,,,,,,,,,,,,,,,,,12,46.209999,,,,,,,,,,,,,,,,
34,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,34,103.099998,,,,,,,,,,,,,,,,,,,,46,101.889999,,35,101.199997,0.00681820,,,,,,,,,,,,,,,,,,,24,102.199997,
35,TMDX,TRANSMEDICS GROUP,Health Care,35,81.599998,,,,,,,,33,80.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CHTR,Charter Communications,Communication Services,36,152.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ONDS,ONDAS INC,Information Technology,37,9.045,,,,,24,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,TTAN,SERVICETITAN INC CLASS A,Information Technology,38,86.169998,,,,,,,,37,86.239998,,,,,16,83.059998,,28,79.870003,0.03993984,,,,47,78.389999,,,,,,,,,,,,,,,,,,,,,,
39,BELFB,BEL FUSE CLASS B,Information Technology,39,291.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,COGT,COGENT BIOSCIENCES,Health Care,40,42.310001,,,,,32,42.27,,,,,,,,,,,,,,,,,,,,,,,,,,12,40.240002,,,,,,,,,,,,,
41,ERIE,Erie Indemnity,Financials,41,257.290009,,,,,,,,,,,,,,,,,,,,37,248.550003,,,,,,,,,,,,,,,,,,,,,,,,,
42,AMBA,AMBARELLA,Information Technology,42,87.230003,,,,,,,,,,,25,82.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,REPL,REPLIMUNE GROUP,Health Care,43,12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,11.0,,,,,,,
44,APA,APA Corporation,Energy,44,37.700001,,,,,,,,,,,21,36.869999,,13,37.32,-0.01205790,24,36.330002,0.02725015,,,,,,,,,,,,,,,,,,,,,,17,34.84,,19,35.220001,-0.01078935
45,PRAX,PRAXIS PRECISION MEDICINES,Health Care,45,349.160004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,325.299988,,,,,,,,,,,,,,,,
46,SYRE,SPYRE THERAPEUTICS INC,Health Care,46,103.860001,,,,,28,104.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,HSIC,Henry Schein,Health Care,47,88.190002,,,,,30,89.589996,,40,89.110001,0.00538654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,87.82,
48,WAY,WAYSTAR HOLDING,Health Care,48,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,TVTX,TRAVERE THERAPEUTICS,Health Care,49,61.259998,,18,62.450001,-0.01905529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LQDA,LIQUIDIA,Health Care,50,89.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,86.220001,,,,,,,,,,,,,,,,
