current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,YORW,YORK WATER,Utilities,1,31.629999,,6,31.610001,0.00063265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AFRI,FORAFRIC GLOBAL PLC,Consumer Staples,2,10.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NOG,NORTHERN OIL AND GAS,Energy,3,21.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,21.200001,,,,
4,SDRL,SEADRILL,Energy,4,43.43,,,,,,,,,,,,,,4,44.825001,,,,,,,,,,,,,,49,44.93,,,,,,,,,,,,,,,,
5,BNTX,BioNTech SE - American Depositary Shares,,5,93.040001,,,,,,,,,,,,,,,,,,,,9,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
6,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,6,41.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,EPSN,EPSILON ENERGY LTD,Energy,7,5.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,UMH,UMH PROPERTIES INC,Real Estate,8,15.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,OGS,ONE GAS,Utilities,9,80.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,80.029999,,,,,,,,,,,,,
10,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,10,19.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FER,Ferrovial N.V. - Ordinary Shares,,11,66.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PLAB,PHOTRONICS,Information Technology,12,32.450001,,13,31.9,0.01724141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CSIQ,CANADIAN SOLAR,Information Technology,13,15.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,14,103.099998,,,,,,,,,,,,,,,,,,,,43,101.889999,,,,,,,,,,,,,,,,,,,,,,,36,102.199997,
15,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,15,94.349998,,,,,,,,,,,,,,,,,,,,44,93.5,,13,92.900002,0.00645854,,,,,,,,,,,,,,,,,,,37,93.879997,
16,AWR,AMERICAN STATES WATER,Utilities,16,87.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,17,27.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TMDX,TRANSMEDICS GROUP,Health Care,18,81.599998,,,,,,,,,,,,,,,,,,,,,,,1,76.290001,,,,,,,,,,,,,,,,,,,,,,
19,PDEX,PRO DEX INC,Health Care,19,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AWK,American Water Works,Utilities,20,135.990005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,134.350006,,,,,,,,,,,10,135.110001,
21,GRDN,GUARDIAN PHARMACY SERVICES CLASS A,Health Care,21,44.224998,,,,,,,,,,,,,,,,,,,,,,,,,,12,41.490002,,,,,,,,,,,,,,,,,,,
22,AEIS,"Advanced Energy Industries, Inc. - Common Stock",,22,326.100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LEN,Lennar,Consumer Discretionary,23,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CNC,Centene Corporation,Health Care,24,65.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BR,Broadridge Financial Solutions,Industrials,25,166.330002,,,,,,,,,,,,,,,,,,,,,,,,,,9,152.710007,,,,,,,,,,,,,,,,,,,
26,GILD,Gilead Sciences,Health Care,26,133.740005,,,,,,,,3,135.25,,,,,,,,,,,,,,10,134.320007,,,,,,,,,,,,,,,,,,,,,,
27,HWBK,HAWTHORN BANCSHARES INC,Financials,27,40.200001,,37,40.220001,-0.00049727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,28,38.055,,7,38.220001,-0.00431714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,29,12.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CENX,CENTURY ALUMINUM,Materials,30,51.317501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CMCSA,Comcast,Communication Services,31,25.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ENSG,"The Ensign Group, Inc. - Common Stock",,32,183.160004,,,,,,,,,,,,,,,,,,,,,,,,,,28,178.070007,,,,,,,,,,,,,,48,172.039993,,,,
33,TW,Tradeweb Markets Inc. - Class A Common Stock,,33,102.93,,,,,,,,,,,,,,,,,,,,,,,,,,40,102.014999,,,,,,,,,,,,,,,,,,,
34,BSX,Boston Scientific,Health Care,34,49.240002,,,,,,,,,,,,,,14,46.73,,22,46.0,0.01586957,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,DMC,DEL MONTE,Consumer Staples,35,30.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,36,36.356602,,,,,,,,,,,,,,,,,,,,,,,38,35.310001,,,,,,,,,,,,,,,,,,,,,,
37,TSBK,TIMBERLAND BANCORP INC,Financials,37,45.764999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,COR,Cencora,Health Care,38,323.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PBYI,PUMA BIOTECHNOLOGY INC,Health Care,39,8.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LYTS,LSI INDUSTRIES INC,Industrials,40,25.184999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,OTIS,Otis Worldwide,Industrials,41,73.970001,,,,,,,,,,,,,,,,,,,,,,,27,73.614998,,,,,,,,,,,,,,,,,,,,,,
42,CWCO,CONSOLIDATED WATER LTD,Utilities,42,30.530001,,24,29.92,0.02038773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,WYNN,Wynn Resorts,Consumer Discretionary,43,102.410004,,,,,15,101.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,HP,HELMERICH & PAYNE,Energy,44,37.189999,,50,37.060001,0.00350777,,,,37,34.494999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HSY,Hershey Company (The),Consumer Staples,45,182.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SAM,BOSTON BEER CLASS A,Consumer Staples,46,187.639999,,,,,,,,,,,,,,,,,45,185.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,LOW,Lowe's,Consumer Discretionary,47,222.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,VEL,VELOCITY FINANCIAL INC,Financials,48,18.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,49,26.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LWAY,LIFEWAY FOODS INC,Consumer Staples,50,31.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
