current_rank,ticker,name,sector,2026-09-16__predicted_rank,2026-09-16__close,2026-09-16__next_snapshot_return,2026-09-15__predicted_rank,2026-09-15__close,2026-09-15__next_snapshot_return,2026-09-14__predicted_rank,2026-09-14__close,2026-09-14__next_snapshot_return,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return,2026-09-02__predicted_rank,2026-09-02__close,2026-09-02__next_snapshot_return,2026-09-01__predicted_rank,2026-09-01__close,2026-09-01__next_snapshot_return,2026-08-31__predicted_rank,2026-08-31__close,2026-08-31__next_snapshot_return,2026-08-28__predicted_rank,2026-08-28__close,2026-08-28__next_snapshot_return,2026-08-27__predicted_rank,2026-08-27__close,2026-08-27__next_snapshot_return,2026-08-26__predicted_rank,2026-08-26__close,2026-08-26__next_snapshot_return,2026-08-25__predicted_rank,2026-08-25__close,2026-08-25__next_snapshot_return,2026-08-24__predicted_rank,2026-08-24__close,2026-08-24__next_snapshot_return,2026-08-21__predicted_rank,2026-08-21__close,2026-08-21__next_snapshot_return,2026-08-20__predicted_rank,2026-08-20__close,2026-08-20__next_snapshot_return,2026-08-19__predicted_rank,2026-08-19__close,2026-08-19__next_snapshot_return
1,VTRS,Viatris,Health Care,1,16.91,,,,,,,,,,,,,,,,,,,,,,,42,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AMN,AMN HEALTHCARE,Health Care,2,35.146599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,GILD,Gilead Sciences,Health Care,3,148.289993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,OPCH,OPTION CARE HEALTH INC,Health Care,4,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PFBC,PREFERRED BANK,Financials,5,105.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HCI,HCI GROUP INC,Financials,6,188.610001,,,,,,,,,,,,,,,,,,,,,,,49,187.539993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RAMP,LIVERAMP HOLDINGS INC,Information Technology,7,37.884998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,FIVN,FIVE9,Information Technology,8,34.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,TDC,TERADATA,Information Technology,9,29.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WRB,W. R. Berkley Corporation,Financials,10,70.582001,,10,71.279999,-0.00979234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,HTH,HILLTOP HOLDINGS,Financials,11,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,MDLZ,Mondelez International,Consumer Staples,12,62.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,64.699997,,,,,,,,,,
13,PGNY,PROGYNY,Health Care,13,27.33,,47,27.76,-0.01548991,,,,40,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,14,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,LARK,LANDMARK BANCORP INC,Financials,15,32.950001,,,,,,,,,,,,,,,,,,,,42,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MO,Altria,Consumer Staples,16,70.5,,,,,18,70.614998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,HQI,HIREQUEST INC,Industrials,17,16.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,EGBN,EAGLE BANCORP,Financials,18,28.030001,,8,28.280001,-0.00884017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,QCOM,Qualcomm,Information Technology,19,186.860001,,,,,,,,48,181.970001,,16,176.880005,0.02877655,,,,,,,8,168.740005,,47,169.960007,-0.00717817,17,166.610001,0.02010687,5,170.479996,-0.02270058,33,164.190002,0.03830924,32,164.779999,-0.00358051,,,,,,,,,,,,,,,,,,
20,UVSP,UNIVEST FINANCIAL CORP,Financials,20,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,ZBIO,ZENAS BIOPHARMA,Health Care,21,33.084999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31.92,
22,PLMR,PALOMAR HOLDINGS,Financials,22,140.059998,,32,138.440002,0.01170179,,,,,,,,,,,,,,,,,,,46,132.119995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BMRC,BANK OF MARIN BANCORP,Financials,23,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CSR,CENTERSPACE,Real Estate,24,57.630001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,ANET,Arista Networks,Information Technology,25,198.649994,,,,,,,,39,199.449997,,,,,,,,12,194.990005,,,,,,,,,,,,,,,,,,,,1,202.25,,,,,,,,,,,,,,,,
26,RGEN,Repligen Corporation - Common Stock,,26,175.100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,QLYS,QUALYS,Information Technology,27,181.350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CNO,CNO FINANCIAL GROUP,Financials,28,56.009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,55.165001,,,,,,,,,,,,,,,,,,,
29,PSTL,POSTAL REALTY TRUST CLASS A,Real Estate,29,24.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23.775,,,,,,,,,,,,,,,,,,,,,,
30,CLW,CLEARWATER PAPER CORP,Materials,30,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,A,Agilent Technologies,Health Care,31,154.955002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PARR,PAR PACIFIC HOLDINGS,Energy,32,85.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FFIV,"F5, Inc.",Information Technology,33,423.829987,,,,,,,,5,411.709991,,40,398.480011,0.03320111,10,404.630005,-0.01519906,,,,,,,,,,,,,15,407.130005,,,,,15,410.220001,,,,,,,,,,,,,,,,,,,
34,KR,Kroger,Consumer Staples,34,61.209999,,,,,1,60.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58.529999,,,,,,,,,,,,,,,,
35,MLAB,MESA LABORATORIES,Health Care,35,127.870003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
