current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,PCVX,VAXCYTE,Health Care,1,58.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FUL,HB FULLER,Materials,2,59.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,GNE,GENIE ENERGY LTD CLASS B,Utilities,3,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,FSLR,First Solar,Information Technology,4,244.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MUX,MCEWEN INC,Materials,5,18.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,6,242.350006,,40,241.490005,0.00356123,,,,,,,,,,,,,,,,,,,37,228.130005,,,,,,,,,,,,,,,,,,,
7,PLAB,PHOTRONICS,Information Technology,7,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PRAA,PRA GROUP INC,Financials,8,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CRVL,CORVEL,Health Care,9,62.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,FENC,FENNEC PHARMACEUTICALS,Health Care,10,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,11,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,12,26.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,YORW,YORK WATER,Utilities,13,31.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PRM,PERIMETER SOLUTIONS,Materials,14,37.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MMI,MARCUS & MILLICHAP INC,Real Estate,15,31.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ACT,ENACT HOLDINGS INC,Financials,16,48.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,46.52,
17,DD,DuPont,Materials,17,144.0,,,,,,,,5,141.309998,,,,,6,138.839996,,,,,20,140.779999,,,,,,,,,,,,,,,,,,,,,,
18,SWKS,Skyworks Solutions,Information Technology,18,66.839996,,45,66.989998,-0.00223917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,KE,KIMBALL ELECTRONICS INC,Information Technology,19,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CWCO,CONSOLIDATED WATER LTD,Utilities,20,29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CPAY,Corpay,Financials,21,398.679993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,HTHT,H World Group Limited - American Depositary Shares,,22,42.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,WFRD,Weatherford International plc - Ordinary shares,,23,88.959999,,12,87.529999,0.01633726,12,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MOS,Mosaic Company (The),Materials,24,23.455,,2,23.42,0.00149445,,,,,,,,,,27,22.77,,,,,43,23.07,,,,,,,,,,,50,22.790001,,,,,,,,,,
25,BKE,BUCKLE,Consumer Discretionary,25,45.740002,,,,,,,,,,,17,43.73,,16,44.009998,-0.00636215,8,45.009998,-0.02221729,,,,,,,,,,,,,,,,,,,,,,,,
26,TW,Tradeweb Markets Inc. - Class A Common Stock,,26,103.32,,,,,,,,,,,,,,,,,,,,,,,27,102.014999,,,,,,,,,,,,,,,,,,,
27,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,27,188.229996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SLAB,SILICON LABORATORIES,Information Technology,28,218.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,GLIBK,LIBERTY CAPITAL CORP SERIES C,Communication,29,23.950001,,,,,,,,23,23.68,,47,23.17,0.02201122,,,,33,23.35,,,,,,,,,,,,,,,,,,,,,,,,,
30,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,30,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,23.08,,,,,,,,,,
31,XPEL,XPEL,Consumer Discretionary,31,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BOOT,BOOT BARN HOLDINGS,Consumer Discretionary,32,164.035004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,NREF,NEXPOINT REAL ESTATE FINANCE,Financials,33,17.59,,,,,,,,13,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TMDX,TRANSMEDICS GROUP,Health Care,34,80.209999,,,,,26,80.75,,46,81.550003,-0.00980997,,,,,,,,,,7,76.290001,,,,,,,,,,,,,,,,,,,,,,
35,VSNT,"Versant Media Group, Inc. - Class A Common Stock",,35,38.220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ROIV,Roivant Sciences Ltd. - Common Shares,,36,35.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CNXC,CONCENTRIX,Industrials,37,26.34,,33,26.059999,0.01074447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,VEL,VELOCITY FINANCIAL INC,Financials,38,18.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,HSY,Hershey Company (The),Consumer Staples,39,182.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FRD,FRIEDMAN INDUSTRIES INC,Materials,40,37.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,41,9.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CGEM,CULLINAN THERAPEUTICS,Health Care,42,17.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BSX,Boston Scientific,Health Care,43,49.32,,,,,,,,,,,13,46.73,,25,46.0,0.01586957,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LYFT,"Lyft, Inc. - Class A Common Stock",,44,16.299999,,,,,,,,,,,,,,,,,27,15.44,,,,,,,,,,,,,,,,,,,,,,,,,
45,PEGA,Pegasystems Inc. - Common Stock,,45,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,46,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,TJX,TJX Companies,Consumer Discretionary,47,162.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ICFI,ICF INTERNATIONAL,Industrials,48,85.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
