early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,KMI,Kinder Morgan,SPX,Energy,74.62,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,52.38,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
2,GIS,General Mills,SPX,Consumer Staples,69.24,82.0,early_transition,61.8,bullish_above_signal_proxy,72.44,49.74,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
3,PG,Procter & Gamble,SPX,Consumer Staples,68.69,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,59.41,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
4,ZBH,Zimmer Biomet,SPX,Health Care,68.36,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.8,50.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
5,PEG,Public Service Enterprise Group,SPX,Utilities,67.79,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,56.67,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
6,NI,NiSource,SPX,Utilities,67.46,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.67,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
7,CHD,Church & Dwight,SPX,Consumer Staples,67.1,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.57,46.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
8,D,Dominion Energy,SPX,Utilities,66.96,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.17,46.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
9,ISRG,Intuitive Surgical,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,66.64,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.69,49.89,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
10,SYK,Stryker Corporation,SPX,Health Care,65.99,82.0,early_transition,61.8,bullish_above_signal_proxy,61.0,50.95,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
