early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1075,EEX,EMERALD HOLDING INC,RUSSELL2000,Communication,47.58,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.23,43.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1076,FLGT,FULGENT GENETICS INC,NASDAQ+RUSSELL2000,Health Care,47.52,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,54.39,46.13,12.21,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1077,EIG,EMPLOYERS HOLDINGS INC,RUSSELL2000,Financials,47.52,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.2,47.89,16.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1078,WD,WALKER & DUNLOP INC,RUSSELL2000,Financials,47.48,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.69,44.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1079,XPOF,XPONENTIAL FITNESS INC CLASS A,RUSSELL2000,Consumer Discretionary,47.39,35.0,mixed_sideways,25.0,bearish_proxy,77.29,49.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1080,HIW,HIGHWOODS PROPERTIES REIT INC,RUSSELL2000,Real Estate,47.38,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.17,47.88,16.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1081,CMPR,CIMPRESS PLC,NASDAQ+RUSSELL2000,Industrials,47.18,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.76,44.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1082,ESCA,ESCALADE INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.17,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.75,44.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1083,IBTA,IBOTTA INC CLASS A,RUSSELL2000,Communication,47.05,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,48.38,43.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1084,CDP,COPT DEFENSE PROPERTIES,RUSSELL2000,Real Estate,47.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.08,48.27,17.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1085,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,RUSSELL2000,Consumer Discretionary,46.97,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.49,46.35,14.62,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1086,PI,IMPINJ INC,NASDAQ+RUSSELL2000,Information Technology,46.85,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,47.76,43.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1087,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,46.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,46.78,43.61,10.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1088,SEVN,SEVEN HILLS REALTY TRUST,NASDAQ+RUSSELL2000,Financials,46.71,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,47.35,43.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1089,BCO,BRINKS,RUSSELL2000,Industrials,46.71,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,56.44,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1090,CAKE,CHEESECAKE FACTORY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,46.7,35.0,mixed_sideways,25.0,bearish_proxy,75.18,49.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1091,MRCY,MERCURY SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,46.63,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,47.1,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1092,CHEF,CHEFS WAREHOUSE INC,NASDAQ+RUSSELL2000,Consumer Staples,46.56,72.0,confirmed_bullish_trend,22.75,bearish_proxy,77.99,50.85,11.75,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1093,NUVL,NUVALENT INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,46.44,72.0,confirmed_bullish_trend,22.75,bearish_proxy,84.69,52.19,14.09,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1094,SABS,SAB BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.43,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,46.04,44.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1095,GRAL,GRAIL INC,NASDAQ+RUSSELL2000,Health Care,46.29,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,45.61,44.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1096,CURV,TORRID HOLDINGS INC,RUSSELL2000,Consumer Discretionary,46.17,35.0,mixed_sideways,25.0,bearish_proxy,73.59,48.97,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1097,ODC,OIL DRI CORPORATION OF AMERICA,RUSSELL2000,Consumer Staples,46.15,72.0,confirmed_bullish_trend,22.75,bearish_proxy,76.57,50.56,11.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1098,JJSF,J AND J SNACK FOODS CORP,NASDAQ+RUSSELL2000,Consumer Staples,46.07,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,54.04,46.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1099,UPST,UPSTART HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,46.06,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,45.37,43.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1100,TWIN,TWIN DISC INC,NASDAQ+RUSSELL2000,Industrials,46.0,35.0,mixed_sideways,25.0,bearish_proxy,73.06,48.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1101,NEXT,NEXTDECADE CORP,NASDAQ+RUSSELL2000,Energy,45.9,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,37.31,41.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1102,BTSG,BRIGHTSPRING HEALTH SERVICES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,45.67,72.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,74.33,50.12,10.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1103,THRM,GENTHERM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,45.65,72.0,confirmed_bullish_trend,25.0,bearish_proxy,38.38,41.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1104,PAYO,PAYONEER GLOBAL INC,NASDAQ+RUSSELL2000,Financials,45.37,72.0,confirmed_bullish_trend,22.75,bearish_proxy,91.92,52.63,17.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1105,HSHP,HIMALAYA SHIPPING LTD,RUSSELL2000,Industrials,45.18,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,51.8,44.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1106,AMBA,AMBARELLA INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,45.15,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,42.61,42.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1107,REAL,THE REALREAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,45.14,35.0,mixed_sideways,25.0,bearish_proxy,70.47,48.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1108,PLUS,EPLUS,NASDAQ+RUSSELL2000,Information Technology,45.05,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,51.41,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1109,STXS,STEREOTAXIS INC,RUSSELL2000,Health Care,44.9,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.5,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1110,VTOL,BRISTOW GROUP INC,RUSSELL2000,Energy,44.81,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.66,44.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1111,CHRS,COHERUS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,44.52,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,49.35,45.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1112,OVID,OVID THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,44.52,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,40.24,43.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1113,XOMA,XOMA ROYALTY CORP,NASDAQ+RUSSELL2000,Health Care,44.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.6,45.37,13.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1114,OKUR,ONKURE THERAPEUTICS INC CLASS A,NASDAQ+RUSSELL2000,Health Care,44.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,39.71,43.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1115,ULCC,FRONTIER GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,44.03,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,70.9,48.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1116,TWST,TWIST BIOSCIENCE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,44.02,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,70.41,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1117,TATT,TAT TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Industrials,43.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,39.07,42.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1118,NWPX,NWPX INFRASTRUCTURE INC,NASDAQ+RUSSELL2000,Industrials,43.95,35.0,mixed_sideways,25.0,bearish_proxy,66.86,47.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1119,SFL,SFL LTD,RUSSELL2000,Energy,43.91,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,49.47,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1120,CTRN,CITI TRENDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,43.78,35.0,mixed_sideways,25.0,bearish_proxy,66.35,47.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1121,PATK,PATRICK INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,43.67,15.0,bearish_transition,49.8,bullish_below_zero_proxy,65.4,47.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1122,CCS,CENTURY COMMUNITIES INC,RUSSELL2000,Consumer Discretionary,43.66,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,69.76,48.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1123,AIR,AAR CORP,RUSSELL2000,Industrials,43.65,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,69.73,48.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1124,CURB,CURBLINE PROPERTIES,RUSSELL2000,Real Estate,43.65,35.0,mixed_sideways,25.0,bearish_proxy,65.95,47.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1125,PRM,PERIMETER SOLUTIONS INC,RUSSELL2000,Materials,43.58,35.0,mixed_sideways,25.0,bearish_proxy,65.74,47.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1126,LYEL,LYELL IMMUNOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,43.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,64.1,48.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1127,REX,REX AMERICAN RESOURCES CORP,RUSSELL2000,Energy,43.28,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,46.05,43.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1128,ENR,ENERGIZER HOLDINGS INC,RUSSELL2000,Consumer Staples,43.21,35.0,mixed_sideways,25.0,bearish_proxy,64.14,48.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1129,LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,43.16,35.0,mixed_sideways,25.0,bearish_proxy,64.45,47.14,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1130,DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,RUSSELL2000,Health Care,43.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,35.92,42.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1131,MCS,THE MARCUS CORP,RUSSELL2000,Communication,42.98,35.0,mixed_sideways,25.0,bearish_proxy,63.93,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1132,NODK,NI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,42.9,35.0,mixed_sideways,25.0,bearish_proxy,63.67,46.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1133,MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,42.79,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,66.69,48.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1134,CLDT,CHATHAM LODGING TRUST REIT,RUSSELL2000,Real Estate,42.79,35.0,mixed_sideways,25.0,bearish_proxy,63.33,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1135,HAPN,HAPPEN INC,NASDAQ+RUSSELL2000,Financials,42.72,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,66.91,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1136,VAC,MARRIOTT VACATIONS WORLDWIDE CORP,RUSSELL2000,Consumer Discretionary,42.7,35.0,mixed_sideways,25.0,bearish_proxy,63.07,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1137,PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,NASDAQ+RUSSELL2000,Health Care,42.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,34.55,42.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1138,XMTR,XOMETRY INC CLASS A,NASDAQ+RUSSELL2000,Industrials,42.51,35.0,mixed_sideways,25.0,bearish_proxy,62.49,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1139,FULC,FULCRUM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,42.49,15.0,bearish_transition,49.8,bullish_below_zero_proxy,61.38,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1140,MTH,MERITAGE CORP,RUSSELL2000,Consumer Discretionary,42.43,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,66.03,47.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1141,ESE,ESCO TECHNOLOGIES INC,RUSSELL2000,Industrials,42.42,35.0,mixed_sideways,25.0,bearish_proxy,62.21,46.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1142,GLIBA,LIBERTY CAPITAL CORP SERIES A,RUSSELL2000,Communication,42.37,15.0,bearish_transition,49.8,bullish_below_zero_proxy,61.48,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1143,ATLC,ATLANTICUS HOLDINGS CORP,NASDAQ+RUSSELL2000,Financials,42.36,35.0,mixed_sideways,25.0,bearish_proxy,62.03,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1144,SKY,CHAMPION HOMES INC,RUSSELL2000,Consumer Discretionary,42.13,35.0,mixed_sideways,25.0,bearish_proxy,61.34,46.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1145,HELE,HELEN OF TROY LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,42.09,35.0,mixed_sideways,25.0,bearish_proxy,61.21,46.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1146,XHR,XENIA HOTELS RESORTS REIT INC,RUSSELL2000,Real Estate,42.04,35.0,mixed_sideways,25.0,bearish_proxy,61.06,46.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1147,VCYT,VERACYTE INC,NASDAQ+RUSSELL2000,Health Care,42.03,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,64.36,48.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1148,BLMN,BLOOMIN BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,41.98,35.0,mixed_sideways,25.0,bearish_proxy,60.88,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1149,OSW,ONESPAWORLD HOLDINGS LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,41.89,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,64.41,47.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1150,CENT,CENTRAL GARDEN AND PET,NASDAQ+RUSSELL2000,Consumer Staples,41.84,35.0,mixed_sideways,25.0,bearish_proxy,60.02,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1151,HOV,HOVNANIAN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Discretionary,41.79,35.0,mixed_sideways,25.0,bearish_proxy,60.32,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1152,PKOH,PARK OHIO HOLDINGS CORP,NASDAQ+RUSSELL2000,Industrials,41.75,35.0,mixed_sideways,25.0,bearish_proxy,60.18,46.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1153,EFSI,EAGLE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,41.74,35.0,mixed_sideways,25.0,bearish_proxy,60.17,46.28,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1154,PSMT,PRICESMART INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Staples,41.72,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,63.42,47.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1155,WT,WISDOMTREE INC,RUSSELL2000,Financials,41.7,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,41.24,42.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1156,GLIBK,LIBERTY CAPITAL CORP SERIES C,RUSSELL2000,Communication,41.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,59.4,46.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1157,RLJ,RLJ LODGING TRUST REIT,RUSSELL2000,Real Estate,41.68,35.0,mixed_sideways,25.0,bearish_proxy,59.99,46.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1158,MHO,M I HOMES INC,RUSSELL2000,Consumer Discretionary,41.67,35.0,mixed_sideways,25.0,bearish_proxy,59.96,46.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1159,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,41.65,35.0,mixed_sideways,25.0,bearish_proxy,59.89,46.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1160,TRAK,REPOSITRAK INC,RUSSELL2000,Information Technology,41.58,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,40.9,42.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1161,CTEV,CLARITEV CORP CLASS A,RUSSELL2000,Health Care,41.48,35.0,mixed_sideways,25.0,bearish_proxy,58.91,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
