current_rank,ticker,name,sector,2026-09-11__predicted_rank,2026-09-11__close,2026-09-11__next_snapshot_return,2026-09-10__predicted_rank,2026-09-10__close,2026-09-10__next_snapshot_return,2026-09-09__predicted_rank,2026-09-09__close,2026-09-09__next_snapshot_return,2026-09-08__predicted_rank,2026-09-08__close,2026-09-08__next_snapshot_return,2026-09-04__predicted_rank,2026-09-04__close,2026-09-04__next_snapshot_return
21,ABM,ABM INDUSTRIES INC,Industrials,21,49.27,,8,49.040001,0.00469003,6,49.740002,-0.01407320,,,,,,
22,SD,SANDRIDGE ENERGY INC,Energy,22,14.59,,,,,,,,,,,,,
23,FNLC,FIRST BANCORP INC,Financials,23,35.540001,,25,35.040001,0.01426941,,,,,,,,,
24,CNXN,PC CONNECTION INC,Information Technology,24,84.305,,45,82.589996,0.02076528,48,82.730003,-0.00169234,17,83.639999,-0.01087991,,,
25,PLUS,EPLUS,Information Technology,25,90.815002,,,,,,,,,,,,,
26,TSLA,"Tesla, Inc.",Consumer Discretionary,26,363.380005,,3,363.559998,-0.00049508,2,367.809998,-0.01155488,4,368.160004,-0.00095069,,,
27,ATLO,AMES NATIONAL CORP,Financials,27,32.349998,,29,32.34,0.00030915,,,,7,32.299999,,,,
28,OKTA,"Okta, Inc. - Class A Common Stock",,28,168.460007,,13,171.110001,-0.01548708,31,172.740005,-0.00943617,,,,36,170.600006,
29,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",,29,274.714996,,,,,,,,,,,,,
30,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,30,45.75,,30,45.66,0.00197109,14,45.66,0.00000000,,,,,,
31,TRST,TRUSTCO BANK CORP,Financials,31,57.645,,32,58.419998,-0.01326597,,,,,,,,,
32,ADM,Archer Daniels Midland,Consumer Staples,32,87.705002,,,,,,,,,,,,,
33,HUT,HUT CORP,Information Technology,33,99.169998,,,,,50,95.919998,,,,,,,
34,PFG,Principal Financial Group,Financials,34,114.710098,,34,114.959999,-0.00217381,12,114.019997,0.00824419,3,115.040001,-0.00886652,2,116.68,-0.01405553
35,RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,35,96.459999,,15,97.239998,-0.00802138,30,96.260002,0.01018072,49,96.410004,-0.00155588,47,96.800003,-0.00402892
36,CEG,Constellation Energy,Utilities,36,289.204987,,,,,10,293.904999,,6,299.049988,-0.01720444,4,298.959991,0.00030103
37,OSCR,OSCAR HEALTH CLASS A,Financials,37,33.360001,,,,,,,,,,,,,
38,LFST,LIFESTANCE HEALTH GROUP,Health Care,38,13.115,,,,,,,,,,,,,
39,BBY,Best Buy,Consumer Discretionary,39,90.269897,,,,,,,,,,,,,
40,LARK,LANDMARK BANCORP INC,Financials,40,32.5,,40,32.48,0.00061576,,,,,,,,,
41,MVBF,MVB FINANCIAL CORP,Financials,41,31.67,,,,,,,,,,,,,
42,BSVN,BANK7 CORP,Financials,42,54.970001,,17,54.810001,0.00291918,8,54.639999,0.00311131,24,54.529999,0.00201724,,,
43,MATX,MATSON INC,Industrials,43,229.429993,,,,,,,,,,,,,
44,FBLA,FB BANCORP,Financials,44,15.87,,38,15.99,-0.00750469,,,,,,,18,15.99,
45,PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,45,71.470001,,19,71.699997,-0.00320775,9,70.889999,0.01142613,,,,11,71.830002,
46,BPRN,PRINCETON BANCORP INC,Financials,46,43.419998,,39,43.59,-0.00390002,,,,,,,,,
47,CHRD,Chord Energy Corporation - Common Stock,,47,150.740005,,20,151.820007,-0.00711370,,,,,,,,,
48,MBWM,MERCANTILE BANK CORP,Financials,48,61.080002,,,,,,,,,,,20,62.139999,
49,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,49,67.800003,,21,67.650002,0.00221731,40,66.709999,0.01409089,,,,,,
50,VST,Vistra Corp.,Utilities,50,148.395004,,,,,,,,,,,,,
