current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,HII,Huntington Ingalls Industries,Industrials,1,300.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,WHD,CACTUS INC CLASS A,Energy,2,57.499802,,,,,,,,,,,,,,30,55.380001,,37,56.0,-0.01107141,,,,,,,,,
3,FDBC,FIDELITY D AND D BANCORP INC,Financials,3,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MCHB,MECHANICS BANCORP CLASS A,Financials,4,16.799999,,2,16.49,0.01879921,,,,,,,,,,,,,,,,,,,,,,,,
5,EL,Estée Lauder Companies (The),Consumer Staples,5,84.589996,,3,84.146004,0.00527645,,,,,,,,,,,,,,,,,,,,,,,,
6,CMC,COMMERCIAL METALS,Materials,6,68.989998,,39,68.099998,0.01306902,,,,,,,,,,,,,,,,,,,,,,,,
7,DOX,Amdocs Limited - Ordinary Shares,,7,54.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CPRT,Copart,Industrials,8,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,9,31.84,,5,31.93,-0.00281867,,,,,,,,,,,,,,,,,,,,,,,,
10,BKR,Baker Hughes,Energy,10,59.505001,,22,58.720001,0.01336853,,,,,,,,,,,,,,,,,,,,,,,,
11,BKE,BUCKLE INC,Consumer Discretionary,11,44.169998,,4,45.009998,-0.01866252,,,,,,,,,,,,,,,,,,,,,,,,
12,WOR,WORTHINGTON ENTERPRISES INC,Industrials,12,55.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,DD,DuPont,Materials,13,139.929993,,,,,21,140.779999,,,,,,,,,,,,,,,,,,,,,,
14,FISV,Fiserv,Financials,14,53.275002,,,,,,,,49,52.310001,,,,,,,,,,,,,,,,,,,
15,SEPN,SEPTERNA INC,Health Care,15,35.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TK,TEEKAY CORPORATION CORP LTD,Energy,16,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DDOG,Datadog,Information Technology,17,267.809998,,6,264.200012,0.01366384,,,,,,,,,,,,,,,,,,,,,,,,
18,GEHC,GE HealthCare,Health Care,18,68.504997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PDD,PDD Holdings Inc. - American Depositary Shares,,19,86.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ENSG,"The Ensign Group, Inc. - Common Stock",,20,178.600006,,,,,,,,14,178.070007,,,,,,,,,,,,,,20,172.039993,,16,171.279999,0.00443714
21,MAT,"Mattel, Inc. - Common Stock",,21,15.035,,,,,,,,,,,,,,,,,,,,,,,6,14.14,,,,
22,NHC,NATIONAL HEALTHCARE CORP,Health Care,22,229.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BMY,Bristol Myers Squibb,Health Care,23,63.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MGPI,MGP INGREDIENTS INC,Consumer Staples,24,18.02,,10,18.879999,-0.04555080,17,18.709999,0.00908605,,,,,,,,,,22,18.1,,21,17.91,0.01060860,,,,48,17.860001,
25,USLM,UNITED STATES LIME AND MINERALS IN,Materials,25,113.129997,,42,113.0,0.00115042,,,,,,,,,,,,,,,,,,,,,,,,
26,RGR,STURM RUGER INC,Consumer Discretionary,26,39.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,TSN,Tyson Foods,Consumer Staples,27,60.380001,,14,61.049999,-0.01097458,,,,,,,,,,,,,,,,,,,,,,,,
28,FOXA,Fox Corporation (Class A),Communication Services,28,57.645,,,,,,,,,,,,,,,,,,,,,,,29,57.48,,,,
29,PEP,PepsiCo,Consumer Staples,29,140.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,LVS,Las Vegas Sands,Consumer Discretionary,30,49.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CSTL,CASTLE BIOSCIENCES INC,Health Care,31,26.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CSW,CSW INDUSTRIALS INC,Industrials,32,311.230011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CVSA,COVISTA INC,Consumer Discretionary,33,128.535004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,IRTC,IRHYTHM HOLDINGS INC,Health Care,34,120.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,35,23.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,NTAP,NetApp,Information Technology,36,173.350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,37,11.75,,,,,6,12.04,,,,,,,,,,,,,,,,,,,,,,
38,ILMN,"Illumina, Inc. - Common Stock",,38,197.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SLB,Schlumberger,Energy,39,48.639999,,8,48.959999,-0.00653595,29,49.970001,-0.02021217,,,,,,,,,,,,,,,,,,,,,
40,SPOK,SPOK HOLDINGS INC,Communication,40,10.875,,34,10.96,-0.00775547,,,,,,,,,,,,,18,10.65,,,,,,,,,,
41,PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,41,9.605,,,,,,,,,,,,,,,,,,,,1,9.575,,,,,,,
42,GWRS,GLOBAL WATER RESOURCES INC,Utilities,42,7.425,,,,,,,,,,,,,,,,,34,7.16,,,,,,,,,,
43,TYL,Tyler Technologies,Information Technology,43,320.535004,,44,333.829987,-0.03982561,14,333.320007,0.00153000,,,,,,,,,,,,,,,,5,317.920013,,4,319.51001,-0.00497636
44,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,44,89.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HBCP,HOME BANCORP INC,Financials,45,71.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,OPCH,OPTION CARE HEALTH INC,Health Care,46,23.75,,,,,7,22.48,,,,,,,,,,,,,,,,,,,,,,
47,T,AT&T,Communication Services,47,23.254999,,37,23.945,-0.02881608,,,,,,,,,,,,,,,,,,,,,,,,
48,ULTA,Ulta Beauty,Consumer Discretionary,48,508.290009,,,,,,,,,,,,,,,,,,,,,,,4,488.079987,,,,
49,TMDX,TRANSMEDICS GROUP INC,Health Care,49,75.0,,,,,2,76.290001,,,,,,,,,,,,,,,,,,,,,,
50,MH,MCGRAW HILL INC,Consumer Discretionary,50,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
