current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,FDBC,FIDELITY D AND D BANCORP INC,Financials,1,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,VSAT,VIASAT INC,Information Technology,2,76.089996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RGR,STURM RUGER INC,Consumer Discretionary,3,39.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,4,4.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ILMN,"Illumina, Inc. - Common Stock",,5,197.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DDOG,Datadog,Information Technology,6,267.809998,,44,264.200012,0.01366384,,,,,,,,,,,,,,,,,,,,,,,,
7,PVLA,PALVELLA THERAPEUTICS INC,Health Care,7,147.705002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,8,15.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ISBA,ISABELLA BANK CORP,Financials,9,40.810001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CTVA,Corteva,Materials,10,89.305,,,,,,,,,,,,,,,,,,,,,,,7,86.790001,,13,87.300003,-0.00584195
11,HII,Huntington Ingalls Industries,Industrials,11,300.390015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,FLNG,FLEX LNG LTD,Energy,12,31.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,FSLY,FASTLY INC CLASS A,Information Technology,13,21.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BLLN,"BillionToOne, Inc. - Class A common stock",,14,135.470001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MFIN,MEDALLION FINANCIAL CORP,Financials,15,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,UMBF,UMB FINANCIAL CORP,Financials,16,147.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,LWAY,LIFEWAY FOODS INC,Consumer Staples,17,31.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,18,55.59,,,,,,,,,,,,,,,,,,,,,,,16,53.41,,,,
19,SBCF,SEACOAST BANKING OF FLORIDA,Financials,19,34.334999,,28,34.099998,0.00689153,,,,,,,,,,,,,,,,,,,,,,,,
20,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,20,45.759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,LXRX,LEXICON PHARMACEUTICALS INC,Health Care,21,2.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,SMC,SUMMIT MIDSTREAM CORP,Energy,22,30.540001,,1,30.299999,0.00792086,,,,,,,27,30.59,,,,,,,,,,,,,,,,
