current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,CNXC,CONCENTRIX CORP,Industrials,11,24.5194,,4,26.559999,-0.07682978,,,,,,,,,,,,,,,,,,,,,,,,
12,ARVN,ARVINAS INC,Health Care,12,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHTR,Charter Communications,Communication Services,13,137.259995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LBRDK,Liberty Broadband Corporation - Class C Common Stock,,14,32.209999,,9,34.099998,-0.05542519,,,,,,,,,,,,,,,,,,,,,,,,
15,III,INFORMATION SERVICES GROUP INC,Information Technology,15,4.115,,11,4.26,-0.03403756,,,,,,,,,,,,,,,,,,,,,,,,
16,SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,16,4.075,,,,,46,4.22,,,,,,,,,,,,,,,,,18,3.91,,,,
17,INFU,INFUSYSTEM HOLDINGS INC,Health Care,17,9.46,,12,9.78,-0.03271984,,,,,,,,,,,,,,,,,,,,,,,,
18,SYF,Synchrony Financial,Financials,18,75.289001,,7,74.974998,0.00418810,1,77.120003,-0.02781386,,,,,,,,,,,,,,,,,,,,,
19,EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,19,36.200001,,13,36.326,-0.00346856,,,,,,,,,,,,,,,,,,,,,,,,
20,PEP,PepsiCo,Consumer Staples,20,140.059998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,21,40.165001,,10,40.759998,-0.01459757,,,,,,,,,,,,,,,,,,,,,,,,
22,ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials,22,50.43,,,,,18,49.259998,,,,,,,,,,,,,,,,,,,,,,
23,CCL,Carnival Corporation,Consumer Discretionary,23,27.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SAM,BOSTON BEER INC CLASS A,Consumer Staples,24,179.880005,,15,187.070007,-0.03843482,22,185.600006,0.00792026,7,183.520004,0.01133393,,,,,,,,,,,,,11,180.669998,,,,
25,CTS,CTS CORP,Information Technology,25,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TSN,Tyson Foods,Consumer Staples,26,60.380001,,18,61.049999,-0.01097458,,,,,,,,,,,,,,,,,,,,,,,,
27,GLOB,GLOBANT SA,Information Technology,27,35.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EL,Estée Lauder Companies (The),Consumer Staples,28,84.589996,,22,84.146004,0.00527645,8,84.730003,-0.00689247,,,,,,,,,,,,,,,,2,83.639999,,,,
29,JOE,ST JOE,Real Estate,29,63.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,OVLY,OAK VALLEY BANCORP,Financials,30,33.759998,,27,33.779999,-0.00059210,,,,,,,,,,,,,,,,,,,,,,,,
31,ALH,ALLIANCE LAUNDRY HOLDINGS INC,Industrials,31,25.82,,26,26.040001,-0.00844858,,,,,,,,,,,,,,,,,,,,,,,,
32,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,32,11.75,,20,11.79,-0.00339271,3,12.04,-0.02076412,,,,,,,,,,,,,,,,,,,,,
33,UAL,United Airlines Holdings,Industrials,33,121.629997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MFIN,MEDALLION FINANCIAL CORP,Financials,34,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,TEL,TE Connectivity,Information Technology,35,204.600006,,29,206.914993,-0.01118811,4,214.229996,-0.03414556,5,207.559998,0.03213528,,,,,,,,,,,,,4,203.169998,,10,203.309998,-0.00068860
36,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,36,2.7911,,23,2.79,0.00039427,,,,11,2.72,,,,,,,,27,2.685,,,,,19,2.71,,,,
37,FCAP,FIRST CAPITAL INC,Financials,37,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CPRT,Copart,Industrials,38,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WEST,WESTROCK COFFEE,Consumer Staples,39,8.04,,39,8.18,-0.01711491,,,,,,,,,,,,,,,,,,,,,,,,
40,CVSA,COVISTA INC,Consumer Discretionary,40,128.535004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication,41,40.154999,,42,43.220001,-0.07091629,,,,,,,,,,,,,,,,,,,,,,,,
42,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,42,74.760002,,37,75.400002,-0.00848806,6,75.199997,0.00265964,,,,,,,,,,48,73.709999,,,,,,,,,,
43,RCL,Royal Caribbean Group,Consumer Discretionary,43,317.730011,,,,,,,,16,306.634003,,,,,,,,,,,,,,,,,,,
44,MH,MCGRAW HILL INC,Consumer Discretionary,44,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,TPR,"Tapestry, Inc.",Consumer Discretionary,45,151.309998,,38,150.199997,0.00739015,,,,17,147.389999,,,,,,,,,,,,,,,,,,,
46,IPI,INTREPID POTASH INC,Materials,46,35.110001,,43,35.470001,-0.01014942,,,,,,,,,,,,,,,,,,,,,,,,
47,FOX,Fox Corporation (Class B),Communication Services,47,51.48,,32,52.73,-0.02370567,31,51.630001,0.02130542,,,,,,,,,,,,,,,,41,51.549999,,,,
48,COST,Costco,Consumer Staples,48,954.719971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,CAL,CALERES INC,Consumer Discretionary,49,12.9,,47,12.86,0.00311042,,,,,,,,,,,,,,,,,,,,,,,,
50,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,50,187.884995,,40,192.389999,-0.02341600,,,,19,186.279999,,,,,,,,14,184.360001,,,,,,,,,,
