current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,1,20.200001,,14,20.58,-0.01846448,,,,,,,,,,,,,,,,,,,10,19.629999,,32,19.745001,-0.00582436
2,YOU,CLEAR SECURE INC CLASS A,Information Technology,2,56.860001,,1,58.404999,-0.02645318,,,,,,,,,,,,,,,,,,,,,,14,56.029999,
3,DRI,Darden Restaurants,Consumer Discretionary,3,207.235001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,TTGT,TECHTARGET INC,Communication,4,4.21,,,,,,,,,,,,,,,,,,,,,,,17,3.91,,,,
5,IRTC,IRHYTHM HOLDINGS INC,Health Care,5,120.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HSY,Hershey Company (The),Consumer Staples,6,179.164993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,7,17.860001,,,,,21,17.625,,,,,,,,,,,,,,,,,,,,,,
8,GEHC,GE HealthCare,Health Care,8,68.504997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,9,6.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,HCA,HCA Healthcare,Health Care,10,396.959991,,5,408.359985,-0.02791653,,,,,,,,,,,,,,,,,,,,,,,,
