current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
41,RDNT,RADNET INC,Health Care,41,63.009998,,48,63.369999,-0.00568094,,,,,,,,,,,,,,,,,,,,,,,,
42,MIAX,MIAMI INTERNATIONAL HOLDINGS INC,Financials,42,46.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ENSG,"The Ensign Group, Inc. - Common Stock",,43,178.600006,,,,,,,,20,178.070007,,,,,,,,,,,,,,26,172.039993,,38,171.279999,0.00443714
44,BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,44,34.98,,32,35.57,-0.01658701,32,35.310001,0.00736332,,,,,,,,,,,,,,,,,,,,,
45,TNDM,TANDEM DIABETES CARE INC,Health Care,45,18.280001,,,,,44,17.76,,,,,,,,,,,,,,,,,,,,26,17.08,
46,FIVN,FIVE9 INC,Information Technology,46,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ILMN,"Illumina, Inc. - Common Stock",,47,197.050003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,48,15.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MAT,"Mattel, Inc. - Common Stock",,49,15.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CPAY,Corpay,Financials,50,383.464996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
