current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
13,TAP,Molson Coors Beverage Company,Consumer Staples,13,42.959999,,,,,,,,,,,,,,,,,,,,,,
14,PG,Procter & Gamble,Consumer Staples,14,152.654999,,,,,,,,,,,,,,,,,,,,,,
15,CL,Colgate-Palmolive,Consumer Staples,15,94.589996,,,,,,,,,,,,,,,,,,,,50,92.980003,
16,ZBH,Zimmer Biomet,Health Care,16,96.330002,,,,,,,,,,,,,,,,,,,,,,
17,UHS,Universal Health Services,Health Care,17,160.149994,,42,159.25,0.00565145,,,,,,,,,,,,,,,,,,
18,WM,Waste Management,Industrials,18,242.455002,,,,,,,,,,,,,,,,,,,,,,
19,MO,Altria,Consumer Staples,19,76.510002,,,,,,,,,,,,,,,,,50,74.654999,,42,74.209999,0.00599650
20,KIM,Kimco Realty,Real Estate,20,26.525,,,,,,,,,,,18,26.129999,,,,,42,26.035,,,,
21,FTV,Fortive,Industrials,21,64.010002,,,,,,,,,,,,,,,,,,,,,,
22,MA,Mastercard,Financials,22,558.789978,,,,,,,,,,,,,,,,,,,,,,
23,V,Visa Inc.,Financials,23,365.01001,,,,,,,,,,,,,,,,,,,,,,
24,LLY,Lilly (Eli),Health Care,24,1230.944946,,,,,,,,,,,,,,,,,,,,,,
25,ABBV,AbbVie,Health Care,25,265.420013,,,,,,,,,,,,,,,,,,,,,,
26,MAS,Masco,Industrials,26,82.739998,,,,,,,,,,,,,,,,,,,,,,
27,SWK,Stanley Black & Decker,Industrials,27,95.764999,,44,94.150002,0.01715345,,,,,,,16,89.269997,,,,,,,,,,
28,TMO,Thermo Fisher Scientific,Health Care,28,574.900024,,,,,,,,,,,,,,,,,,,,,,
29,DOLE,DOLE PLC,Consumer Staples,29,14.46,,,,,,,,,,,,,,,,,,,,,,
30,OPCH,OPTION CARE HEALTH INC,Health Care,30,22.309999,,,,,,,,,,,,,,,,,,,,,,
31,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,31,26.055,,,,,,,,,,,,,,,,,,,,,,
32,TGLS,TECNOGLASS INC,Industrials,32,47.389999,,,,,,,,,,,,,,,,,,,,,,
33,NNI,NELNET INC CLASS A,Financials,33,135.809998,,,,,,,,,,,,,,,,,,,,,,
34,LARK,LANDMARK BANCORP INC,Financials,34,32.009998,,,,,,,,,,,,,,,,,,,,,,
35,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,35,3.21,,,,,,,,,,,,,,,,,,,,,,
36,AURA,AURA BIOSCIENCES INC,Health Care,36,7.12,,,,,,,,,,,,,,,,,,,,,,
37,CAC,CAMDEN NATIONAL CORP,Financials,37,56.360001,,,,,,,,,,,,,,,,,,,,,,
38,RCMT,RCM TECHNOLOGIES INC,Industrials,38,28.99,,,,,,,,,,,,,,,,,,,,,,
39,SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,39,78.559998,,,,,,,,,,,,,,,,,,,,,,
40,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,40,27.75,,,,,,,,,,,,,,,,,,,,,,
41,ISTR,INVESTAR HOLDING CORP,Financials,41,30.6,,,,,,,,,,,,,,,,,,,,,,
42,GTN,GRAY MEDIA INC,Communication,42,4.145,,,,,,,,,,,,,,,,,,,,,,
43,LEGH,LEGACY HOUSING CORP,Consumer Discretionary,43,26.889999,,,,,,,,,,,,,,,,,,,,,,
44,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,44,210.75,,,,,,,,,,,,,,,,,,,,,,
45,PJT,PJT PARTNERS INC CLASS A,Financials,45,171.570007,,,,,,,,,,,,,,,,,,,,,,
46,FBLA,FB BANCORP INC,Financials,46,15.69,,,,,,,,,,,,,,,,,,,,,,
47,HRI,HERC HOLDINGS INC,Industrials,47,163.220001,,,,,,,,,,,,,,,,,,,,,,
48,UVV,UNIVERSAL CORP,Consumer Staples,48,55.799999,,,,,,,,,,,,,,,,,,,,,,
49,FVCB,FVCBANKCORP INC,Financials,49,18.540001,,,,,,,,,,,,,,,,,,,,,,
50,CRSR,CORSAIR GAMING INC,Information Technology,50,10.4,,,,,,,,,,,,,,,,,,,,,,
