current_rank,ticker,name,sector,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
1,DOLE,DOLE PLC,Consumer Staples,1,14.46,,,,,,,,,,,,,
2,PFE,Pfizer,Health Care,2,25.334999,,,,,,,,,,,,,
3,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,3,20.76,,,,,,,,,,,,,
4,PG,Procter & Gamble,Consumer Staples,4,152.654999,,,,,,,,,,,,,
5,OPCH,OPTION CARE HEALTH INC,Health Care,5,22.309999,,,,,,,,,,,,,
6,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,6,26.055,,,,,,,,,,,,,
7,TGLS,TECNOGLASS INC,Industrials,7,47.389999,,,,,,,,,,,,,
8,CAC,CAMDEN NATIONAL CORP,Financials,8,56.360001,,,,,,,,,,,,,
9,PJT,PJT PARTNERS INC CLASS A,Financials,9,171.570007,,,,,,,,,,,,,
10,CI,Cigna,Health Care,10,296.11499,,40,291.089996,0.01726268,,,,,,,,,
11,ECL,Ecolab,Materials,11,282.774994,,,,,,,,,,,,,
12,GRMN,Garmin,Consumer Discretionary,12,248.774994,,,,,,,,,,,,,
13,TMDX,TRANSMEDICS GROUP INC,Health Care,13,74.25,,,,,,,,,,,,,
14,ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,14,126.919998,,,,,,,,,,,,,
15,ALKT,ALKAMI TECHNOLOGY INC,Information Technology,15,18.02,,,,,,,,,,,,,
16,SBC,SBC MEDICAL GROUP HOLDINGS INC,Health Care,16,3.21,,,,,,,,,,,,,
17,CLX,Clorox,Consumer Staples,17,100.525002,,,,,,,,,,,,,
18,UHS,Universal Health Services,Health Care,18,160.149994,,31,159.25,0.00565145,2,155.839996,0.02188144,,,,,,
19,TAP,Molson Coors Beverage Company,Consumer Staples,19,42.959999,,,,,,,,,,,,,
20,ZBH,Zimmer Biomet,Health Care,20,96.330002,,,,,,,,,,,,,
21,FISV,Fiserv,Financials,21,53.544998,,46,52.310001,0.02360919,,,,,,,,,
22,TCOM,Trip.com Group Limited - American Depositary Shares,,22,45.560001,,,,,,,,,,,,,
23,RMD,ResMed,Health Care,23,208.970001,,,,,,,,,,,,,
24,CPB,The Campbell's Company - Common Stock,,24,23.2899,,,,,,,,,,,,,
25,CL,Colgate-Palmolive,Consumer Staples,25,94.589996,,,,,,,,,,,,,
26,WM,Waste Management,Industrials,26,242.455002,,,,,,,,,,,,,
27,MC,MOELIS CLASS A,Financials,27,68.084999,,10,67.790001,0.00435164,,,,,,,,,
28,XYL,Xylem Inc.,Industrials,28,126.68,,,,,,,,,,,,,
29,URBN,URBAN OUTFITTERS INC,Consumer Discretionary,29,75.010002,,,,,,,,,,,,,
30,TEL,TE Connectivity,Information Technology,30,208.839996,,35,207.559998,0.00616688,,,,,,,,,
31,ORLY,O’Reilly Automotive,Consumer Discretionary,31,92.440002,,,,,,,,,,,,,
32,ZS,"Zscaler, Inc. - Common Stock",,32,151.365005,,,,,,,,,,,,,
33,GRDN,GUARDIAN PHARMACY SERVICES INC CLA,Health Care,33,41.610001,,27,41.490002,0.00289224,,,,,,,,,
34,ECPG,ENCORE CAPITAL GROUP INC,Financials,34,96.065002,,43,94.449997,0.01709905,,,,,,,,,
35,LKFN,LAKELAND FINANCIAL CORP,Financials,35,63.869999,,18,63.349998,0.00820838,,,,,,,,,
36,TIPT,TIPTREE INC,Financials,36,18.309999,,,,,,,,,,,,,
37,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,37,2.785,,,,,,,,,,,,,
38,TSCO,Tractor Supply,Consumer Discretionary,38,32.005001,,,,,,,,,,,,,
39,PEP,PepsiCo,Consumer Staples,39,144.147202,,,,,,,,,,,,,
40,LEGH,LEGACY HOUSING CORP,Consumer Discretionary,40,26.889999,,,,,,,,,,,,,
41,CRM,Salesforce,Information Technology,41,181.800003,,23,173.550003,0.04753673,,,,,,,,,
42,VICI,Vici Properties,Real Estate,42,27.355,,,,,,,,,,,,,
43,OTIS,Otis Worldwide,Industrials,43,74.525002,,,,,,,,,,,,,
44,DHR,Danaher Corporation,Health Care,44,200.350006,,,,,,,,,,,,,
45,PPG,PPG Industries,Materials,45,121.709999,,,,,,,,,,,,,
46,JJSF,J AND J SNACK FOODS CORP,Consumer Staples,46,81.150002,,,,,,,,,,,,,
47,EXPO,EXPONENT INC,Industrials,47,65.940002,,,,,,,,,,,,,
48,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,48,210.75,,,,,,,,,,,,,
49,GEN,Gen Digital,Information Technology,49,27.49,,,,,,,,,,,,,
50,IDXX,Idexx Laboratories,Health Care,50,572.825012,,,,,,,,,,,,,
