current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,DOX,Amdocs Limited - Ordinary Shares,,11,58.59,,12,58.549999,0.00068319,,,,,,,,,,,,,45,55.720001,,21,55.279999,0.00795952,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,REPX,RILEY EXPLORATION PERMIAN INC,Energy,12,36.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35.27,,,,,16,35.0,
13,TYL,Tyler Technologies,Information Technology,13,318.600006,,,,,,,,,,,,,,,,,,,,,,,14,333.829987,,3,333.320007,0.00153000,,,,,,,,,,,,,,,,11,317.920013,,4,319.51001,-0.00497636
14,HSY,Hershey Company (The),Consumer Staples,14,182.804993,,,,,39,182.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,NVCR,NOVOCURE,Health Care,15,17.309999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WLDN,WILLDAN GROUP INC,Industrials,16,82.309998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,VEL,VELOCITY FINANCIAL INC,Financials,17,18.299999,,,,,38,18.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,KNTK,KINETIK HOLDINGS CLASS A,Energy,18,51.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MPC,Marathon Petroleum,Energy,19,320.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,20,16.110001,,,,,46,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,21,37.279999,,,,,,,,,,,,,,,,,,,,,,,32,35.57,,32,35.310001,0.00736332,,,,,,,,,,,,,,,,,,,,,
22,HTHT,H World Group Limited - American Depositary Shares,,22,43.009998,,,,,22,42.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NFLX,Netflix,Communication Services,23,76.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,JNJ,Johnson & Johnson,Health Care,24,261.730011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,259.23999,,,,,,,,,,,,,
25,INTU,Intuit,Information Technology,25,334.429993,,,,,,,,,,,,,,,,,,,,,,,,,,45,312.98999,,,,,,,,,,,,,,,,,,,,,,
26,CNX,CNX RESOURCES,Energy,26,35.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,34.450001,,,,,,,,,,,,,
27,GIS,General Mills,Consumer Staples,27,37.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,T,AT&T,Communication Services,28,24.075001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,29,26.74,,16,26.68,0.00224888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,UPWK,UPWORK,Industrials,30,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,31,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,HMH,HMH HOLDING INC CLASS A,Energy,32,20.5,,,,,,,,,,,,,,,,,1,20.790001,,,,,,,,,,,,,,50,21.52,,,,,26,21.049999,,,,,,,,,,
33,NTRS,Northern Trust,Financials,33,187.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PAR,PAR TECHNOLOGY,Information Technology,34,18.200001,,,,,,,,,,,,,,,,,,,,,,,,,,34,17.139999,,,,,,,,,,,,,,,,,,,,,,
35,CRSP,CRISPR THERAPEUTICS AG,Health Care,35,53.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,LYB,LyondellBasell,Materials,36,62.639999,,,,,,,,,,,,,,,,,12,62.110001,,,,,35,60.490002,,,,,,,,10,60.334999,,5,61.709999,-0.02228164,,,,,,,,,,,,
37,COP,ConocoPhillips,Energy,37,123.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,115.665001,,21,114.709999,0.00832536
38,VTOL,BRISTOW GROUP,Energy,38,46.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,45.080002,,22,45.09,-0.00022173,,,,,,
39,OXY,Occidental Petroleum,Energy,39,58.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,55.205002,,,,
40,SLVM,SYLVAMO CORP,Materials,40,40.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RGTI,RIGETTI COMPUTING,Information Technology,41,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,WBD,Warner Bros. Discovery,Communication Services,42,26.870001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MZTI,MARZETTI,Consumer Staples,43,114.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CEG,Constellation Energy,Utilities,44,270.429993,,,,,,,,,,,40,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,XOM,ExxonMobil,Energy,45,159.785004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,147.360001,
46,WFRD,Weatherford International plc - Ordinary shares,,46,92.900002,,,,,23,88.959999,,12,87.529999,0.01633726,12,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CBLL,CERIBELL,Health Care,47,19.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MUX,MCEWEN INC,Materials,48,19.200001,,,,,5,18.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AMN,AMN HEALTHCARE,Health Care,49,36.560001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,AVT,"Avnet, Inc. - Common Stock",,50,97.400002,,,,,,,,,,,,,,,,,8,88.839996,,,,,,,,,,,,,,,,,,,,,,,7,89.849998,,,,,,,
