current_rank,ticker,name,sector,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
1,RGR,STURM RUGER INC,Consumer Discretionary,1,40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LEU,CENTRUS ENERGY CORP CLASS A,Energy,2,173.977295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,DDOG,Datadog,Information Technology,3,267.559998,,4,264.200012,0.01271758,,,,,,,,,,,,,,,,,,,,,,,,
4,EL,Estée Lauder Companies (The),Consumer Staples,4,84.68,,22,84.146004,0.00634606,33,84.730003,-0.00689247,,,,,,,,,,,,,,,,41,83.639999,,,,
5,HII,Huntington Ingalls Industries,Industrials,5,304.649994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,VSAT,VIASAT INC,Information Technology,6,76.639999,,,,,,,,,,,,,,,,,27,74.370003,,,,,,,,,,
7,MCHB,MECHANICS BANCORP CLASS A,Financials,7,16.719999,,1,16.49,0.01394779,,,,,,,,,,,,,,,,,,,,,,,,
8,FDBC,FIDELITY D AND D BANCORP INC,Financials,8,53.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SBUX,Starbucks,Consumer Discretionary,9,107.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,DOLE,DOLE PLC,Consumer Staples,10,14.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,EIG,EMPLOYERS HOLDINGS INC,Financials,11,50.75,,,,,,,,,,,,,,,,,,,,,,,42,50.32,,,,
12,ZM,"Zoom Communications, Inc. - Class A Common Stock",,12,91.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,GEHC,GE HealthCare,Health Care,13,69.029999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ILMN,"Illumina, Inc. - Common Stock",,14,199.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,IRTC,IRHYTHM HOLDINGS INC,Health Care,15,121.449997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,JOE,ST JOE,Real Estate,16,64.044998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MFIN,MEDALLION FINANCIAL CORP,Financials,17,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PBI,PITNEY BOWES INC,Industrials,18,18.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CVSA,COVISTA INC,Consumer Discretionary,19,126.739998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,DOX,Amdocs Limited - Ordinary Shares,,20,54.869999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BKR,Baker Hughes,Energy,21,59.740002,,15,58.720001,0.01737059,,,,,,,31,57.25,,,,,,,,,,,,,,,,
22,LFUS,"Littelfuse, Inc. - Common Stock",,22,443.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SBCF,SEACOAST BANKING OF FLORIDA,Financials,23,34.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",,24,104.620003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
